model,seed,case_id,n_records,old_prediction_path,old_prediction_sha256,probabilities_max_abs,fixed_threshold_label_agreement,passed,macro_auroc,macro_ap,macro_f1
resnet,17,clean,100,phase1_ecg_robustness/results/metrics/full/resnet/seed_17/clean_100_clean_all.npz,2c408c0870f4cce08c172deb1197cc05636dabcf55a05c9ca8acae92bf8777b2,2.086162567138672e-07,1.0,True,0.0,0.0,0.0
resnet,17,standard__n101__electrode__snr0,100,phase1_ecg_robustness/results/metrics/full_noise_repeats/resnet_17_noise101_0_electrode.npz,382375aadd10384a8fb072f0b08e815d5b58f793e9bf3d200832ccb25faa3985,2.384185791015625e-07,1.0,True,0.0,0.0,0.0
resnet,17,standard__n101__electrode__snr10,100,phase1_ecg_robustness/results/metrics/full_noise_repeats/resnet_17_noise101_10_electrode.npz,348252a472926e807e660ffe635dada950d522fe903c5bb0549aaf6f09d6dd7f,2.086162567138672e-07,1.0,True,0.0,0.0,0.0
resnet,17,standard__n101__electrode__snr20,100,phase1_ecg_robustness/results/metrics/full_noise_repeats/resnet_17_noise101_20_electrode.npz,941225f26108624314005d9fdf30bcb2c120871543d04aef64c8017231120339,2.384185791015625e-07,1.0,True,0.0,0.0,0.0
resnet,17,standard__n101__independent_rms__snr0,100,phase1_ecg_robustness/results/metrics/full_noise_repeats/resnet_17_noise101_0_independent_rms.npz,05c757e5954529cec32d22f85062ac7ca572a2155f9c9b5c65651e1e68e8d106,1.7881393432617188e-07,1.0,True,0.0,0.0,0.0
resnet,17,standard__n101__independent_rms__snr10,100,phase1_ecg_robustness/results/metrics/full_noise_repeats/resnet_17_noise101_10_independent_rms.npz,073ff7589f8c31f0db38b1211c5b10e0be8b7f7dc83dac081c5d11ba9ff51f16,1.7881393432617188e-07,1.0,True,0.0,0.0,0.0
resnet,17,standard__n101__independent_rms__snr20,100,phase1_ecg_robustness/results/metrics/full_noise_repeats/resnet_17_noise101_20_independent_rms.npz,4462edacc3093a9e09e3de7d344d69ee1291e7d0dd99fe1806a18bdc5fedaf9c,2.384185791015625e-07,1.0,True,0.0,0.0,0.0
resnet,17,standard__n202__electrode__snr0,100,phase1_ecg_robustness/results/metrics/full_noise_repeats/resnet_17_noise202_0_electrode.npz,0eb1d88b567c68bc19e0542a9690a595bf7a3b0b465dadaac9bc229dc5239bfe,1.7881393432617188e-07,1.0,True,0.0,0.0,0.0
resnet,17,standard__n202__electrode__snr10,100,phase1_ecg_robustness/results/metrics/full_noise_repeats/resnet_17_noise202_10_electrode.npz,99e73d89743677b42f64b7fec0ed3f92e42015904a7942fc3733ce229f06f8f2,2.384185791015625e-07,1.0,True,0.0,0.0,0.0
resnet,17,standard__n202__electrode__snr20,100,phase1_ecg_robustness/results/metrics/full_noise_repeats/resnet_17_noise202_20_electrode.npz,70a5e88ee4690a45c2444a0b7a4073593695732f51fb7a5c5424d6f36dc474be,2.086162567138672e-07,1.0,True,0.0,0.0,0.0
resnet,17,standard__n202__independent_rms__snr0,100,phase1_ecg_robustness/results/metrics/full_noise_repeats/resnet_17_noise202_0_independent_rms.npz,76cd77a3cfb0818467058edb54d527fceb7d9b956e4bf502069fb992ea306867,1.7881393432617188e-07,1.0,True,0.0,0.0,0.0
resnet,17,standard__n202__independent_rms__snr10,100,phase1_ecg_robustness/results/metrics/full_noise_repeats/resnet_17_noise202_10_independent_rms.npz,30b84ece59fff8c444b7a2657dc2c338c5ac0af2b4c5bc972c26db64295e4037,2.384185791015625e-07,1.0,True,0.0,0.0,0.0
resnet,17,standard__n202__independent_rms__snr20,100,phase1_ecg_robustness/results/metrics/full_noise_repeats/resnet_17_noise202_20_independent_rms.npz,7b90e4ffe9063453c0d390f210b62e9a9a360486ed71e1cb03ce11c6e0cd753d,1.7881393432617188e-07,1.0,True,0.0,0.0,0.0
resnet,17,standard__n303__electrode__snr0,100,phase1_ecg_robustness/results/metrics/full_noise_repeats/resnet_17_noise303_0_electrode.npz,ab8a96f2148308525e9cda95a082ecf1d4c9a07d8079b7ecb9e722c0fa67f80a,1.9371509552001953e-07,1.0,True,0.0,0.0,0.0
resnet,17,standard__n303__electrode__snr10,100,phase1_ecg_robustness/results/metrics/full_noise_repeats/resnet_17_noise303_10_electrode.npz,3ed8f36ebd40361e44557d506580b5bff43d5ea415c9ac10790a3b0b14654b4d,1.7881393432617188e-07,1.0,True,0.0,0.0,0.0
resnet,17,standard__n303__electrode__snr20,100,phase1_ecg_robustness/results/metrics/full_noise_repeats/resnet_17_noise303_20_electrode.npz,795385f4331c20021eac667530aee2485e33b4a3d6c1e8f4d38c2661bdf48166,1.7881393432617188e-07,1.0,True,0.0,0.0,0.0
resnet,17,standard__n303__independent_rms__snr0,100,phase1_ecg_robustness/results/metrics/full_noise_repeats/resnet_17_noise303_0_independent_rms.npz,0a84c55fb23a851f74820bbe54e904d560999a3a767b8eb28f3132e207948ced,1.7881393432617188e-07,1.0,True,0.0,0.0,0.0
resnet,17,standard__n303__independent_rms__snr10,100,phase1_ecg_robustness/results/metrics/full_noise_repeats/resnet_17_noise303_10_independent_rms.npz,d8046e912d7cf3cd67312735c955a67cb855319a3535ed2173a63db0d6ae62e2,2.384185791015625e-07,1.0,True,0.0,0.0,0.0
resnet,17,standard__n303__independent_rms__snr20,100,phase1_ecg_robustness/results/metrics/full_noise_repeats/resnet_17_noise303_20_independent_rms.npz,50e2045ce9b76db94531b0d643637bc2d3faa60bd0587bb599ea0e5b4bca0fb5,2.384185791015625e-07,1.0,True,0.0,0.0,0.0
resnet,17,standard__n404__electrode__snr0,100,phase1_ecg_robustness/results/metrics/full_noise_repeats/resnet_17_noise404_0_electrode.npz,c8da58e9125e8d80f1bc0cb07734401d6eecf6dcc10eee809ed142ad408c65e4,1.7881393432617188e-07,1.0,True,0.0,0.0,0.0
resnet,17,standard__n404__electrode__snr10,100,phase1_ecg_robustness/results/metrics/full_noise_repeats/resnet_17_noise404_10_electrode.npz,a4e481b47ad520968106acb577a4da36559ba6cb4d5f7bce35ece8c262024c69,1.7881393432617188e-07,1.0,True,0.0,0.0,0.0
resnet,17,standard__n404__electrode__snr20,100,phase1_ecg_robustness/results/metrics/full_noise_repeats/resnet_17_noise404_20_electrode.npz,92641c98a6ba584a49c92520c7bc67801738aa05fee2e513c0c830bf5de75f59,2.086162567138672e-07,1.0,True,0.0,0.0,0.0
resnet,17,standard__n404__independent_rms__snr0,100,phase1_ecg_robustness/results/metrics/full_noise_repeats/resnet_17_noise404_0_independent_rms.npz,8bf84a618620d4988ab03abb4bed409df8d4aff742fd3c7c4ca2dcedaf3b48b6,1.7881393432617188e-07,1.0,True,0.0,0.0,0.0
resnet,17,standard__n404__independent_rms__snr10,100,phase1_ecg_robustness/results/metrics/full_noise_repeats/resnet_17_noise404_10_independent_rms.npz,c514c163a7c7d8955cce752ad71e7fb77c71439492975e7eb653f9fd95b1b667,2.384185791015625e-07,1.0,True,0.0,0.0,0.0
resnet,17,standard__n404__independent_rms__snr20,100,phase1_ecg_robustness/results/metrics/full_noise_repeats/resnet_17_noise404_20_independent_rms.npz,54988cb0b74f4fd846bc863f5373fbf80a7c77ec5a7bd67dca95352587b60d39,2.384185791015625e-07,1.0,True,0.0,0.0,0.0
resnet,17,standard__n505__electrode__snr0,100,phase1_ecg_robustness/results/metrics/full_noise_repeats/resnet_17_noise505_0_electrode.npz,dd1ecfc79258a33d3499cbae4a8f0861b070c721bf723186d4a71cd8e026a9b6,2.086162567138672e-07,1.0,True,0.0,0.0,0.0
resnet,17,standard__n505__electrode__snr10,100,phase1_ecg_robustness/results/metrics/full_noise_repeats/resnet_17_noise505_10_electrode.npz,d9143f823f4a91b880a76457c66e7c2010ff2864b8326a4ce82e891e4f910ca2,2.384185791015625e-07,1.0,True,0.0,0.0,0.0
resnet,17,standard__n505__electrode__snr20,100,phase1_ecg_robustness/results/metrics/full_noise_repeats/resnet_17_noise505_20_electrode.npz,7cb3e8b358da9807f35a4fb96f421c2c6c78124a1102ee5b8fbc3496c27aa19c,2.086162567138672e-07,1.0,True,0.0,0.0,0.0
resnet,17,standard__n505__independent_rms__snr0,100,phase1_ecg_robustness/results/metrics/full_noise_repeats/resnet_17_noise505_0_independent_rms.npz,c495fc07365e55c4dbaaabdf63036f6baf725a7922a8f7e6f75b7714f9c27ab8,2.384185791015625e-07,1.0,True,0.0,0.0,0.0
resnet,17,standard__n505__independent_rms__snr10,100,phase1_ecg_robustness/results/metrics/full_noise_repeats/resnet_17_noise505_10_independent_rms.npz,a1392e60414e7f931e27be23838fd3a8bf9050fac6f6da991f4f676bcca08315,2.384185791015625e-07,1.0,True,0.0,0.0,0.0
resnet,17,standard__n505__independent_rms__snr20,100,phase1_ecg_robustness/results/metrics/full_noise_repeats/resnet_17_noise505_20_independent_rms.npz,078e3ea0397b0edcec2291ed7fbf8bdd8838043b1417a7ee5cdb49bca9a0621c,2.086162567138672e-07,1.0,True,0.0,0.0,0.0
resnet,17,standard__n8128__electrode__snr0,100,phase1_ecg_robustness/results/metrics/full/resnet/seed_17/bandpass_0_electrode_all.npz,ad99cac6a84a5feb384567778e918e7247ef586be103b5aa814c385c75e237e5,1.4901161193847656e-07,1.0,True,0.0,0.0,0.0
resnet,17,standard__n8128__electrode__snr10,100,phase1_ecg_robustness/results/metrics/full/resnet/seed_17/bandpass_10_electrode_all.npz,f2990c461d5e1db4026198275abcb50ebcb9f81ba9b499816f0106c2fe8ba51c,1.7881393432617188e-07,1.0,True,0.0,0.0,0.0
resnet,17,standard__n8128__electrode__snr20,100,phase1_ecg_robustness/results/metrics/full/resnet/seed_17/bandpass_20_electrode_all.npz,5498f02c5f19b92d5e68b8fb8974900114a539157b524fe38f29cd0f6e1e2980,2.086162567138672e-07,1.0,True,0.0,0.0,0.0
resnet,17,standard__n8128__independent_rms__snr0,100,phase1_ecg_robustness/results/metrics/full/resnet/seed_17/bandpass_0_independent_rms_all.npz,538e26bb7a1247927cedc0ad75a636529e8902c88ef5df9a90cd85c50ebbfe45,1.7881393432617188e-07,1.0,True,0.0,0.0,0.0
resnet,17,standard__n8128__independent_rms__snr10,100,phase1_ecg_robustness/results/metrics/full/resnet/seed_17/bandpass_10_independent_rms_all.npz,2563401ee8a40870ab2c6cfa14034616957df92dd8f11961ae6bdb296b33a1ea,2.384185791015625e-07,1.0,True,0.0,0.0,0.0
resnet,17,standard__n8128__independent_rms__snr20,100,phase1_ecg_robustness/results/metrics/full/resnet/seed_17/bandpass_20_independent_rms_all.npz,d3d74c0fc1a989efbbd6c564cfa128aa1e210614fed4537f4e1abfcc80917b23,2.384185791015625e-07,1.0,True,0.0,0.0,0.0
resnet,29,clean,100,phase1_ecg_robustness/results/metrics/full/resnet/seed_29/clean_100_clean_all.npz,aa34d63923a26b3bf4070d5574b9d525cd53fdc058b0c049ae1a1011023f89f8,1.7881393432617188e-07,1.0,True,0.0,0.0,0.0
resnet,29,standard__n101__electrode__snr0,100,phase1_ecg_robustness/results/metrics/full_noise_repeats/resnet_29_noise101_0_electrode.npz,7fb1ce4394fd74a3d6df5464c680fa6c9a55aa8d3a57f6002d34cafce8626bf2,1.7881393432617188e-07,1.0,True,0.0,0.0,0.0
resnet,29,standard__n101__electrode__snr10,100,phase1_ecg_robustness/results/metrics/full_noise_repeats/resnet_29_noise101_10_electrode.npz,8becfbacba49e44245a0d242693c8b071cec4134e34704dae65ac862d9fc7d8d,1.7881393432617188e-07,1.0,True,0.0,0.0,0.0
resnet,29,standard__n101__electrode__snr20,100,phase1_ecg_robustness/results/metrics/full_noise_repeats/resnet_29_noise101_20_electrode.npz,43976a2cf581435450f8abcd5a1c3e3fd06377857d340b793ec0062437ebf0b6,2.384185791015625e-07,1.0,True,0.0,0.0,0.0
resnet,29,standard__n101__independent_rms__snr0,100,phase1_ecg_robustness/results/metrics/full_noise_repeats/resnet_29_noise101_0_independent_rms.npz,087e95bc725ebf19c17fc039d00b4f2d29fb844311a3027b0e4ebbeca93e3d0f,2.086162567138672e-07,1.0,True,0.0,0.0,0.0
resnet,29,standard__n101__independent_rms__snr10,100,phase1_ecg_robustness/results/metrics/full_noise_repeats/resnet_29_noise101_10_independent_rms.npz,60048b26c4915e8e5bda86ba16b3d62e1eb33f19a667c0c5d97e197e6b952ff6,1.7881393432617188e-07,1.0,True,0.0,0.0,0.0
resnet,29,standard__n101__independent_rms__snr20,100,phase1_ecg_robustness/results/metrics/full_noise_repeats/resnet_29_noise101_20_independent_rms.npz,f9588a322e582e8f17b3e879121750848b2cb09560727b6933882e569457a03d,2.384185791015625e-07,1.0,True,0.0,0.0,0.0
resnet,29,standard__n202__electrode__snr0,100,phase1_ecg_robustness/results/metrics/full_noise_repeats/resnet_29_noise202_0_electrode.npz,103eba84df7c1c7b49caebaaaebc5d5b0906184b885cae6a35c09680c33ec70a,1.7881393432617188e-07,1.0,True,0.0,0.0,0.0
resnet,29,standard__n202__electrode__snr10,100,phase1_ecg_robustness/results/metrics/full_noise_repeats/resnet_29_noise202_10_electrode.npz,52ee827acf31958391c285278a2f8d0064bafc71e87414733919fc496a8653fb,1.7881393432617188e-07,1.0,True,0.0,0.0,0.0
resnet,29,standard__n202__electrode__snr20,100,phase1_ecg_robustness/results/metrics/full_noise_repeats/resnet_29_noise202_20_electrode.npz,6e3a181b486e79e4fa66f19275135f29f58f3674cb9ca6271896b7ce90939813,2.384185791015625e-07,1.0,True,0.0,0.0,0.0
resnet,29,standard__n202__independent_rms__snr0,100,phase1_ecg_robustness/results/metrics/full_noise_repeats/resnet_29_noise202_0_independent_rms.npz,314aaf00429c4df9b50325d11887371d2ee7c80a6e035ebabe5e4a4daf45bb6a,1.7881393432617188e-07,1.0,True,0.0,0.0,0.0
resnet,29,standard__n202__independent_rms__snr10,100,phase1_ecg_robustness/results/metrics/full_noise_repeats/resnet_29_noise202_10_independent_rms.npz,2a88703946fbd528bf8465b754e1d0940a8f0fc1adc51427c8251d1947b199b4,1.7881393432617188e-07,1.0,True,0.0,0.0,0.0
resnet,29,standard__n202__independent_rms__snr20,100,phase1_ecg_robustness/results/metrics/full_noise_repeats/resnet_29_noise202_20_independent_rms.npz,6b6660acd7dd18c0c7f251939973a3d472bb58cc2a8f96f9ab5db1d9e9b22186,1.7881393432617188e-07,1.0,True,0.0,0.0,0.0
resnet,29,standard__n303__electrode__snr0,100,phase1_ecg_robustness/results/metrics/full_noise_repeats/resnet_29_noise303_0_electrode.npz,ff48a1cf3f4553cbff98f9d43b7dab7956254ac2f87a63611a21946274d2c6fe,1.7881393432617188e-07,1.0,True,0.0,0.0,0.0
resnet,29,standard__n303__electrode__snr10,100,phase1_ecg_robustness/results/metrics/full_noise_repeats/resnet_29_noise303_10_electrode.npz,43f1e851ccd937aec49a868df12df48a78c4151ef3b22288af4c7774396aecb8,1.9371509552001953e-07,1.0,True,0.0,0.0,0.0
resnet,29,standard__n303__electrode__snr20,100,phase1_ecg_robustness/results/metrics/full_noise_repeats/resnet_29_noise303_20_electrode.npz,6b3fe4a076b13f1b0c80c552c0bd710718b6cde5e8d5fb57445d82c8daa18b9f,1.7881393432617188e-07,1.0,True,0.0,0.0,0.0
resnet,29,standard__n303__independent_rms__snr0,100,phase1_ecg_robustness/results/metrics/full_noise_repeats/resnet_29_noise303_0_independent_rms.npz,25418dc61b522aac90ac02782a05b3fcb863ceb34044e8f9eede5519c5532643,1.7881393432617188e-07,1.0,True,0.0,0.0,0.0
resnet,29,standard__n303__independent_rms__snr10,100,phase1_ecg_robustness/results/metrics/full_noise_repeats/resnet_29_noise303_10_independent_rms.npz,b3ec33b7c29d4e5ff349e293d4a9697935eaf809a8f6ff6725861fa4a5ba34c3,2.086162567138672e-07,1.0,True,0.0,0.0,0.0
resnet,29,standard__n303__independent_rms__snr20,100,phase1_ecg_robustness/results/metrics/full_noise_repeats/resnet_29_noise303_20_independent_rms.npz,cebd98864421cd79bdf690e094d22b489a7028ebcfb41a9d001604dbf04ee703,2.384185791015625e-07,1.0,True,0.0,0.0,0.0
resnet,29,standard__n404__electrode__snr0,100,phase1_ecg_robustness/results/metrics/full_noise_repeats/resnet_29_noise404_0_electrode.npz,2727b02024eb95937a6d1a0e111aa5b64dd835b9628bc34a42290b64dc888ffd,1.7881393432617188e-07,1.0,True,0.0,0.0,0.0
resnet,29,standard__n404__electrode__snr10,100,phase1_ecg_robustness/results/metrics/full_noise_repeats/resnet_29_noise404_10_electrode.npz,304ff07e7e0fc67ef492eec4ca8c236519756039986b6de600b87a1d8c219ac3,1.7881393432617188e-07,1.0,True,0.0,0.0,0.0
resnet,29,standard__n404__electrode__snr20,100,phase1_ecg_robustness/results/metrics/full_noise_repeats/resnet_29_noise404_20_electrode.npz,2d53571ced918ec7782760033288990336391b52d9e8f1bb7971146d306470f1,1.7881393432617188e-07,1.0,True,0.0,0.0,0.0
resnet,29,standard__n404__independent_rms__snr0,100,phase1_ecg_robustness/results/metrics/full_noise_repeats/resnet_29_noise404_0_independent_rms.npz,9ac30a99ce9afe0581fe21de5d61c6d8b577ff6f32f8db8a0597ab789e4225fe,1.7881393432617188e-07,1.0,True,0.0,0.0,0.0
resnet,29,standard__n404__independent_rms__snr10,100,phase1_ecg_robustness/results/metrics/full_noise_repeats/resnet_29_noise404_10_independent_rms.npz,895bacd38fec4876aeb07c9ba2dad9f4b1044c8ab572a0f549c401aea2cbcef9,2.086162567138672e-07,1.0,True,0.0,0.0,0.0
resnet,29,standard__n404__independent_rms__snr20,100,phase1_ecg_robustness/results/metrics/full_noise_repeats/resnet_29_noise404_20_independent_rms.npz,4bab8ff21442404c4dbd0ef4c859408542189703db8a8f04d3a8cb2a1609c201,2.384185791015625e-07,1.0,True,0.0,0.0,0.0
resnet,29,standard__n505__electrode__snr0,100,phase1_ecg_robustness/results/metrics/full_noise_repeats/resnet_29_noise505_0_electrode.npz,e05b7347311fa4dc05b90e9bbee3cd246b0c850015399228700146aa79ba4ee0,1.7881393432617188e-07,1.0,True,0.0,0.0,0.0
resnet,29,standard__n505__electrode__snr10,100,phase1_ecg_robustness/results/metrics/full_noise_repeats/resnet_29_noise505_10_electrode.npz,2bfb24d42dd9ab4d153b8e2e1276286c3e3a0e4b6b350d77da5a42f23fefd1ff,1.7881393432617188e-07,1.0,True,0.0,0.0,0.0
resnet,29,standard__n505__electrode__snr20,100,phase1_ecg_robustness/results/metrics/full_noise_repeats/resnet_29_noise505_20_electrode.npz,081382bb2af4a79713fa593ab81ba8dd51686501ac7f34954e19e120e2ab3568,2.086162567138672e-07,1.0,True,0.0,0.0,0.0
