analysis,phase,model,strategy,source_id,matrix_family,band_id,snr,metric,outcome,estimate,seed_sd,seed_n,patient_ci_low,patient_ci_high,n_bootstrap,n_invalid,noise_sd,random_matrix_sd
matrix_instance,phase1,resnet,clean_only,random_01,randomized,legacy_0p5_40,10,ece,independent_rms_absolute,0.09834885958896927,0.0055309976880736815,3,0.1074637985659043,0.14053369374169494,64,0,0.003285852946115384,
matrix_instance,phase1,resnet,clean_only,random_01,randomized,legacy_0p5_40,10,ece,independent_rms_drop,-0.012920872339121625,0.0029106792697023163,3,-0.02607726297064506,-0.004397521811813788,64,0,0.003285852946115386,
matrix_instance,phase1,resnet,clean_only,random_01,randomized,legacy_0p5_40,10,ece,structure_effect,-0.0010487346825620095,0.0009185041821934585,3,-0.005252013887228723,0.003801115542258902,64,0,0.005167040488842639,
matrix_instance,phase1,resnet,clean_only,random_01,randomized,legacy_0p5_40,10,macro_auroc,electrode_absolute,0.912429939432939,0.006549256787843476,3,0.8680502397831392,0.9490389063533272,64,0,0.0028709052013358117,
matrix_instance,phase1,resnet,clean_only,random_01,randomized,legacy_0p5_40,10,macro_auroc,electrode_drop,0.010541475431957562,0.002183906059247372,3,0.0037665358481761423,0.016239840582068468,64,0,0.002870905201335843,
matrix_instance,phase1,resnet,clean_only,random_01,randomized,legacy_0p5_40,10,macro_auroc,independent_rms_absolute,0.9137214825373072,0.0066306410493370375,3,0.8715761869509301,0.9490840371970367,64,0,0.00309411470630584,
matrix_instance,phase1,resnet,clean_only,random_01,randomized,legacy_0p5_40,10,macro_auroc,independent_rms_drop,0.009249932327589442,0.001067275189479163,3,0.004365144555096676,0.01445938289530515,64,0,0.003094114706305796,
matrix_instance,phase1,resnet,clean_only,random_01,randomized,legacy_0p5_40,10,macro_auroc,structure_effect,-0.001291543104368119,0.002975347394245409,3,-0.004250977521129387,0.001609964381962583,64,0,0.0029254467374516223,
matrix_instance,phase1,resnet,clean_only,random_01,randomized,legacy_0p5_40,10,macro_f1,electrode_absolute,0.7029846891535825,0.0271199593519053,3,0.6257616183101503,0.7750664184554228,64,0,0.008875522386217144,
matrix_instance,phase1,resnet,clean_only,random_01,randomized,legacy_0p5_40,10,macro_f1,electrode_drop,0.03879624161514373,0.024467331855773794,3,0.013107909244773617,0.06266851866086105,64,0,0.008875522386217177,
matrix_instance,phase1,resnet,clean_only,random_01,randomized,legacy_0p5_40,10,macro_f1,independent_rms_absolute,0.7034467054874084,0.022645414397584846,3,0.6235586198360307,0.7714164510006306,64,0,0.006139226900509571,
matrix_instance,phase1,resnet,clean_only,random_01,randomized,legacy_0p5_40,10,macro_f1,independent_rms_drop,0.03833422528131784,0.020845213146694578,3,0.010602449899105214,0.062369417158578196,64,0,0.006139226900509546,
matrix_instance,phase1,resnet,clean_only,random_01,randomized,legacy_0p5_40,10,macro_f1,structure_effect,-0.00046201633382589015,0.0046313651518756025,3,-0.0060427080938945865,0.006642139160591857,64,0,0.007095828819515664,
