analysis,phase,model,strategy,source_id,matrix_family,band_id,snr,metric,outcome,seed,value,n_noise
snr,phase2,tcn,electrode,standard,standard,legacy_0p5_40,20,ece,structure_effect,202,-0.0005870066395195495,5
snr,phase2,tcn,electrode,standard,standard,legacy_0p5_40,15,macro_auroc,structure_effect,17,3.7130180374655986e-05,5
snr,phase2,tcn,electrode,standard,standard,legacy_0p5_40,15,macro_auroc,structure_effect,29,-0.00012676957412349754,5
snr,phase2,tcn,electrode,standard,standard,legacy_0p5_40,15,macro_auroc,structure_effect,43,-0.00034110932371944624,5
snr,phase2,tcn,electrode,standard,standard,legacy_0p5_40,15,macro_auroc,structure_effect,101,-6.019042932847718e-06,5
snr,phase2,tcn,electrode,standard,standard,legacy_0p5_40,15,macro_auroc,structure_effect,202,-0.00010197817087631567,5
snr,phase2,tcn,electrode,standard,standard,legacy_0p5_40,15,macro_f1,structure_effect,17,-0.0006449452296406477,5
snr,phase2,tcn,electrode,standard,standard,legacy_0p5_40,15,macro_f1,structure_effect,29,-0.0016073376850247456,5
snr,phase2,tcn,electrode,standard,standard,legacy_0p5_40,15,macro_f1,structure_effect,43,-4.722264822565325e-05,5
snr,phase2,tcn,electrode,standard,standard,legacy_0p5_40,15,macro_f1,structure_effect,101,0.0004457465153369089,5
snr,phase2,tcn,electrode,standard,standard,legacy_0p5_40,15,macro_f1,structure_effect,202,-0.0008733684400376029,5
snr,phase2,tcn,electrode,standard,standard,legacy_0p5_40,15,ece,structure_effect,17,-0.0011383796624102743,5
snr,phase2,tcn,electrode,standard,standard,legacy_0p5_40,15,ece,structure_effect,29,-0.00032882549224133584,5
snr,phase2,tcn,electrode,standard,standard,legacy_0p5_40,15,ece,structure_effect,43,-0.0014173621806273795,5
snr,phase2,tcn,electrode,standard,standard,legacy_0p5_40,15,ece,structure_effect,101,-0.0004983140488942842,5
snr,phase2,tcn,electrode,standard,standard,legacy_0p5_40,15,ece,structure_effect,202,-0.0009580526369414727,5
snr,phase2,tcn,electrode,standard,standard,legacy_0p5_40,10,macro_auroc,structure_effect,17,-0.00016526365428826129,5
snr,phase2,tcn,electrode,standard,standard,legacy_0p5_40,10,macro_auroc,structure_effect,29,-0.000605806519955121,5
snr,phase2,tcn,electrode,standard,standard,legacy_0p5_40,10,macro_auroc,structure_effect,43,-0.0008925658528199376,5
snr,phase2,tcn,electrode,standard,standard,legacy_0p5_40,10,macro_auroc,structure_effect,101,-0.0003908470864321112,5
snr,phase2,tcn,electrode,standard,standard,legacy_0p5_40,10,macro_auroc,structure_effect,202,-0.00041250571878159725,5
snr,phase2,tcn,electrode,standard,standard,legacy_0p5_40,10,macro_f1,structure_effect,17,-0.0001714639184651201,5
snr,phase2,tcn,electrode,standard,standard,legacy_0p5_40,10,macro_f1,structure_effect,29,-0.0022634677469514086,5
snr,phase2,tcn,electrode,standard,standard,legacy_0p5_40,10,macro_f1,structure_effect,43,-0.0027034020614057352,5
snr,phase2,tcn,electrode,standard,standard,legacy_0p5_40,10,macro_f1,structure_effect,101,-0.0008535829247728888,5
snr,phase2,tcn,electrode,standard,standard,legacy_0p5_40,10,macro_f1,structure_effect,202,-0.0012239734823040749,5
snr,phase2,tcn,electrode,standard,standard,legacy_0p5_40,10,ece,structure_effect,17,-0.002434527255671247,5
snr,phase2,tcn,electrode,standard,standard,legacy_0p5_40,10,ece,structure_effect,29,-0.001780850273183747,5
snr,phase2,tcn,electrode,standard,standard,legacy_0p5_40,10,ece,structure_effect,43,-0.0025727194898393507,5
snr,phase2,tcn,electrode,standard,standard,legacy_0p5_40,10,ece,structure_effect,101,-0.0005393524794077981,5
snr,phase2,tcn,electrode,standard,standard,legacy_0p5_40,10,ece,structure_effect,202,-0.0035874659586288965,5
snr,phase2,tcn,electrode,standard,standard,legacy_0p5_40,5,macro_auroc,structure_effect,17,-0.0009249281161805012,5
snr,phase2,tcn,electrode,standard,standard,legacy_0p5_40,5,macro_auroc,structure_effect,29,-0.0022015879749439637,5
snr,phase2,tcn,electrode,standard,standard,legacy_0p5_40,5,macro_auroc,structure_effect,43,-0.0026923999071817306,5
snr,phase2,tcn,electrode,standard,standard,legacy_0p5_40,5,macro_auroc,structure_effect,101,-0.0022385054996734155,5
snr,phase2,tcn,electrode,standard,standard,legacy_0p5_40,5,macro_auroc,structure_effect,202,-0.0015891160526970705,5
snr,phase2,tcn,electrode,standard,standard,legacy_0p5_40,5,macro_f1,structure_effect,17,-0.007500349145924123,5
snr,phase2,tcn,electrode,standard,standard,legacy_0p5_40,5,macro_f1,structure_effect,29,-0.006857778495164779,5
snr,phase2,tcn,electrode,standard,standard,legacy_0p5_40,5,macro_f1,structure_effect,43,-0.01200272916983347,5
snr,phase2,tcn,electrode,standard,standard,legacy_0p5_40,5,macro_f1,structure_effect,101,-0.008964971869622085,5
snr,phase2,tcn,electrode,standard,standard,legacy_0p5_40,5,macro_f1,structure_effect,202,-0.002997766827633197,5
snr,phase2,tcn,electrode,standard,standard,legacy_0p5_40,5,ece,structure_effect,17,-4.5094312120852464e-05,5
snr,phase2,tcn,electrode,standard,standard,legacy_0p5_40,5,ece,structure_effect,29,0.0023843792791670773,5
snr,phase2,tcn,electrode,standard,standard,legacy_0p5_40,5,ece,structure_effect,43,-0.0003665961050573034,5
snr,phase2,tcn,electrode,standard,standard,legacy_0p5_40,5,ece,structure_effect,101,-0.002759913040126627,5
snr,phase2,tcn,electrode,standard,standard,legacy_0p5_40,5,ece,structure_effect,202,-0.010814404304025658,5
snr,phase2,tcn,electrode,standard,standard,legacy_0p5_40,0,macro_auroc,structure_effect,17,-0.004676435575165616,5
snr,phase2,tcn,electrode,standard,standard,legacy_0p5_40,0,macro_auroc,structure_effect,29,-0.006925011421261118,5
snr,phase2,tcn,electrode,standard,standard,legacy_0p5_40,0,macro_auroc,structure_effect,43,-0.008797089362008959,5
snr,phase2,tcn,electrode,standard,standard,legacy_0p5_40,0,macro_auroc,structure_effect,101,-0.009965292104635703,5
snr,phase2,tcn,electrode,standard,standard,legacy_0p5_40,0,macro_auroc,structure_effect,202,-0.008358423255272918,5
snr,phase2,tcn,electrode,standard,standard,legacy_0p5_40,0,macro_f1,structure_effect,17,-0.038001931515704745,5
snr,phase2,tcn,electrode,standard,standard,legacy_0p5_40,0,macro_f1,structure_effect,29,-0.03178582239803274,5
snr,phase2,tcn,electrode,standard,standard,legacy_0p5_40,0,macro_f1,structure_effect,43,-0.050469233281032366,5
snr,phase2,tcn,electrode,standard,standard,legacy_0p5_40,0,macro_f1,structure_effect,101,-0.04212933620426673,5
snr,phase2,tcn,electrode,standard,standard,legacy_0p5_40,0,macro_f1,structure_effect,202,-0.03832933439642672,5
snr,phase2,tcn,electrode,standard,standard,legacy_0p5_40,0,ece,structure_effect,17,0.024862108809835262,5
snr,phase2,tcn,electrode,standard,standard,legacy_0p5_40,0,ece,structure_effect,29,0.025896189394373534,5
snr,phase2,tcn,electrode,standard,standard,legacy_0p5_40,0,ece,structure_effect,43,0.03185492598232653,5
snr,phase2,tcn,electrode,standard,standard,legacy_0p5_40,0,ece,structure_effect,101,0.020917295995820054,5
snr,phase2,tcn,electrode,standard,standard,legacy_0p5_40,0,ece,structure_effect,202,-0.000868405660899095,5
snr,phase2,tcn,mixed,standard,standard,legacy_0p5_40,20,macro_auroc,structure_effect,17,7.297863272714977e-05,5
snr,phase2,tcn,mixed,standard,standard,legacy_0p5_40,20,macro_auroc,structure_effect,29,-8.127507613175933e-05,5
snr,phase2,tcn,mixed,standard,standard,legacy_0p5_40,20,macro_auroc,structure_effect,43,-0.00010706851580000176,5
snr,phase2,tcn,mixed,standard,standard,legacy_0p5_40,20,macro_auroc,structure_effect,101,4.9489140750869076e-05,5
snr,phase2,tcn,mixed,standard,standard,legacy_0p5_40,20,macro_auroc,structure_effect,202,-8.461255844172122e-05,5
snr,phase2,tcn,mixed,standard,standard,legacy_0p5_40,20,macro_f1,structure_effect,17,0.00013487699474024062,5
snr,phase2,tcn,mixed,standard,standard,legacy_0p5_40,20,macro_f1,structure_effect,29,-0.0012515145486838852,5
snr,phase2,tcn,mixed,standard,standard,legacy_0p5_40,20,macro_f1,structure_effect,43,-0.0004989881980272948,5
snr,phase2,tcn,mixed,standard,standard,legacy_0p5_40,20,macro_f1,structure_effect,101,-0.00041252843332273414,5
snr,phase2,tcn,mixed,standard,standard,legacy_0p5_40,20,macro_f1,structure_effect,202,-0.001198826145760834,5
snr,phase2,tcn,mixed,standard,standard,legacy_0p5_40,20,ece,structure_effect,17,-0.0015906655398946826,5
snr,phase2,tcn,mixed,standard,standard,legacy_0p5_40,20,ece,structure_effect,29,-0.0005220480197483876,5
snr,phase2,tcn,mixed,standard,standard,legacy_0p5_40,20,ece,structure_effect,43,-0.0008359796385414842,5
snr,phase2,tcn,mixed,standard,standard,legacy_0p5_40,20,ece,structure_effect,101,-0.0005044051022156659,5
snr,phase2,tcn,mixed,standard,standard,legacy_0p5_40,20,ece,structure_effect,202,-0.0005427100774201415,5
snr,phase2,tcn,mixed,standard,standard,legacy_0p5_40,15,macro_auroc,structure_effect,17,1.0370278233473584e-05,5
snr,phase2,tcn,mixed,standard,standard,legacy_0p5_40,15,macro_auroc,structure_effect,29,-0.0002775890436397255,5
snr,phase2,tcn,mixed,standard,standard,legacy_0p5_40,15,macro_auroc,structure_effect,43,-0.0003125079882979609,5
snr,phase2,tcn,mixed,standard,standard,legacy_0p5_40,15,macro_auroc,structure_effect,101,-5.735472470846936e-06,5
snr,phase2,tcn,mixed,standard,standard,legacy_0p5_40,15,macro_auroc,structure_effect,202,-0.00015297657378832152,5
snr,phase2,tcn,mixed,standard,standard,legacy_0p5_40,15,macro_f1,structure_effect,17,-0.0006734793240670278,5
snr,phase2,tcn,mixed,standard,standard,legacy_0p5_40,15,macro_f1,structure_effect,29,-0.0005224862765220717,5
snr,phase2,tcn,mixed,standard,standard,legacy_0p5_40,15,macro_f1,structure_effect,43,-0.0017996690714552344,5
snr,phase2,tcn,mixed,standard,standard,legacy_0p5_40,15,macro_f1,structure_effect,101,-0.0003201643475417848,5
snr,phase2,tcn,mixed,standard,standard,legacy_0p5_40,15,macro_f1,structure_effect,202,-0.002095238865721938,5
snr,phase2,tcn,mixed,standard,standard,legacy_0p5_40,15,ece,structure_effect,17,-0.002021392427232968,5
snr,phase2,tcn,mixed,standard,standard,legacy_0p5_40,15,ece,structure_effect,29,-0.0006991596505980524,5
snr,phase2,tcn,mixed,standard,standard,legacy_0p5_40,15,ece,structure_effect,43,-0.0015417161894585862,5
snr,phase2,tcn,mixed,standard,standard,legacy_0p5_40,15,ece,structure_effect,101,-0.0004727431818697392,5
snr,phase2,tcn,mixed,standard,standard,legacy_0p5_40,15,ece,structure_effect,202,-0.001911323876615384,5
snr,phase2,tcn,mixed,standard,standard,legacy_0p5_40,10,macro_auroc,structure_effect,17,-0.0003207409423178209,5
snr,phase2,tcn,mixed,standard,standard,legacy_0p5_40,10,macro_auroc,structure_effect,29,-0.0009469080481167014,5
snr,phase2,tcn,mixed,standard,standard,legacy_0p5_40,10,macro_auroc,structure_effect,43,-0.0009127459108434488,5
snr,phase2,tcn,mixed,standard,standard,legacy_0p5_40,10,macro_auroc,structure_effect,101,-0.0005265798676037381,5
snr,phase2,tcn,mixed,standard,standard,legacy_0p5_40,10,macro_auroc,structure_effect,202,-0.0005252743820294281,5
snr,phase2,tcn,mixed,standard,standard,legacy_0p5_40,10,macro_f1,structure_effect,17,-0.0016206357777630576,5
snr,phase2,tcn,mixed,standard,standard,legacy_0p5_40,10,macro_f1,structure_effect,29,-0.0032598693430340164,5
snr,phase2,tcn,mixed,standard,standard,legacy_0p5_40,10,macro_f1,structure_effect,43,-0.0017128100411446523,5
snr,phase2,tcn,mixed,standard,standard,legacy_0p5_40,10,macro_f1,structure_effect,101,-0.00271547353049717,5
snr,phase2,tcn,mixed,standard,standard,legacy_0p5_40,10,macro_f1,structure_effect,202,-0.0010507798691272718,5
snr,phase2,tcn,mixed,standard,standard,legacy_0p5_40,10,ece,structure_effect,17,-0.0022708207677882633,5
snr,phase2,tcn,mixed,standard,standard,legacy_0p5_40,10,ece,structure_effect,29,-0.0012202779233115857,5
snr,phase2,tcn,mixed,standard,standard,legacy_0p5_40,10,ece,structure_effect,43,-0.0021982184072546,5
snr,phase2,tcn,mixed,standard,standard,legacy_0p5_40,10,ece,structure_effect,101,-0.0012589029085086426,5
snr,phase2,tcn,mixed,standard,standard,legacy_0p5_40,10,ece,structure_effect,202,-0.004528307477171159,5
snr,phase2,tcn,mixed,standard,standard,legacy_0p5_40,5,macro_auroc,structure_effect,17,-0.001375358737523924,5
snr,phase2,tcn,mixed,standard,standard,legacy_0p5_40,5,macro_auroc,structure_effect,29,-0.0030096950243523324,5
snr,phase2,tcn,mixed,standard,standard,legacy_0p5_40,5,macro_auroc,structure_effect,43,-0.0028715224666980843,5
snr,phase2,tcn,mixed,standard,standard,legacy_0p5_40,5,macro_auroc,structure_effect,101,-0.0030682798523130606,5
snr,phase2,tcn,mixed,standard,standard,legacy_0p5_40,5,macro_auroc,structure_effect,202,-0.002048881751928633,5
snr,phase2,tcn,mixed,standard,standard,legacy_0p5_40,5,macro_f1,structure_effect,17,-0.007425591840712675,5
snr,phase2,tcn,mixed,standard,standard,legacy_0p5_40,5,macro_f1,structure_effect,29,-0.01370818880946334,5
snr,phase2,tcn,mixed,standard,standard,legacy_0p5_40,5,macro_f1,structure_effect,43,-0.010408363190979819,5
snr,phase2,tcn,mixed,standard,standard,legacy_0p5_40,5,macro_f1,structure_effect,101,-0.010599078586970068,5
snr,phase2,tcn,mixed,standard,standard,legacy_0p5_40,5,macro_f1,structure_effect,202,-0.008403063486023266,5
snr,phase2,tcn,mixed,standard,standard,legacy_0p5_40,5,ece,structure_effect,17,0.000803829527635247,5
snr,phase2,tcn,mixed,standard,standard,legacy_0p5_40,5,ece,structure_effect,29,0.005178802068592003,5
snr,phase2,tcn,mixed,standard,standard,legacy_0p5_40,5,ece,structure_effect,43,-0.005084643459500583,5
snr,phase2,tcn,mixed,standard,standard,legacy_0p5_40,5,ece,structure_effect,101,-0.0016900588266712951,5
snr,phase2,tcn,mixed,standard,standard,legacy_0p5_40,5,ece,structure_effect,202,-0.013118398705690988,5
snr,phase2,tcn,mixed,standard,standard,legacy_0p5_40,0,macro_auroc,structure_effect,17,-0.006233839231248206,5
snr,phase2,tcn,mixed,standard,standard,legacy_0p5_40,0,macro_auroc,structure_effect,29,-0.009508090512205025,5
snr,phase2,tcn,mixed,standard,standard,legacy_0p5_40,0,macro_auroc,structure_effect,43,-0.009456313600019528,5
snr,phase2,tcn,mixed,standard,standard,legacy_0p5_40,0,macro_auroc,structure_effect,101,-0.013492695275160171,5
snr,phase2,tcn,mixed,standard,standard,legacy_0p5_40,0,macro_auroc,structure_effect,202,-0.010366419516436132,5
snr,phase2,tcn,mixed,standard,standard,legacy_0p5_40,0,macro_f1,structure_effect,17,-0.04241939470928757,5
snr,phase2,tcn,mixed,standard,standard,legacy_0p5_40,0,macro_f1,structure_effect,29,-0.058455804960164115,5
snr,phase2,tcn,mixed,standard,standard,legacy_0p5_40,0,macro_f1,structure_effect,43,-0.03759476501097636,5
snr,phase2,tcn,mixed,standard,standard,legacy_0p5_40,0,macro_f1,structure_effect,101,-0.0634234907242115,5
snr,phase2,tcn,mixed,standard,standard,legacy_0p5_40,0,macro_f1,structure_effect,202,-0.057354092569033455,5
snr,phase2,tcn,mixed,standard,standard,legacy_0p5_40,0,ece,structure_effect,17,0.03340315704822064,5
snr,phase2,tcn,mixed,standard,standard,legacy_0p5_40,0,ece,structure_effect,29,0.04274667365067904,5
snr,phase2,tcn,mixed,standard,standard,legacy_0p5_40,0,ece,structure_effect,43,0.011577727712957973,5
snr,phase2,tcn,mixed,standard,standard,legacy_0p5_40,0,ece,structure_effect,101,0.035286242719364216,5
snr,phase2,tcn,mixed,standard,standard,legacy_0p5_40,0,ece,structure_effect,202,0.003956820146503073,5
