analysis,phase,model,strategy,source_id,matrix_family,band_id,snr,metric,outcome,seed,value,n_noise,n_matrices
band,phase1,resnet,clean_only,band_0p5_40,standard,band_0p5_40,0,macro_auroc,structure_effect,17,-0.023051088642675594,6,1
band,phase1,resnet,clean_only,band_0p5_40,standard,band_0p5_40,0,macro_auroc,structure_effect,29,-0.021273358231043576,6,1
band,phase1,resnet,clean_only,band_0p5_40,standard,band_0p5_40,0,macro_auroc,structure_effect,43,-0.012626757683665465,6,1
band,phase1,resnet,clean_only,band_0p5_40,standard,band_0p5_40,0,macro_f1,electrode_absolute,17,0.4708826067888285,6,1
band,phase1,resnet,clean_only,band_0p5_40,standard,band_0p5_40,0,macro_f1,electrode_absolute,29,0.4719363371138612,6,1
band,phase1,resnet,clean_only,band_0p5_40,standard,band_0p5_40,0,macro_f1,electrode_absolute,43,0.515142352992247,6,1
band,phase1,resnet,clean_only,band_0p5_40,standard,band_0p5_40,0,macro_f1,electrode_drop,17,0.24099890579691396,6,1
band,phase1,resnet,clean_only,band_0p5_40,standard,band_0p5_40,0,macro_f1,electrode_drop,29,0.2503218182899111,6,1
band,phase1,resnet,clean_only,band_0p5_40,standard,band_0p5_40,0,macro_f1,electrode_drop,43,0.20392547059554786,6,1
band,phase1,resnet,clean_only,band_0p5_40,standard,band_0p5_40,0,macro_f1,independent_rms_absolute,17,0.537747591512152,6,1
band,phase1,resnet,clean_only,band_0p5_40,standard,band_0p5_40,0,macro_f1,independent_rms_absolute,29,0.5221547772667883,6,1
band,phase1,resnet,clean_only,band_0p5_40,standard,band_0p5_40,0,macro_f1,independent_rms_absolute,43,0.5765300816504647,6,1
band,phase1,resnet,clean_only,band_0p5_40,standard,band_0p5_40,0,macro_f1,independent_rms_drop,17,0.17413392107359046,6,1
band,phase1,resnet,clean_only,band_0p5_40,standard,band_0p5_40,0,macro_f1,independent_rms_drop,29,0.2001033781369841,6,1
band,phase1,resnet,clean_only,band_0p5_40,standard,band_0p5_40,0,macro_f1,independent_rms_drop,43,0.14253774193733018,6,1
band,phase1,resnet,clean_only,band_0p5_40,standard,band_0p5_40,0,macro_f1,structure_effect,17,-0.06686498472332353,6,1
band,phase1,resnet,clean_only,band_0p5_40,standard,band_0p5_40,0,macro_f1,structure_effect,29,-0.05021844015292706,6,1
band,phase1,resnet,clean_only,band_0p5_40,standard,band_0p5_40,0,macro_f1,structure_effect,43,-0.061387728658217657,6,1
band,phase1,resnet,clean_only,band_0p5_40,standard,band_0p5_40,10,ece,electrode_absolute,17,0.07407453990905535,6,1
band,phase1,resnet,clean_only,band_0p5_40,standard,band_0p5_40,10,ece,electrode_absolute,29,0.04161553601229809,6,1
band,phase1,resnet,clean_only,band_0p5_40,standard,band_0p5_40,10,ece,electrode_absolute,43,0.06493594990777517,6,1
band,phase1,resnet,clean_only,band_0p5_40,standard,band_0p5_40,10,ece,electrode_drop,17,-0.01966472455060338,6,1
band,phase1,resnet,clean_only,band_0p5_40,standard,band_0p5_40,10,ece,electrode_drop,29,-0.0032615084448983007,6,1
band,phase1,resnet,clean_only,band_0p5_40,standard,band_0p5_40,10,ece,electrode_drop,43,-0.016758692975691648,6,1
band,phase1,resnet,clean_only,band_0p5_40,standard,band_0p5_40,10,ece,independent_rms_absolute,17,0.06685619062194258,6,1
band,phase1,resnet,clean_only,band_0p5_40,standard,band_0p5_40,10,ece,independent_rms_absolute,29,0.03465608072912483,6,1
band,phase1,resnet,clean_only,band_0p5_40,standard,band_0p5_40,10,ece,independent_rms_absolute,43,0.058222067972842385,6,1
band,phase1,resnet,clean_only,band_0p5_40,standard,band_0p5_40,10,ece,independent_rms_drop,17,-0.012446375263490602,6,1
band,phase1,resnet,clean_only,band_0p5_40,standard,band_0p5_40,10,ece,independent_rms_drop,29,0.0036979468382749557,6,1
band,phase1,resnet,clean_only,band_0p5_40,standard,band_0p5_40,10,ece,independent_rms_drop,43,-0.01004481104075886,6,1
band,phase1,resnet,clean_only,band_0p5_40,standard,band_0p5_40,10,ece,structure_effect,17,0.0072183492871127795,6,1
band,phase1,resnet,clean_only,band_0p5_40,standard,band_0p5_40,10,ece,structure_effect,29,0.006959455283173256,6,1
band,phase1,resnet,clean_only,band_0p5_40,standard,band_0p5_40,10,ece,structure_effect,43,0.006713881934932785,6,1
band,phase1,resnet,clean_only,band_0p5_40,standard,band_0p5_40,10,macro_auroc,electrode_absolute,17,0.8912115202716805,6,1
