model,strategy,kind,combo_set,combo_id,snr,metric,seed,x,y,baseline_electrode_auroc,baseline_independent_rms_auroc,strategy_electrode_auroc
tcn,independent_rms,bandpass,heldout,LA_V6,15,macro_auroc,202,-0.00043846019190973973,0.0008570245753151129,0.9163228915283975,0.9167613517203073,0.9171799161037126
tcn,independent_rms,bandpass,heldout,LA_V6,10,macro_auroc,17,-0.0010247550013736673,0.0006710301790855411,0.9132876189613489,0.9143123739627226,0.9139586491404345
tcn,independent_rms,bandpass,heldout,LA_V6,10,macro_auroc,29,-0.0016546629915060729,0.0011860857127775626,0.9177346446954004,0.9193893076869065,0.918920730408178
tcn,independent_rms,bandpass,heldout,LA_V6,10,macro_auroc,43,-0.0023585191908315206,0.0002593888678266154,0.9135827163448937,0.9159412355357253,0.9138421052127204
tcn,independent_rms,bandpass,heldout,LA_V6,10,macro_auroc,101,-0.0019547050823708334,0.0014102453972890672,0.9117387164636732,0.913693421546044,0.9131489618609623
tcn,independent_rms,bandpass,heldout,LA_V6,10,macro_auroc,202,-0.002098945495567328,0.002170643118702409,0.9134411068693943,0.9155400523649616,0.9156117499880967
tcn,independent_rms,bandpass,heldout,LA_V6,5,macro_auroc,17,-0.0041866120796960615,0.0028307221950667483,0.9044692477158414,0.9086558597955374,0.9072999699109081
tcn,independent_rms,bandpass,heldout,LA_V6,5,macro_auroc,29,-0.004955548381543995,0.005426771336314751,0.9055027224197569,0.9104582708013009,0.9109294937560717
tcn,independent_rms,bandpass,heldout,LA_V6,5,macro_auroc,43,-0.007622812454294525,0.0023605873749605877,0.9034444478001522,0.9110672602544467,0.9058050351751128
tcn,independent_rms,bandpass,heldout,LA_V6,5,macro_auroc,101,-0.010590922199879449,0.009614421098164128,0.8961488073623034,0.9067397295621829,0.9057632284604675
tcn,independent_rms,bandpass,heldout,LA_V6,5,macro_auroc,202,-0.009297898349877598,0.00604897343043953,0.9020801369631636,0.9113780353130412,0.9081291103936031
tcn,independent_rms,bandpass,heldout,LA_V6,0,macro_auroc,17,-0.023494785266677032,0.010963712983434126,0.8700328136924294,0.8935275989591064,0.8809965266758635
tcn,independent_rms,bandpass,heldout,LA_V6,0,macro_auroc,29,-0.013701348764382781,0.016371338493127996,0.8683317874098119,0.8820331361741947,0.8847031259029399
tcn,independent_rms,bandpass,heldout,LA_V6,0,macro_auroc,43,-0.020573242462665342,0.004375983784656423,0.8750550095777772,0.8956282520404425,0.8794309933624336
tcn,independent_rms,bandpass,heldout,LA_V6,0,macro_auroc,101,-0.03937174977024882,0.03256251120045017,0.8409855155914832,0.880357265361732,0.8735480267919333
tcn,independent_rms,bandpass,heldout,LA_V6,0,macro_auroc,202,-0.035373000086851625,0.014257521716023125,0.8645322858809668,0.8999052859678184,0.8787898075969899
tcn,independent_rms,bandpass,heldout,LL,20,macro_auroc,17,-9.786008832779469e-05,-0.0002535924763114039,0.916604169609266,0.9167020296975938,0.9163505771329546
tcn,independent_rms,bandpass,heldout,LL,20,macro_auroc,29,-2.163968979862485e-05,-0.00019163330712057558,0.9218534435781601,0.9218750832679588,0.9216618102710395
tcn,independent_rms,bandpass,heldout,LL,20,macro_auroc,43,-0.0002682591082810992,-0.0008789978426183565,0.9175472177130729,0.917815476821354,0.9166682198704545
tcn,independent_rms,bandpass,heldout,LL,20,macro_auroc,101,0.0002664637161368111,-0.0008348889968179396,0.9154173435461921,0.9151508798300553,0.9145824545493741
tcn,independent_rms,bandpass,heldout,LL,20,macro_auroc,202,-0.00013733921293990203,0.000448961007185944,0.916982337198802,0.9171196764117419,0.9174312982059879
tcn,independent_rms,bandpass,heldout,LL,15,macro_auroc,17,-0.0003738684983544127,9.319174426958288e-05,0.9157072860800761,0.9160811545784305,0.9158004778243457
tcn,independent_rms,bandpass,heldout,LL,15,macro_auroc,29,-0.0006430697353565495,0.00015983781170647582,0.9207034660385496,0.9213465357739061,0.920863303850256
tcn,independent_rms,bandpass,heldout,LL,15,macro_auroc,43,-0.0006758502483135143,-0.0008535618239248199,0.9169503163677524,0.9176261666160659,0.9160967545438276
tcn,independent_rms,bandpass,heldout,LL,15,macro_auroc,101,-4.958261417264964e-05,-0.0006168818106317975,0.9150414612260894,0.9150910438402621,0.9144245794154576
tcn,independent_rms,bandpass,heldout,LL,15,macro_auroc,202,-0.0005432457725145223,0.0007971909639797881,0.9162973337787763,0.9168405795512908,0.9170945247427561
tcn,independent_rms,bandpass,heldout,LL,10,macro_auroc,17,-0.0011936047763821955,0.000976684835652053,0.9127089297982598,0.913902534574642,0.9136856146339118
tcn,independent_rms,bandpass,heldout,LL,10,macro_auroc,29,-0.003331311141073101,0.0022889128877251474,0.9154122705143688,0.9187435816554419,0.917701183402094
tcn,independent_rms,bandpass,heldout,LL,10,macro_auroc,43,-0.001721664993609373,-0.000648585598064022,0.9146774469285803,0.9163991119221897,0.9140288613305163
tcn,independent_rms,bandpass,heldout,LL,10,macro_auroc,101,-0.0020059885849930126,0.0012796219674745535,0.9115823404298883,0.9135883290148813,0.9128619623973628
tcn,independent_rms,bandpass,heldout,LL,10,macro_auroc,202,-0.0026917005510860292,0.0020416980285590247,0.9126464340476227,0.9153381345987087,0.9146881320761817
tcn,independent_rms,bandpass,heldout,LL,5,macro_auroc,17,-0.0032031758610483463,0.002981877465051408,0.9038752188268118,0.9070783946878601,0.9068570962918632
tcn,independent_rms,bandpass,heldout,LL,5,macro_auroc,29,-0.012759796978397242,0.009334304378370462,0.8965636572893763,0.9093234542677735,0.9058979616677467
tcn,independent_rms,bandpass,heldout,LL,5,macro_auroc,43,-0.004808226054539455,0.0002537644420064211,0.9069694402545506,0.9117776663090901,0.907223204696557
tcn,independent_rms,bandpass,heldout,LL,5,macro_auroc,101,-0.010300554827826991,0.010333961798718816,0.8949927449205033,0.9052932997483303,0.9053267067192221
tcn,independent_rms,bandpass,heldout,LL,5,macro_auroc,202,-0.01408592176014245,0.006850750040074072,0.8958481020332225,0.909934023793365,0.9026988520732966
tcn,independent_rms,bandpass,heldout,LL,0,macro_auroc,17,-0.005708593960940145,0.006728334558075533,0.8809531754345448,0.8866617693954849,0.8876815099926203
tcn,independent_rms,bandpass,heldout,LL,0,macro_auroc,29,-0.038636335920154696,0.023836424073404916,0.8432492834638612,0.8818856193840159,0.8670857075372661
tcn,independent_rms,bandpass,heldout,LL,0,macro_auroc,43,-0.013138750673847177,0.0017290178231021969,0.8846051450456907,0.8977438957195378,0.8863341628687929
tcn,independent_rms,bandpass,heldout,LL,0,macro_auroc,101,-0.028187862908650274,0.030313650058752417,0.8446861824668369,0.8728740453754872,0.8749998325255893
tcn,independent_rms,bandpass,heldout,LL,0,macro_auroc,202,-0.05579146815631986,0.016505104169889484,0.8365191024026981,0.892310570559018,0.8530242065725876
tcn,independent_rms,bandpass,heldout,LL_V1_V4,20,macro_auroc,17,-4.36337985645352e-05,-0.0002908434276260863,0.9167126133381146,0.9167562471366791,0.9164217699104885
tcn,independent_rms,bandpass,heldout,LL_V1_V4,20,macro_auroc,29,-3.5357603755947764e-07,-0.00024066420894119922,0.9219394298789899,0.9219397834550275,0.9216987656700487
tcn,independent_rms,bandpass,heldout,LL_V1_V4,20,macro_auroc,43,-0.00022329566253354027,-0.0008816094217249937,0.9175903721153504,0.917813667777884,0.9167087626936254
tcn,independent_rms,bandpass,heldout,LL_V1_V4,20,macro_auroc,101,0.0001488378480566377,-0.0007899619001376923,0.9153209078846096,0.915172070036553,0.9145309459844719
tcn,independent_rms,bandpass,heldout,LL_V1_V4,20,macro_auroc,202,-0.00019644815380392977,0.00041862618894028536,0.9169727534506276,0.9171692016044315,0.9173913796395678
tcn,independent_rms,bandpass,heldout,LL_V1_V4,15,macro_auroc,17,-0.0002683309612349083,2.900271267813892e-06,0.9159931191853218,0.9162614501465567,0.9159960194565896
tcn,independent_rms,bandpass,heldout,LL_V1_V4,15,macro_auroc,29,-0.0003965726402466174,3.295158524763142e-05,0.9210926136199156,0.9214891862601622,0.9211255652051632
tcn,independent_rms,bandpass,heldout,LL_V1_V4,15,macro_auroc,43,-0.0005207782650488157,-0.0009006556042822078,0.9171338993598195,0.9176546776248683,0.9162332437555373
tcn,independent_rms,bandpass,heldout,LL_V1_V4,15,macro_auroc,101,-6.53428353980523e-05,-0.0007125371628007304,0.9151012496697766,0.9151665925051746,0.9143887125069758
tcn,independent_rms,bandpass,heldout,LL_V1_V4,15,macro_auroc,202,-0.0004586368189147816,0.0006680647046868327,0.916500152097929,0.9169587889168438,0.9171682168026158
tcn,independent_rms,bandpass,heldout,LL_V1_V4,10,macro_auroc,17,-0.000931304883494688,0.0008816979683465842,0.9134965595579436,0.9144278644414383,0.9143782575262902
tcn,independent_rms,bandpass,heldout,LL_V1_V4,10,macro_auroc,29,-0.002263859904145349,0.0017072157218566142,0.9169094432617552,0.9191733031659005,0.9186166589836118
tcn,independent_rms,bandpass,heldout,LL_V1_V4,10,macro_auroc,43,-0.0012431592287877047,-0.000670855016899452,0.9152913791196615,0.9165345383484492,0.9146205241027621
tcn,independent_rms,bandpass,heldout,LL_V1_V4,10,macro_auroc,101,-0.0015521458873407612,0.0009067013355342768,0.9122211343084988,0.9137732801958396,0.9131278356440331
tcn,independent_rms,bandpass,heldout,LL_V1_V4,10,macro_auroc,202,-0.0017810892646663579,0.0016473093484303813,0.9137328990175222,0.9155139882821886,0.9153802083659526
tcn,independent_rms,bandpass,heldout,LL_V1_V4,5,macro_auroc,17,-0.002623344972304986,0.0027315653854168565,0.9060922127295576,0.9087155577018626,0.9088237781149745
tcn,independent_rms,bandpass,heldout,LL_V1_V4,5,macro_auroc,29,-0.0087844036921374,0.007949742598574616,0.9014158636577945,0.9102002673499319,0.9093656062563691
tcn,independent_rms,bandpass,heldout,LL_V1_V4,5,macro_auroc,43,-0.003282427194858051,0.00022118286324002145,0.9088870629391625,0.9121694901340206,0.9091082458024026
tcn,independent_rms,bandpass,heldout,LL_V1_V4,5,macro_auroc,101,-0.007928253153481002,0.008875002350664518,0.8978543873390092,0.9057826404924902,0.9067293896896738
tcn,independent_rms,bandpass,heldout,LL_V1_V4,5,macro_auroc,202,-0.009250918480785963,0.005666299536455144,0.9009202954503708,0.9101712139311567,0.9065865949868259
tcn,independent_rms,bandpass,heldout,LL_V1_V4,0,macro_auroc,17,-0.00606297533541289,0.006621349025194401,0.8859944201945182,0.8920573955299311,0.8926157692197126
tcn,independent_rms,bandpass,heldout,LL_V1_V4,0,macro_auroc,29,-0.026715258562457045,0.02272813496008408,0.8566495078029497,0.8833647663654067,0.8793776427630338
tcn,independent_rms,bandpass,heldout,LL_V1_V4,0,macro_auroc,43,-0.008184846457131356,0.0015525759572928566,0.8905645215979663,0.8987493680550976,0.8921170975552591
tcn,independent_rms,bandpass,heldout,LL_V1_V4,0,macro_auroc,101,-0.024594294995914368,0.031820852583290815,0.8490781130688149,0.8736724080647292,0.8808989656521057
tcn,independent_rms,bandpass,heldout,LL_V1_V4,0,macro_auroc,202,-0.042400697879572014,0.015251567987165315,0.8513079752357312,0.8937086731153032,0.8665595432228965
tcn,independent_rms,bandpass,heldout,LL_V4,20,macro_auroc,17,-0.00010288667924029937,-0.0002514654270243666,0.91662869781575,0.9167315844949903,0.9163772323887256
tcn,independent_rms,bandpass,heldout,LL_V4,20,macro_auroc,29,-7.295799332895925e-06,-0.00018974157565077032,0.9218984769120068,0.9219057727113397,0.921708735336356
tcn,independent_rms,bandpass,heldout,LL_V4,20,macro_auroc,43,-0.0002192818473167879,-0.000888222861957666,0.9175987652576504,0.9178180471049672,0.9167105423956927
tcn,independent_rms,bandpass,heldout,LL_V4,20,macro_auroc,101,0.00022933546057046783,-0.000794858717745206,0.9153611308611171,0.9151317954005467,0.9145662721433719
tcn,independent_rms,bandpass,heldout,LL_V4,20,macro_auroc,202,-0.0001612919126685597,0.00043075472527642766,0.9169926910726505,0.917153982985319,0.9174234457979269
tcn,independent_rms,bandpass,heldout,LL_V4,15,macro_auroc,17,-0.0003528741978765515,6.895862129441266e-05,0.9158190738146477,0.9161719480125242,0.9158880324359421
tcn,independent_rms,bandpass,heldout,LL_V4,15,macro_auroc,29,-0.00047426583576570813,9.378419518601966e-05,0.9209701908096504,0.9214444566454161,0.9210639750048364
tcn,independent_rms,bandpass,heldout,LL_V4,15,macro_auroc,43,-0.0005414094551792203,-0.0008773849168626224,0.9171309424054932,0.9176723518606724,0.9162535574886306
tcn,independent_rms,bandpass,heldout,LL_V4,15,macro_auroc,101,2.077315958526338e-05,-0.0007176727509465852,0.9151403880263317,0.9151196148667464,0.9144227152753851
tcn,independent_rms,bandpass,heldout,LL_V4,15,macro_auroc,202,-0.0004576639888523859,0.0007006450546125365,0.9164781044038464,0.9169357683926987,0.9171787494584589
tcn,independent_rms,bandpass,heldout,LL_V4,10,macro_auroc,17,-0.001058901653876232,0.0009311430142430188,0.9131230819972448,0.914181983651121,0.9140542250114878
tcn,independent_rms,bandpass,heldout,LL_V4,10,macro_auroc,29,-0.002587255394645993,0.0018356338905043401,0.9165521547858038,0.9191394101804498,0.9183877886763081
tcn,independent_rms,bandpass,heldout,LL_V4,10,macro_auroc,43,-0.0013717474588725853,-0.0007056193203766048,0.9152328911800062,0.9166046386388788,0.9145272718596296
tcn,independent_rms,bandpass,heldout,LL_V4,10,macro_auroc,101,-0.0014713329356560445,0.0007745951336285417,0.9123596787305553,0.9138310116662114,0.9131342738641839
tcn,independent_rms,bandpass,heldout,LL_V4,10,macro_auroc,202,-0.002115945986496781,0.0017629920181219116,0.913482576729673,0.9155985227161698,0.915245568747795
tcn,independent_rms,bandpass,heldout,LL_V4,5,macro_auroc,17,-0.002871591830072795,0.002850520964345016,0.9051403682588484,0.9080119600889212,0.9079908892231934
tcn,independent_rms,bandpass,heldout,LL_V4,5,macro_auroc,29,-0.010106270794382977,0.007991524797152594,0.9003153503522136,0.9104216211465965,0.9083068751493661
tcn,independent_rms,bandpass,heldout,LL_V4,5,macro_auroc,43,-0.0037753854687722077,0.0001353748990363668,0.9086430578737124,0.9124184433424846,0.9087784327727487
tcn,independent_rms,bandpass,heldout,LL_V4,5,macro_auroc,101,-0.008162429281581174,0.008097023205434595,0.8985687995824435,0.9067312288640247,0.9066658227878781
tcn,independent_rms,bandpass,heldout,LL_V4,5,macro_auroc,202,-0.01123976093630763,0.005982771889607497,0.8993348490794363,0.9105746100157439,0.9053176209690438
tcn,independent_rms,bandpass,heldout,LL_V4,0,macro_auroc,17,-0.005820926369135226,0.00707192762341291,0.8835626877424648,0.8893836141116,0.8906346153658777
tcn,independent_rms,bandpass,heldout,LL_V4,0,macro_auroc,29,-0.031008531625436375,0.02112672489036782,0.8536394685996725,0.8846480002251089,0.8747661934900404
tcn,independent_rms,bandpass,heldout,LL_V4,0,macro_auroc,43,-0.010238234252237355,0.0014573665329189467,0.8893114463207417,0.899549680572979,0.8907688128536606
tcn,independent_rms,bandpass,heldout,LL_V4,0,macro_auroc,101,-0.025914421434639623,0.028288867994581857,0.8521424441815911,0.8780568656162308,0.880431312176173
tcn,independent_rms,bandpass,heldout,LL_V4,0,macro_auroc,202,-0.04780188548320741,0.014292360580741459,0.8470260800570925,0.8948279655402999,0.8613184406378339
tcn,independent_rms,bandpass,heldout,RA,20,macro_auroc,17,8.468660566629538e-05,-0.00030630397026099043,0.9168314664391264,0.9167467798334601,0.9165251624688654
tcn,independent_rms,bandpass,heldout,RA,20,macro_auroc,29,-0.00016827821570875034,-3.0097433313280852e-05,0.9218098050713804,0.9219780832870892,0.9217797076380672
tcn,independent_rms,bandpass,heldout,RA,20,macro_auroc,43,1.2570139955814241e-05,-0.0009126424159500157,0.9176588792970053,0.9176463091570495,0.9167462368810553
tcn,independent_rms,bandpass,heldout,RA,20,macro_auroc,101,-0.00016081614185492477,-0.0005398659245409165,0.9149657537920314,0.9151265699338863,0.9144258878674905
tcn,independent_rms,bandpass,heldout,RA,20,macro_auroc,202,-0.00014813859591089606,0.00042321828550218044,0.9168812087641841,0.917029347360095,0.9173044270496863
tcn,independent_rms,bandpass,heldout,RA,15,macro_auroc,17,0.0001397399279007283,-3.6302132344512295e-05,0.9161732319839541,0.9160334920560533,0.9161369298516095
tcn,independent_rms,bandpass,heldout,RA,15,macro_auroc,29,-0.0006701790049775669,0.0002535951077948795,0.9209391741114233,0.9216093531164009,0.9211927692192182
tcn,independent_rms,bandpass,heldout,RA,15,macro_auroc,43,-0.00020218650177272757,-0.0010118546439908949,0.9171258442357898,0.9173280307375625,0.9161139895917989
tcn,independent_rms,bandpass,heldout,RA,15,macro_auroc,101,-0.0007417966167732049,-0.0003796005631383492,0.914344574221847,0.9150863708386202,0.9139649736587087
tcn,independent_rms,bandpass,heldout,RA,15,macro_auroc,202,-0.0002921030281450854,0.00038485021109735396,0.9163875390357015,0.9166796420638466,0.9167723892467988
tcn,independent_rms,bandpass,heldout,RA,10,macro_auroc,17,-0.00019818606972399344,0.0008201589487134564,0.913351391092271,0.913549577161995,0.9141715500409845
tcn,independent_rms,bandpass,heldout,RA,10,macro_auroc,29,-0.0023681568774603923,0.0011411797841418547,0.9172257466195761,0.9195939034970365,0.918366926403718
tcn,independent_rms,bandpass,heldout,RA,10,macro_auroc,43,-0.001315107143692762,-0.001353448252117695,0.9146242919679333,0.915939399111626,0.9132708437158156
tcn,independent_rms,bandpass,heldout,RA,10,macro_auroc,101,-0.00333043522749521,0.0004714799906666567,0.9106172040906149,0.9139476393181101,0.9110886840812815
tcn,independent_rms,bandpass,heldout,RA,10,macro_auroc,202,-0.001006457905467939,8.039943930815419e-05,0.9142352000314403,0.9152416579369083,0.9143155994707485
tcn,independent_rms,bandpass,heldout,RA,5,macro_auroc,17,-0.0024913069822789513,0.002612006955397761,0.9040013340764673,0.9064926410587463,0.9066133410318651
tcn,independent_rms,bandpass,heldout,RA,5,macro_auroc,29,-0.0069157387625981,0.003707207335674756,0.90435600632084,0.9112717450834381,0.9080632136565148
tcn,independent_rms,bandpass,heldout,RA,5,macro_auroc,43,-0.007259689160673766,-0.001502910138742597,0.9038321238995868,0.9110918130602605,0.9023292137608442
tcn,independent_rms,bandpass,heldout,RA,5,macro_auroc,101,-0.013847320181209044,0.0037912299752215217,0.8940395963333694,0.9078869165145784,0.8978308263085909
tcn,independent_rms,bandpass,heldout,RA,5,macro_auroc,202,-0.004607693524398493,-0.0005066018527535299,0.9060276946293662,0.9106353881537647,0.9055210927766126
tcn,independent_rms,bandpass,heldout,RA,0,macro_auroc,17,-0.01217733575072888,0.005953655566338423,0.8745405719593287,0.8867179077100575,0.8804942275256671
tcn,independent_rms,bandpass,heldout,RA,0,macro_auroc,29,-0.018904094594702436,0.00800011275863921,0.8663588320915485,0.885262926686251,0.8743589448501877
tcn,independent_rms,bandpass,heldout,RA,0,macro_auroc,43,-0.035675329006896295,0.0015403124276085478,0.8601167329882526,0.8957920619951489,0.8616570454158612
tcn,independent_rms,bandpass,heldout,RA,0,macro_auroc,101,-0.05071702154378932,0.011796192087770607,0.8336230281802823,0.8843400497240717,0.8454192202680529
tcn,independent_rms,bandpass,heldout,RA,0,macro_auroc,202,-0.02290103637599883,-0.0016070228573070722,0.8743769124716371,0.8972779488476359,0.87276988961433
tcn,independent_rms,bandpass,heldout,RA_LA_V1_V6,20,macro_auroc,17,3.468048603194607e-05,-0.00030088189238464125,0.9168187813531834,0.9167841008671515,0.9165178994607988
tcn,independent_rms,bandpass,heldout,RA_LA_V1_V6,20,macro_auroc,29,-8.90289374628761e-05,-0.0001252466573851141,0.9219197997113151,0.922008828648778,0.92179455305393
tcn,independent_rms,bandpass,heldout,RA_LA_V1_V6,20,macro_auroc,43,-0.0001358978782635134,-0.0008294266723555266,0.917545831846118,0.9176817297243816,0.9167164051737625
tcn,independent_rms,bandpass,heldout,RA_LA_V1_V6,20,macro_auroc,101,-1.666730480087697e-05,-0.000597133115296633,0.9151002812435463,0.9151169485483471,0.9145031481282496
tcn,independent_rms,bandpass,heldout,RA_LA_V1_V6,20,macro_auroc,202,-0.00011867433493417678,0.0003931454568443238,0.9169477151340683,0.9170663894690024,0.9173408605909126
tcn,independent_rms,bandpass,heldout,RA_LA_V1_V6,15,macro_auroc,17,-2.5108362411652152e-05,-3.249526660764612e-05,0.9161956787675937,0.9162207871300053,0.916163183500986
tcn,independent_rms,bandpass,heldout,RA_LA_V1_V6,15,macro_auroc,29,-0.00037637928513256647,8.56102047706031e-05,0.9212978530173783,0.9216742323025109,0.9213834632221489
tcn,independent_rms,bandpass,heldout,RA_LA_V1_V6,15,macro_auroc,43,-0.00045557177099864177,-0.0008444793059214639,0.9169275246389634,0.9173830964099621,0.916083045333042
tcn,independent_rms,bandpass,heldout,RA_LA_V1_V6,15,macro_auroc,101,-0.0002484709218999459,-0.0004791936219918913,0.9148130110395192,0.9150614819614191,0.9143338174175273
tcn,independent_rms,bandpass,heldout,RA_LA_V1_V6,15,macro_auroc,202,-0.00026401807357745444,0.0005525879693737412,0.9165154797698998,0.9167794978434772,0.9170680677392735
tcn,independent_rms,bandpass,heldout,RA_LA_V1_V6,10,macro_auroc,17,-0.0003189861395191951,0.0007823313568188217,0.9138276260364784,0.9141466121759976,0.9146099573932972
tcn,independent_rms,bandpass,heldout,RA_LA_V1_V6,10,macro_auroc,29,-0.0016075340227903467,0.0012927513164830984,0.9178865517701615,0.9194940857929519,0.9191793030866446
tcn,independent_rms,bandpass,heldout,RA_LA_V1_V6,10,macro_auroc,43,-0.0017341252238750604,-0.0005017175603967416,0.9142467322353097,0.9159808574591848,0.913745014674913
tcn,independent_rms,bandpass,heldout,RA_LA_V1_V6,10,macro_auroc,101,-0.0020847593959010258,0.001015381754634448,0.9116702505700474,0.9137550099659484,0.9126856323246818
tcn,independent_rms,bandpass,heldout,RA_LA_V1_V6,10,macro_auroc,202,-0.0010481694718968981,0.0009903328038606274,0.9143727947467916,0.9154209642186885,0.9153631275506522
tcn,independent_rms,bandpass,heldout,RA_LA_V1_V6,5,macro_auroc,17,-0.002244485816288111,0.002858290903133165,0.9059550440928419,0.90819952990913,0.908813334995975
tcn,independent_rms,bandpass,heldout,RA_LA_V1_V6,5,macro_auroc,29,-0.004935710606491339,0.005276470983295534,0.9056446433759442,0.9105803539824355,0.9109211143592397
tcn,independent_rms,bandpass,heldout,RA_LA_V1_V6,5,macro_auroc,43,-0.0064066177259664014,0.000685069215087375,0.904679908400327,0.9110865261262934,0.9053649776154143
tcn,independent_rms,bandpass,heldout,RA_LA_V1_V6,5,macro_auroc,101,-0.01032787606707275,0.007872513408551884,0.8962764260310884,0.9066043020981611,0.9041489394396403
tcn,independent_rms,bandpass,heldout,RA_LA_V1_V6,5,macro_auroc,202,-0.004626876301547789,0.002431885778094167,0.9061641366318114,0.9107910129333592,0.9085960224099056
tcn,independent_rms,bandpass,heldout,RA_LA_V1_V6,0,macro_auroc,17,-0.011667840362498016,0.00814408975175418,0.8805457203127937,0.8922135606752917,0.8886898100645478
tcn,independent_rms,bandpass,heldout,RA_LA_V1_V6,0,macro_auroc,29,-0.013537952224251804,0.01590640781876529,0.8691161661023322,0.882654118326584,0.8850225739210975
tcn,independent_rms,bandpass,heldout,RA_LA_V1_V6,0,macro_auroc,43,-0.022667110006151958,0.003614429932063845,0.8728496917329298,0.8955168017390818,0.8764641216649937
tcn,independent_rms,bandpass,heldout,RA_LA_V1_V6,0,macro_auroc,101,-0.0385729818633922,0.027898352539453164,0.8401390597049245,0.8787120415683167,0.8680374122443777
tcn,independent_rms,bandpass,heldout,RA_LA_V1_V6,0,macro_auroc,202,-0.018471394838426747,0.003677496636722344,0.8794600431288702,0.8979314379672969,0.8831375397655925
tcn,independent_rms,bandpass,heldout,RA_V1,20,macro_auroc,17,0.00010343244116162165,-0.00031290945421980076,0.9168792508873693,0.9167758184462077,0.9165663414331495
tcn,independent_rms,bandpass,heldout,RA_V1,20,macro_auroc,29,-0.00012431696269299408,-7.989231682992148e-05,0.921877421090785,0.922001738053478,0.921797528773955
tcn,independent_rms,bandpass,heldout,RA_V1,20,macro_auroc,43,-5.482848732574208e-05,-0.0008870649483402326,0.9176048590510814,0.9176596875384071,0.9167177941027411
tcn,independent_rms,bandpass,heldout,RA_V1,20,macro_auroc,101,-0.00014188896943390095,-0.00057339152432756,0.9150127244437527,0.9151546134131866,0.9144393329194251
tcn,independent_rms,bandpass,heldout,RA_V1,20,macro_auroc,202,-0.00014069931819649106,0.0003983468986209493,0.9169255345726413,0.9170662338908377,0.9173238814712622
tcn,independent_rms,bandpass,heldout,RA_V1,15,macro_auroc,17,0.00015285801844466818,-5.4328338954134914e-05,0.9163173843788602,0.9161645263604156,0.9162630560399061
tcn,independent_rms,bandpass,heldout,RA_V1,15,macro_auroc,29,-0.0004913765714918972,0.00019429076788490818,0.9211545149681092,0.9216458915396011,0.9213488057359941
tcn,independent_rms,bandpass,heldout,RA_V1,15,macro_auroc,43,-0.00022850254191997266,-0.001004692948400998,0.917119760297369,0.9173482628392889,0.916115067348968
tcn,independent_rms,bandpass,heldout,RA_V1,15,macro_auroc,101,-0.0005970091354126073,-0.0004548533335915206,0.914526793383432,0.9151238025188446,0.9140719400498405
tcn,independent_rms,bandpass,heldout,RA_V1,15,macro_auroc,202,-0.0002630291692629072,0.00038172002795633375,0.9165005437451283,0.9167635729143913,0.9168822637730847
tcn,independent_rms,bandpass,heldout,RA_V1,10,macro_auroc,17,-0.00010796298741566623,0.0007725403490872473,0.9138898216032907,0.9139977845907064,0.9146623619523779
tcn,independent_rms,bandpass,heldout,RA_V1,10,macro_auroc,29,-0.0016565891365635244,0.0011408021891001763,0.9178524249670265,0.91950901410359,0.9189932271561266
tcn,independent_rms,bandpass,heldout,RA_V1,10,macro_auroc,43,-0.0011452588293903165,-0.0011690000268946843,0.9148370000593704,0.9159822588887607,0.9136680000324757
tcn,independent_rms,bandpass,heldout,RA_V1,10,macro_auroc,101,-0.0026950084137071784,0.0006366147768332997,0.9111294344905339,0.913824442904241,0.9117660492673672
tcn,independent_rms,bandpass,heldout,RA_V1,10,macro_auroc,202,-0.0007578644624095521,0.00019593106537352245,0.9145264222558213,0.9152842867182308,0.9147223533211948
tcn,independent_rms,bandpass,heldout,RA_V1,5,macro_auroc,17,-0.0018354417364104814,0.0024160766372004483,0.9058581332525414,0.9076935749889519,0.9082742098897418
tcn,independent_rms,bandpass,heldout,RA_V1,5,macro_auroc,29,-0.004893913308629094,0.004259141018945201,0.9058816980121694,0.9107756113207985,0.9101408390311146
tcn,independent_rms,bandpass,heldout,RA_V1,5,macro_auroc,43,-0.005896850426861611,-0.0010835452076917163,0.9051783714896955,0.9110752219165571,0.9040948262820038
tcn,independent_rms,bandpass,heldout,RA_V1,5,macro_auroc,101,-0.0109657640212113,0.004934790940973599,0.8956883066058772,0.9066540706270885,0.9006230975468508
tcn,independent_rms,bandpass,heldout,RA_V1,5,macro_auroc,202,-0.0030415897980727857,-0.00022882273111402007,0.9071811408900515,0.9102227306881243,0.9069523181589375
tcn,independent_rms,bandpass,heldout,RA_V1,0,macro_auroc,17,-0.008940998571482894,0.005209763132176137,0.8813424005316008,0.8902833991030837,0.886552163663777
tcn,independent_rms,bandpass,heldout,RA_V1,0,macro_auroc,29,-0.011173030293259889,0.01019837711717031,0.8718604316792874,0.8830334619725473,0.8820588087964577
tcn,independent_rms,bandpass,heldout,RA_V1,0,macro_auroc,43,-0.028042790874838297,0.002392477815686078,0.8673952415857734,0.8954380324606117,0.8697877194014595
tcn,independent_rms,bandpass,heldout,RA_V1,0,macro_auroc,101,-0.04000301045890586,0.017158601492910486,0.8387794758227134,0.8787824862816193,0.8559380773156239
tcn,independent_rms,bandpass,heldout,RA_V1,0,macro_auroc,202,-0.014540048121593707,-0.001393017812141406,0.8806834386920993,0.895223486813693,0.8792904208799579
