analysis,phase,model,strategy,source_id,matrix_family,band_id,snr,metric,outcome,seed,value,n_noise,n_matrices,matrix_id,replicate
matrix_instance,phase1,resnet,clean_only,random_01,randomized,legacy_0p5_40,10,macro_auroc,electrode_drop,29,0.008657205339447305,6,1,random_01,1
matrix_instance,phase1,resnet,clean_only,random_01,randomized,legacy_0p5_40,10,macro_auroc,electrode_drop,43,0.006999228659848126,6,1,random_01,1
matrix_instance,phase1,resnet,clean_only,random_01,randomized,legacy_0p5_40,10,macro_auroc,independent_rms_absolute,17,0.8948574995164211,6,1,random_01,1
matrix_instance,phase1,resnet,clean_only,random_01,randomized,legacy_0p5_40,10,macro_auroc,independent_rms_absolute,29,0.8998178827919294,6,1,random_01,1
matrix_instance,phase1,resnet,clean_only,random_01,randomized,legacy_0p5_40,10,macro_auroc,independent_rms_absolute,43,0.9014959673123181,6,1,random_01,1
matrix_instance,phase1,resnet,clean_only,random_01,randomized,legacy_0p5_40,10,macro_auroc,independent_rms_drop,17,0.01203479980192466,6,1,random_01,1
matrix_instance,phase1,resnet,clean_only,random_01,randomized,legacy_0p5_40,10,macro_auroc,independent_rms_drop,29,0.008093378632519558,6,1,random_01,1
matrix_instance,phase1,resnet,clean_only,random_01,randomized,legacy_0p5_40,10,macro_auroc,independent_rms_drop,43,0.007204658518397282,6,1,random_01,1
matrix_instance,phase1,resnet,clean_only,random_01,randomized,legacy_0p5_40,10,macro_auroc,structure_effect,17,0.0006492995535931264,6,1,random_01,1
matrix_instance,phase1,resnet,clean_only,random_01,randomized,legacy_0p5_40,10,macro_auroc,structure_effect,29,-0.0005638267069277466,6,1,random_01,1
matrix_instance,phase1,resnet,clean_only,random_01,randomized,legacy_0p5_40,10,macro_auroc,structure_effect,43,0.0002054298585491554,6,1,random_01,1
matrix_instance,phase1,resnet,clean_only,random_01,randomized,legacy_0p5_40,10,macro_f1,electrode_absolute,17,0.688892841430821,6,1,random_01,1
matrix_instance,phase1,resnet,clean_only,random_01,randomized,legacy_0p5_40,10,macro_f1,electrode_absolute,29,0.6971325078405192,6,1,random_01,1
matrix_instance,phase1,resnet,clean_only,random_01,randomized,legacy_0p5_40,10,macro_f1,electrode_absolute,43,0.7071783965726599,6,1,random_01,1
matrix_instance,phase1,resnet,clean_only,random_01,randomized,legacy_0p5_40,10,macro_f1,electrode_drop,17,0.02298867115492148,6,1,random_01,1
