model,kind,snr,condition,active,metric,n_seeds,mean,std,ci95_low,ci95_high
resnet,bandpass,10,covariance,all,f1_MI,3,0.5832342947434455,0.020764267154314165,0.5316529956491941,0.6348155938376968
resnet,bandpass,10,covariance,all,f1_STTC,3,0.6974418596566556,0.013677359182104842,0.6634654159156553,0.7314183033976559
resnet,bandpass,10,covariance,all,f1_CD,3,0.6105520879006111,0.021134881846974637,0.5580501308718046,0.6630540449294177
resnet,bandpass,10,covariance,all,f1_HYP,3,0.5539252564738327,0.02991241340154481,0.47961870229451015,0.6282318106531554
resnet,bandpass,10,electrode,all,macro_auroc,3,0.8638776334801829,0.008341739824470475,0.843155603000863,0.8845996639595027
resnet,bandpass,10,electrode,all,macro_ap,3,0.7013352314052738,0.020643596658930386,0.6500536944392972,0.7526167683712504
resnet,bandpass,10,electrode,all,macro_f1,3,0.6521703771936246,0.014910820520920142,0.6151298456249252,0.6892109087623239
resnet,bandpass,10,electrode,all,micro_auroc,3,0.8581952242987443,0.013129983297042389,0.8255785376363135,0.8908119109611751
resnet,bandpass,10,electrode,all,micro_ap,3,0.7057008324717898,0.03291136501035332,0.623944469505404,0.7874571954381756
resnet,bandpass,10,electrode,all,micro_f1,3,0.6841184292917185,0.015525066988918836,0.645552024907573,0.722684833675864
resnet,bandpass,10,electrode,all,brier,3,0.12721722324689225,0.010105065734096442,0.10211484837741833,0.15231959811636617
resnet,bandpass,10,electrode,all,ece,3,0.08908493303619323,0.010459046126769796,0.06310322212407013,0.11506664394831634
resnet,bandpass,10,electrode,all,mean_loss,3,0.411660040556658,0.04102506961456446,0.3097481180011988,0.5135719631121172
resnet,bandpass,10,electrode,all,mean_confidence,3,0.8565381765365601,0.02188379027678103,0.8021758278346468,0.9109005252384733
resnet,bandpass,10,electrode,all,mean_entropy,3,0.32774087524480655,0.04230707892101456,0.2226442650244192,0.4328374854651939
resnet,bandpass,10,electrode,all,clean_agreement,3,0.9267333333333333,0.02292625859867528,0.8697813497597295,0.9836853169069371
resnet,bandpass,10,electrode,all,probability_shift,3,0.06690233697493868,0.024378156565092377,0.006343638909389278,0.12746103504048809
resnet,bandpass,10,electrode,all,auroc_NORM,3,0.8900621691369768,0.004548926304277547,0.878762009756688,0.9013623285172656
resnet,bandpass,10,electrode,all,auroc_MI,3,0.8206265982508073,0.009214865351298741,0.7977356037232283,0.8435175927783863
resnet,bandpass,10,electrode,all,auroc_STTC,3,0.9016429583369473,0.010756770779205395,0.8749216583880003,0.9283642582858943
resnet,bandpass,10,electrode,all,auroc_CD,3,0.8432929385897632,0.01067587991888776,0.8167725826774647,0.8698132945020617
resnet,bandpass,10,electrode,all,auroc_HYP,3,0.8637635030864197,0.007085279626858838,0.8461626927672614,0.881364313405578
resnet,bandpass,10,electrode,all,ap_NORM,3,0.8519009200409426,0.012362880602565384,0.821189822110624,0.8826120179712613
resnet,bandpass,10,electrode,all,ap_MI,3,0.6022085710474846,0.009621857794039058,0.5783065512445096,0.6261105908504596
resnet,bandpass,10,electrode,all,ap_STTC,3,0.7511882438853589,0.0266336333380571,0.6850266309101803,0.8173498568605374
resnet,bandpass,10,electrode,all,ap_CD,3,0.6886629429494325,0.01714745994940884,0.6460662910289054,0.7312595948699596
resnet,bandpass,10,electrode,all,ap_HYP,3,0.6127154791031497,0.039444689723459395,0.5147294378340278,0.7107015203722716
resnet,bandpass,10,electrode,all,f1_NORM,3,0.8007248654204409,0.01677151242957079,0.7590621189115709,0.8423876119293108
resnet,bandpass,10,electrode,all,f1_MI,3,0.5841475004669386,0.01373321337459726,0.5500323072200104,0.6182626937138669
resnet,bandpass,10,electrode,all,f1_STTC,3,0.697438426464902,0.024628957387217102,0.6362567046189822,0.7586201483108217
resnet,bandpass,10,electrode,all,f1_CD,3,0.6103411477159283,0.011254479291700736,0.5823834712816478,0.6382988241502088
resnet,bandpass,10,electrode,all,f1_HYP,3,0.5681999458999133,0.03065525450160988,0.4920480721301038,0.6443518196697228
resnet,bandpass,10,independent,all,macro_auroc,3,0.8670283225539603,0.004382484909381597,0.8561416265195237,0.8779150185883969
resnet,bandpass,10,independent,all,macro_ap,3,0.7028645895153552,0.016660841127881135,0.6614767657606178,0.7442524132700927
resnet,bandpass,10,independent,all,macro_f1,3,0.6509165668321742,0.011386290097779896,0.6226314542037004,0.6792016794606481
resnet,bandpass,10,independent,all,micro_auroc,3,0.8627655380808262,0.008790824544721049,0.8409279193121749,0.8846031568494775
resnet,bandpass,10,independent,all,micro_ap,3,0.7125858379111906,0.02744258785790795,0.6444146705061845,0.7807570053161966
resnet,bandpass,10,independent,all,micro_f1,3,0.6858278241007852,0.009424186971024073,0.6624168458437684,0.7092388023578021
resnet,bandpass,10,independent,all,brier,3,0.12569384276866905,0.008292897398555814,0.10509314360149563,0.14629454193584246
resnet,bandpass,10,independent,all,ece,3,0.0861608756916597,0.010652130057123536,0.05969951770661784,0.11262223367670156
resnet,bandpass,10,independent,all,mean_loss,3,0.4062995353844275,0.03430007901959737,0.32109341557688525,0.4915056551919697
resnet,bandpass,10,independent,all,mean_confidence,3,0.8592540621757507,0.024789343062708736,0.7976739202249227,0.9208342041265788
resnet,bandpass,10,independent,all,mean_entropy,3,0.32201151010622,0.04835727823648389,0.2018853716028555,0.4421376486095845
resnet,bandpass,10,independent,all,clean_agreement,3,0.9330666666666666,0.02212901564311735,0.8780951443843671,0.9880381889489661
resnet,bandpass,10,independent,all,probability_shift,3,0.06207451224327084,0.022142169697617103,0.007070313478126422,0.11707871100841526
resnet,bandpass,10,independent,all,auroc_NORM,3,0.8927512150875545,0.0013444510897596437,0.8894114134339202,0.8960910167411889
resnet,bandpass,10,independent,all,auroc_MI,3,0.8197182415557333,0.01029858340679994,0.7941351421376124,0.8453013409738541
resnet,bandpass,10,independent,all,auroc_STTC,3,0.90333253823691,0.007201261855623154,0.885443612089389,0.9212214643844309
resnet,bandpass,10,independent,all,auroc_CD,3,0.8549123076136422,0.007522021396156501,0.8362265705950885,0.8735980446321959
resnet,bandpass,10,independent,all,auroc_HYP,3,0.8644273102759623,0.00795666316469502,0.8446618632490936,0.884192757302831
resnet,bandpass,10,independent,all,ap_NORM,3,0.856454322052662,0.00650245949365888,0.8403013172055352,0.8726073268997888
resnet,bandpass,10,independent,all,ap_MI,3,0.5934891065738589,0.015984014230573097,0.5537826140390304,0.6331955991086874
resnet,bandpass,10,independent,all,ap_STTC,3,0.7503169012760323,0.02044008637282169,0.6995409118865012,0.8010928906655634
resnet,bandpass,10,independent,all,ap_CD,3,0.6964459941572398,0.009416246936983409,0.6730547400382157,0.7198372482762639
resnet,bandpass,10,independent,all,ap_HYP,3,0.6176166235169825,0.03841475164286309,0.5221890902746059,0.7130441567593592
resnet,bandpass,10,independent,all,f1_NORM,3,0.8144426500689087,0.004619434196439684,0.802967339374726,0.8259179607630914
resnet,bandpass,10,independent,all,f1_MI,3,0.5716413071383671,0.012835959034361074,0.5397550172350236,0.6035275970417107
resnet,bandpass,10,independent,all,f1_STTC,3,0.6896106125419603,0.016823394517559036,0.6478189837817561,0.7314022413021646
resnet,bandpass,10,independent,all,f1_CD,3,0.614128864466462,0.004761855792308604,0.602299758915018,0.625957970017906
resnet,bandpass,10,independent,all,f1_HYP,3,0.5647593999451731,0.02518173806923075,0.5022044947607532,0.627314305129593
resnet,bandpass,10,independent_rms,all,macro_auroc,3,0.8672889963434264,0.004322779248809477,0.8565506173920201,0.8780273752948327
resnet,bandpass,10,independent_rms,all,macro_ap,3,0.7028701680023377,0.016648200186239658,0.6615137460874434,0.744226589917232
resnet,bandpass,10,independent_rms,all,macro_f1,3,0.6500322558271369,0.010992620406879289,0.6227250729237902,0.6773394387304835
resnet,bandpass,10,independent_rms,all,micro_auroc,3,0.8628572077630806,0.008576247077091951,0.841552628973852,0.8841617865523093
resnet,bandpass,10,independent_rms,all,micro_ap,3,0.7127389498341602,0.027073832507523883,0.6454838215014416,0.7799940781668788
resnet,bandpass,10,independent_rms,all,micro_f1,3,0.6845101964829589,0.008403773339609772,0.6636340662092909,0.7053863267566268
resnet,bandpass,10,independent_rms,all,brier,3,0.12564616153637567,0.008208826482474266,0.10525430610229924,0.1460380169704521
resnet,bandpass,10,independent_rms,all,ece,3,0.08653929392937566,0.010510830570367847,0.06042894332803023,0.1126496445307211
resnet,bandpass,10,independent_rms,all,mean_loss,3,0.4060741018153689,0.03402960424366328,0.32153987859879346,0.49060832503194435
resnet,bandpass,10,independent_rms,all,mean_confidence,3,0.859203557173411,0.024804631993359753,0.7975854354133809,0.9208216789334411
resnet,bandpass,10,independent_rms,all,mean_entropy,3,0.3220943893899954,0.048391229553538355,0.20188391113957338,0.44230486764041743
resnet,bandpass,10,independent_rms,all,clean_agreement,3,0.9314666666666667,0.02245825757562978,0.8756772620835336,0.9872560712497997
resnet,bandpass,10,independent_rms,all,probability_shift,3,0.06233626604080197,0.021765465376187756,0.008267852686687914,0.11640467939491603
resnet,bandpass,10,independent_rms,all,auroc_NORM,3,0.892753890755167,0.0012540270657163798,0.8896387148297039,0.89586906668063
resnet,bandpass,10,independent_rms,all,auroc_MI,3,0.8196548244558719,0.009811950274390422,0.7952805887537417,0.844029060158002
resnet,bandpass,10,independent_rms,all,auroc_STTC,3,0.9039288605545437,0.006992407228486955,0.8865587580625589,0.9212989630465285
resnet,bandpass,10,independent_rms,all,auroc_CD,3,0.8557651991614256,0.008273540499360922,0.8352125851975242,0.876317813125327
resnet,bandpass,10,independent_rms,all,auroc_HYP,3,0.8643422067901234,0.008610396787722742,0.8429527954168725,0.8857316181633743
resnet,bandpass,10,independent_rms,all,ap_NORM,3,0.8562740419242267,0.006553758127109307,0.839993604207186,0.8725544796412674
resnet,bandpass,10,independent_rms,all,ap_MI,3,0.5925736835524972,0.01380737076862638,0.5582742731264583,0.6268730939785361
resnet,bandpass,10,independent_rms,all,ap_STTC,3,0.7511018266034893,0.020622147967106846,0.6998735711417386,0.80233008206524
resnet,bandpass,10,independent_rms,all,ap_CD,3,0.698039824051949,0.008332870233480038,0.6773398268580959,0.718739821245802
resnet,bandpass,10,independent_rms,all,ap_HYP,3,0.6163614638795262,0.04018174119906591,0.5165444852443716,0.7161784425146808
resnet,bandpass,10,independent_rms,all,f1_NORM,3,0.8117591158912821,0.0034768657848170802,0.8031221024766306,0.8203961293059336
resnet,bandpass,10,independent_rms,all,f1_MI,3,0.5694400306124182,0.011785500727314801,0.5401632238041973,0.5987168374206391
resnet,bandpass,10,independent_rms,all,f1_STTC,3,0.688011465155904,0.017112644584443934,0.6455012993964335,0.7305216309153744
resnet,bandpass,10,independent_rms,all,f1_CD,3,0.6197738878595848,0.004458931772188378,0.6086972872903071,0.6308504884288624
resnet,bandpass,10,independent_rms,all,f1_HYP,3,0.5611767796164959,0.028410936797912307,0.49060010009152144,0.6317534591414704
