model,seed,case_id,prediction_case_id,condition,snr,noise_seed,status,passed,reference_prediction_path,reference_prediction_sha256,reference_p_sha256,input_sha256,checkpoint_sha256,cohort_sha256,thresholds_sha256,original_run_fingerprint,original_source_sha256,all_original_metrics_recomputed,maximum_original_metric_abs_error,fresh_prediction_path,fresh_prediction_sha256,fresh_p_sha256,probabilities_max_abs,fixed_threshold_label_agreement,fresh_macro_auroc_difference,fresh_macro_f1_difference,fresh_ece_difference,numerical_comparison,cross_device_bridge,evidence_note
tcn,29,I__snr_5__noise_505,standard__n505__independent_rms__snr5,I,5,505,verified_immutable_reuse,True,methodology_supplement/results/predictions/full/tcn/seed_29/standard__n505__independent_rms__snr5.npz,f22ec68ea296f92ebd071b829f5888c69485baf2ae70d84263b91c6575d57d52,cb8a6d91406cbc70795605fc9c55467e2534f0cb082bba2f0c2c4aecbb70421f,2e1ebb8fee3c5cfc3af7c2a5eede4bb35c6eed8e806f604d6181ebc212b9c620,e95999147596689babf082839394d52f32c1e6b8b8204a588e76311861f895f9,bf8e9c8aae5066cf8e49d3f701dcc9b3236b12dfe38fe034c1194f261670e9e7,791fbf0318d34ae78a0ec30037e1ddda0a253c2d224d63d3663aeb6d0daac956,84cba5ac1aa33634d663eccbbb277738657d998f0664727a56c99c922dbc8583,71d6ecf41388929ce16b6bdc71dda3c8519feac3aa4fb04538d7bf7b1d42fbc2,True,1.1102230246251565e-16,,,,,,,,,not_applicable_immutable_file_reused_no_fresh_E_I_inference,False,File SHA and stored probability SHA validate the immutable reference; no self-comparison is presented as a numerical bridge.
tcn,29,E__snr_10__noise_8128,standard__n8128__electrode__snr10,E,10,8128,verified_immutable_reuse,True,methodology_supplement/results/predictions/full/tcn/seed_29/standard__n8128__electrode__snr10.npz,12b07ffcb3a4316ffd6cff4aa9d06e5b5a5b23d85752ba21e257db4625a009b5,8b23ae960d366baaaaf8974a393a979ecb3fa2d88c7991d38d778389965f3ade,f3748f9ddb4fcc1a68c5173fc418ec9284195cab1bb36f491b124eebf0a7d449,e95999147596689babf082839394d52f32c1e6b8b8204a588e76311861f895f9,bf8e9c8aae5066cf8e49d3f701dcc9b3236b12dfe38fe034c1194f261670e9e7,791fbf0318d34ae78a0ec30037e1ddda0a253c2d224d63d3663aeb6d0daac956,84cba5ac1aa33634d663eccbbb277738657d998f0664727a56c99c922dbc8583,71d6ecf41388929ce16b6bdc71dda3c8519feac3aa4fb04538d7bf7b1d42fbc2,True,1.1102230246251565e-16,,,,,,,,,not_applicable_immutable_file_reused_no_fresh_E_I_inference,False,File SHA and stored probability SHA validate the immutable reference; no self-comparison is presented as a numerical bridge.
tcn,29,I__snr_10__noise_8128,standard__n8128__independent_rms__snr10,I,10,8128,verified_immutable_reuse,True,methodology_supplement/results/predictions/full/tcn/seed_29/standard__n8128__independent_rms__snr10.npz,71ed13174d6f091eec81c3f76698d1d313821b193359bbecdf05851f5b77f27e,369c7338d1dcb43a4b5d02bb177f5add0215da8b47e9682a60b6905d0cbb3d01,52a737fdeb584852a0d45c42729c1a3c8a4457e5b51ab403ca1fd00fd4b40bb9,e95999147596689babf082839394d52f32c1e6b8b8204a588e76311861f895f9,bf8e9c8aae5066cf8e49d3f701dcc9b3236b12dfe38fe034c1194f261670e9e7,791fbf0318d34ae78a0ec30037e1ddda0a253c2d224d63d3663aeb6d0daac956,84cba5ac1aa33634d663eccbbb277738657d998f0664727a56c99c922dbc8583,71d6ecf41388929ce16b6bdc71dda3c8519feac3aa4fb04538d7bf7b1d42fbc2,True,1.1102230246251565e-16,,,,,,,,,not_applicable_immutable_file_reused_no_fresh_E_I_inference,False,File SHA and stored probability SHA validate the immutable reference; no self-comparison is presented as a numerical bridge.
tcn,29,E__snr_10__noise_101,standard__n101__electrode__snr10,E,10,101,verified_immutable_reuse,True,methodology_supplement/results/predictions/full/tcn/seed_29/standard__n101__electrode__snr10.npz,59cc4afd477b754472fb1d0f932d70f77bd49047bdcbdde6f7154a9ee7fcf415,a3d1b224456255f354b00b463f68518bbafe10a39128b20db322d0c5e4a959bc,e1c5a093c971f8dd322ef87c4a61793f2d978a2d00dc936ce1086c33dc58d528,e95999147596689babf082839394d52f32c1e6b8b8204a588e76311861f895f9,bf8e9c8aae5066cf8e49d3f701dcc9b3236b12dfe38fe034c1194f261670e9e7,791fbf0318d34ae78a0ec30037e1ddda0a253c2d224d63d3663aeb6d0daac956,84cba5ac1aa33634d663eccbbb277738657d998f0664727a56c99c922dbc8583,71d6ecf41388929ce16b6bdc71dda3c8519feac3aa4fb04538d7bf7b1d42fbc2,True,1.1102230246251565e-16,,,,,,,,,not_applicable_immutable_file_reused_no_fresh_E_I_inference,False,File SHA and stored probability SHA validate the immutable reference; no self-comparison is presented as a numerical bridge.
tcn,29,I__snr_10__noise_101,standard__n101__independent_rms__snr10,I,10,101,verified_immutable_reuse,True,methodology_supplement/results/predictions/full/tcn/seed_29/standard__n101__independent_rms__snr10.npz,e54527f75a5aea6e522b391ca303046e8a4b9dbaf6bdc50da7815d771e363ce3,5d9dbdfed893d63a36e0f9a3361a71b802cdaf3dc224e4023b08d952aac6d73d,2e11974ad9bf84a2a653ea36780b96e915ea2f3150c9ce8d696e750a95c83949,e95999147596689babf082839394d52f32c1e6b8b8204a588e76311861f895f9,bf8e9c8aae5066cf8e49d3f701dcc9b3236b12dfe38fe034c1194f261670e9e7,791fbf0318d34ae78a0ec30037e1ddda0a253c2d224d63d3663aeb6d0daac956,84cba5ac1aa33634d663eccbbb277738657d998f0664727a56c99c922dbc8583,71d6ecf41388929ce16b6bdc71dda3c8519feac3aa4fb04538d7bf7b1d42fbc2,True,1.1102230246251565e-16,,,,,,,,,not_applicable_immutable_file_reused_no_fresh_E_I_inference,False,File SHA and stored probability SHA validate the immutable reference; no self-comparison is presented as a numerical bridge.
tcn,29,E__snr_10__noise_202,standard__n202__electrode__snr10,E,10,202,verified_immutable_reuse,True,methodology_supplement/results/predictions/full/tcn/seed_29/standard__n202__electrode__snr10.npz,857b4bea0c535a3967900d1c8e90e02117a427cbdf789b5e81bba9db558ab199,c1aab860a14f188143c5fdb04f1ac51a0afe9c1958e4303c998e2f2bb3ef423a,3d70887ac00be71d38641e553b5714375d65d43e8ab541234506fbea4dc34e40,e95999147596689babf082839394d52f32c1e6b8b8204a588e76311861f895f9,bf8e9c8aae5066cf8e49d3f701dcc9b3236b12dfe38fe034c1194f261670e9e7,791fbf0318d34ae78a0ec30037e1ddda0a253c2d224d63d3663aeb6d0daac956,84cba5ac1aa33634d663eccbbb277738657d998f0664727a56c99c922dbc8583,71d6ecf41388929ce16b6bdc71dda3c8519feac3aa4fb04538d7bf7b1d42fbc2,True,1.1102230246251565e-16,,,,,,,,,not_applicable_immutable_file_reused_no_fresh_E_I_inference,False,File SHA and stored probability SHA validate the immutable reference; no self-comparison is presented as a numerical bridge.
tcn,29,I__snr_10__noise_202,standard__n202__independent_rms__snr10,I,10,202,verified_immutable_reuse,True,methodology_supplement/results/predictions/full/tcn/seed_29/standard__n202__independent_rms__snr10.npz,60390ae84068affc468b27033e7b64e2370cdde10a224d55322ee7af4ae4f07d,925f848c40cd0ad2e22c43a09009908cf83a79f92dbc8dacc3539a322e96d997,fa03e8ff81a47d8c5aba08b3ed4465ae3a01e93831fe18abff00db5f891a5c45,e95999147596689babf082839394d52f32c1e6b8b8204a588e76311861f895f9,bf8e9c8aae5066cf8e49d3f701dcc9b3236b12dfe38fe034c1194f261670e9e7,791fbf0318d34ae78a0ec30037e1ddda0a253c2d224d63d3663aeb6d0daac956,84cba5ac1aa33634d663eccbbb277738657d998f0664727a56c99c922dbc8583,71d6ecf41388929ce16b6bdc71dda3c8519feac3aa4fb04538d7bf7b1d42fbc2,True,1.1102230246251565e-16,,,,,,,,,not_applicable_immutable_file_reused_no_fresh_E_I_inference,False,File SHA and stored probability SHA validate the immutable reference; no self-comparison is presented as a numerical bridge.
tcn,29,E__snr_10__noise_303,standard__n303__electrode__snr10,E,10,303,verified_immutable_reuse,True,methodology_supplement/results/predictions/full/tcn/seed_29/standard__n303__electrode__snr10.npz,5a14321e5d411ee87afce50bd00aa5efc98cdd270f1bdce4fbaa78a4dbc191d1,68ae4f3f78a028f6df88a9b3c0b77d8a989a9190dfc801c5b6bee425853becd3,d27221228a6175077197c5969fe2e636abdf77f352110f583ed6244c3f94b2e2,e95999147596689babf082839394d52f32c1e6b8b8204a588e76311861f895f9,bf8e9c8aae5066cf8e49d3f701dcc9b3236b12dfe38fe034c1194f261670e9e7,791fbf0318d34ae78a0ec30037e1ddda0a253c2d224d63d3663aeb6d0daac956,84cba5ac1aa33634d663eccbbb277738657d998f0664727a56c99c922dbc8583,71d6ecf41388929ce16b6bdc71dda3c8519feac3aa4fb04538d7bf7b1d42fbc2,True,1.1102230246251565e-16,,,,,,,,,not_applicable_immutable_file_reused_no_fresh_E_I_inference,False,File SHA and stored probability SHA validate the immutable reference; no self-comparison is presented as a numerical bridge.
tcn,29,I__snr_10__noise_303,standard__n303__independent_rms__snr10,I,10,303,verified_immutable_reuse,True,methodology_supplement/results/predictions/full/tcn/seed_29/standard__n303__independent_rms__snr10.npz,cc169cadf568afaf411995b5b82be5dc47347504cc74dab1d5f8cee8082b6996,0f4962d4a049c1845e8a209d9cca5b92252fb9110cfae6333995231531c3fa7a,4cca537f5eea5b5d6ca82ef45d0358b7471452611b18e7bbe977f9002fd8514c,e95999147596689babf082839394d52f32c1e6b8b8204a588e76311861f895f9,bf8e9c8aae5066cf8e49d3f701dcc9b3236b12dfe38fe034c1194f261670e9e7,791fbf0318d34ae78a0ec30037e1ddda0a253c2d224d63d3663aeb6d0daac956,84cba5ac1aa33634d663eccbbb277738657d998f0664727a56c99c922dbc8583,71d6ecf41388929ce16b6bdc71dda3c8519feac3aa4fb04538d7bf7b1d42fbc2,True,1.1102230246251565e-16,,,,,,,,,not_applicable_immutable_file_reused_no_fresh_E_I_inference,False,File SHA and stored probability SHA validate the immutable reference; no self-comparison is presented as a numerical bridge.
tcn,29,E__snr_10__noise_404,standard__n404__electrode__snr10,E,10,404,verified_immutable_reuse,True,methodology_supplement/results/predictions/full/tcn/seed_29/standard__n404__electrode__snr10.npz,1f7c60051a3a2b1ce1d4c73e3d45212b944817f1b7fbed7b3010f69994a22c5e,e8d8bfe3b685944e43c2a449cee74d60549873843a5769159cbad1a3216360b3,fc7501548d880b83095d2309ef6e16796d4f009b3847b4e6d2f1d864bc9dfca1,e95999147596689babf082839394d52f32c1e6b8b8204a588e76311861f895f9,bf8e9c8aae5066cf8e49d3f701dcc9b3236b12dfe38fe034c1194f261670e9e7,791fbf0318d34ae78a0ec30037e1ddda0a253c2d224d63d3663aeb6d0daac956,84cba5ac1aa33634d663eccbbb277738657d998f0664727a56c99c922dbc8583,71d6ecf41388929ce16b6bdc71dda3c8519feac3aa4fb04538d7bf7b1d42fbc2,True,1.1102230246251565e-16,,,,,,,,,not_applicable_immutable_file_reused_no_fresh_E_I_inference,False,File SHA and stored probability SHA validate the immutable reference; no self-comparison is presented as a numerical bridge.
tcn,29,I__snr_10__noise_404,standard__n404__independent_rms__snr10,I,10,404,verified_immutable_reuse,True,methodology_supplement/results/predictions/full/tcn/seed_29/standard__n404__independent_rms__snr10.npz,0c0fc6ff972326e63552c81bcef6197bcd691b7a3e858682be2d0920670dbdb6,2b0206e4a6b81e01a7ad7fc1efa2277812bdbc9d78e583fa01aa29303e374fdb,dc05ef41e573ddcb91f35d3658be71e2bf841c76403c1d5b67bfc07df3cf6cf9,e95999147596689babf082839394d52f32c1e6b8b8204a588e76311861f895f9,bf8e9c8aae5066cf8e49d3f701dcc9b3236b12dfe38fe034c1194f261670e9e7,791fbf0318d34ae78a0ec30037e1ddda0a253c2d224d63d3663aeb6d0daac956,84cba5ac1aa33634d663eccbbb277738657d998f0664727a56c99c922dbc8583,71d6ecf41388929ce16b6bdc71dda3c8519feac3aa4fb04538d7bf7b1d42fbc2,True,1.1102230246251565e-16,,,,,,,,,not_applicable_immutable_file_reused_no_fresh_E_I_inference,False,File SHA and stored probability SHA validate the immutable reference; no self-comparison is presented as a numerical bridge.
tcn,29,E__snr_10__noise_505,standard__n505__electrode__snr10,E,10,505,verified_immutable_reuse,True,methodology_supplement/results/predictions/full/tcn/seed_29/standard__n505__electrode__snr10.npz,dc9ea84e38674fae43df9cad8a14817036974224d9ef146019814cdd9667b301,79cc7585c060c1f4b58712825710febb8ab8bebce734e186703079363220e698,c22add93be122130704cd51011c6203d71a117fed08f0ca09cfe5b2231db026f,e95999147596689babf082839394d52f32c1e6b8b8204a588e76311861f895f9,bf8e9c8aae5066cf8e49d3f701dcc9b3236b12dfe38fe034c1194f261670e9e7,791fbf0318d34ae78a0ec30037e1ddda0a253c2d224d63d3663aeb6d0daac956,84cba5ac1aa33634d663eccbbb277738657d998f0664727a56c99c922dbc8583,71d6ecf41388929ce16b6bdc71dda3c8519feac3aa4fb04538d7bf7b1d42fbc2,True,1.1102230246251565e-16,,,,,,,,,not_applicable_immutable_file_reused_no_fresh_E_I_inference,False,File SHA and stored probability SHA validate the immutable reference; no self-comparison is presented as a numerical bridge.
tcn,29,I__snr_10__noise_505,standard__n505__independent_rms__snr10,I,10,505,verified_immutable_reuse,True,methodology_supplement/results/predictions/full/tcn/seed_29/standard__n505__independent_rms__snr10.npz,708ab2bf148cf13db35b35066ad809f0c5fb9bb6307088a67998f8609d61b3ff,87506d15819c9704ffdbd72e0fb4cdb0bb4a25d4e5ff7e92998efbd87bf0f9bc,40f2f74bd5618065dc046256d7aaf6013feb004c515e5cce69c08aa92797d386,e95999147596689babf082839394d52f32c1e6b8b8204a588e76311861f895f9,bf8e9c8aae5066cf8e49d3f701dcc9b3236b12dfe38fe034c1194f261670e9e7,791fbf0318d34ae78a0ec30037e1ddda0a253c2d224d63d3663aeb6d0daac956,84cba5ac1aa33634d663eccbbb277738657d998f0664727a56c99c922dbc8583,71d6ecf41388929ce16b6bdc71dda3c8519feac3aa4fb04538d7bf7b1d42fbc2,True,1.1102230246251565e-16,,,,,,,,,not_applicable_immutable_file_reused_no_fresh_E_I_inference,False,File SHA and stored probability SHA validate the immutable reference; no self-comparison is presented as a numerical bridge.
tcn,43,clean,clean,clean,,,verified_immutable_reuse,True,methodology_supplement/results/predictions/full/tcn/seed_43/clean.npz,85be4a1e5f09ff8517f69d2770a380ed0af8c891acc3451546762f2b616c4715,2abe86537c5cea6178592ac3ffefeb72b40e40f25f343e0614f4fde77f1b5ebd,a8d302b6d0b6e62b539ce05c00e740ac2d1450844afe3f861adb2ac5780bd70c,c7477dff0207ea4b9f85d3d8896a531d71c253bc3616e0bc8daa8bd7370add0b,bf8e9c8aae5066cf8e49d3f701dcc9b3236b12dfe38fe034c1194f261670e9e7,e92dc663a5eb620b3a8d6af62b6da3cc0c45e5b900d15fd223e5b392f07c1f0b,84cba5ac1aa33634d663eccbbb277738657d998f0664727a56c99c922dbc8583,71d6ecf41388929ce16b6bdc71dda3c8519feac3aa4fb04538d7bf7b1d42fbc2,True,1.1102230246251565e-16,signed_control_mechanism/predictions/full/worker_tcn_0/internal_clean/seed_43.npz,a9dafa15e6c2f9afabb28a25a3ccbcb0b72d7ec6dc9e864fc0c3ff2aea4e26fa,2abe86537c5cea6178592ac3ffefeb72b40e40f25f343e0614f4fde77f1b5ebd,0.0,1.0,0.0,0.0,0.0,fresh_internal_clean_vs_immutable_original_clean_same_assigned_host,False,"Independent fresh clean computation, not a new condition; no claim of a cross-device comparison."
tcn,43,E__snr_0__noise_8128,standard__n8128__electrode__snr0,E,0,8128,verified_immutable_reuse,True,methodology_supplement/results/predictions/full/tcn/seed_43/standard__n8128__electrode__snr0.npz,d51cec49be2f75c0949f97c7a06bff8740732a1ec78b467f5b30fc9e8b93b2ea,8635bffa8e4875752c9de360acf09797ff8c59696dbe9e31d8bb32d26199c98d,b7f3d1fc39ef41f0c7e5fde19c9fdb33643f418220b5beae2b4a25b68357b149,c7477dff0207ea4b9f85d3d8896a531d71c253bc3616e0bc8daa8bd7370add0b,bf8e9c8aae5066cf8e49d3f701dcc9b3236b12dfe38fe034c1194f261670e9e7,e92dc663a5eb620b3a8d6af62b6da3cc0c45e5b900d15fd223e5b392f07c1f0b,84cba5ac1aa33634d663eccbbb277738657d998f0664727a56c99c922dbc8583,71d6ecf41388929ce16b6bdc71dda3c8519feac3aa4fb04538d7bf7b1d42fbc2,True,1.1102230246251565e-16,,,,,,,,,not_applicable_immutable_file_reused_no_fresh_E_I_inference,False,File SHA and stored probability SHA validate the immutable reference; no self-comparison is presented as a numerical bridge.
tcn,43,I__snr_0__noise_8128,standard__n8128__independent_rms__snr0,I,0,8128,verified_immutable_reuse,True,methodology_supplement/results/predictions/full/tcn/seed_43/standard__n8128__independent_rms__snr0.npz,2384eb9c7c0004abf5be9cab3a39ec00ebf6eb0df3680b6cc883496a094cc850,f3f281f1a3e226d5f4687cccbdd98bbd3039e2a1e06e055af384d06ca86b3f41,25906cf56405bdae430b0cb33fc5c894b641d005d5e0638db02626962cf86f9b,c7477dff0207ea4b9f85d3d8896a531d71c253bc3616e0bc8daa8bd7370add0b,bf8e9c8aae5066cf8e49d3f701dcc9b3236b12dfe38fe034c1194f261670e9e7,e92dc663a5eb620b3a8d6af62b6da3cc0c45e5b900d15fd223e5b392f07c1f0b,84cba5ac1aa33634d663eccbbb277738657d998f0664727a56c99c922dbc8583,71d6ecf41388929ce16b6bdc71dda3c8519feac3aa4fb04538d7bf7b1d42fbc2,True,1.1102230246251565e-16,,,,,,,,,not_applicable_immutable_file_reused_no_fresh_E_I_inference,False,File SHA and stored probability SHA validate the immutable reference; no self-comparison is presented as a numerical bridge.
tcn,43,E__snr_0__noise_101,standard__n101__electrode__snr0,E,0,101,verified_immutable_reuse,True,methodology_supplement/results/predictions/full/tcn/seed_43/standard__n101__electrode__snr0.npz,6ad6289ada475de6cf6145579370a3f6bb68b2bbcedab82038439d749de0bc7a,f797d9fac430ac5edf4b6a2a72e60dba96c701e41e49092efddacfbc75d9736f,e372ac625f7d1fdca9a8dbef6073c43da2445cc0f77fffa03ae2ab075bb8f2b5,c7477dff0207ea4b9f85d3d8896a531d71c253bc3616e0bc8daa8bd7370add0b,bf8e9c8aae5066cf8e49d3f701dcc9b3236b12dfe38fe034c1194f261670e9e7,e92dc663a5eb620b3a8d6af62b6da3cc0c45e5b900d15fd223e5b392f07c1f0b,84cba5ac1aa33634d663eccbbb277738657d998f0664727a56c99c922dbc8583,71d6ecf41388929ce16b6bdc71dda3c8519feac3aa4fb04538d7bf7b1d42fbc2,True,1.1102230246251565e-16,,,,,,,,,not_applicable_immutable_file_reused_no_fresh_E_I_inference,False,File SHA and stored probability SHA validate the immutable reference; no self-comparison is presented as a numerical bridge.
tcn,43,I__snr_0__noise_101,standard__n101__independent_rms__snr0,I,0,101,verified_immutable_reuse,True,methodology_supplement/results/predictions/full/tcn/seed_43/standard__n101__independent_rms__snr0.npz,bb357f1a54b1906720b2555ba0f5f2f0b723104a58f233410a020366776dc7e0,4a4093fd08f692a0b424120e045911986cf62debd06e90c3db4e5f2d2b168962,645e88fea28f6de2c9c8bec7fe9f5dc382fd647d827b1a0a1dea643a9dcb6653,c7477dff0207ea4b9f85d3d8896a531d71c253bc3616e0bc8daa8bd7370add0b,bf8e9c8aae5066cf8e49d3f701dcc9b3236b12dfe38fe034c1194f261670e9e7,e92dc663a5eb620b3a8d6af62b6da3cc0c45e5b900d15fd223e5b392f07c1f0b,84cba5ac1aa33634d663eccbbb277738657d998f0664727a56c99c922dbc8583,71d6ecf41388929ce16b6bdc71dda3c8519feac3aa4fb04538d7bf7b1d42fbc2,True,1.1102230246251565e-16,,,,,,,,,not_applicable_immutable_file_reused_no_fresh_E_I_inference,False,File SHA and stored probability SHA validate the immutable reference; no self-comparison is presented as a numerical bridge.
tcn,43,E__snr_0__noise_202,standard__n202__electrode__snr0,E,0,202,verified_immutable_reuse,True,methodology_supplement/results/predictions/full/tcn/seed_43/standard__n202__electrode__snr0.npz,338fbe5c0558404e2258b05354759d5a558a2540e8a844a5f996304cbcfd331d,b3899a3a802d4d7c540a3f75473ea670de752a219e670606f8833ee60d87bf64,ebb2e60939c20fbdc7021b503b4154d20dc64e8743aade8ff0162325fc376218,c7477dff0207ea4b9f85d3d8896a531d71c253bc3616e0bc8daa8bd7370add0b,bf8e9c8aae5066cf8e49d3f701dcc9b3236b12dfe38fe034c1194f261670e9e7,e92dc663a5eb620b3a8d6af62b6da3cc0c45e5b900d15fd223e5b392f07c1f0b,84cba5ac1aa33634d663eccbbb277738657d998f0664727a56c99c922dbc8583,71d6ecf41388929ce16b6bdc71dda3c8519feac3aa4fb04538d7bf7b1d42fbc2,True,5.551115123125783e-17,,,,,,,,,not_applicable_immutable_file_reused_no_fresh_E_I_inference,False,File SHA and stored probability SHA validate the immutable reference; no self-comparison is presented as a numerical bridge.
tcn,43,I__snr_0__noise_202,standard__n202__independent_rms__snr0,I,0,202,verified_immutable_reuse,True,methodology_supplement/results/predictions/full/tcn/seed_43/standard__n202__independent_rms__snr0.npz,5b5e09ac5ef907f855a9d235665dd77d75914fafd1f901e436af8cb2605f34bd,4c8ac37212716c9de7954d1e2500336d5ecad84ffa5d6478869bfa46a6b5f229,9a7b17eb56d13c02a6119fbf3ac49a8f4c072a45c83d59c83a6ebf5003739c85,c7477dff0207ea4b9f85d3d8896a531d71c253bc3616e0bc8daa8bd7370add0b,bf8e9c8aae5066cf8e49d3f701dcc9b3236b12dfe38fe034c1194f261670e9e7,e92dc663a5eb620b3a8d6af62b6da3cc0c45e5b900d15fd223e5b392f07c1f0b,84cba5ac1aa33634d663eccbbb277738657d998f0664727a56c99c922dbc8583,71d6ecf41388929ce16b6bdc71dda3c8519feac3aa4fb04538d7bf7b1d42fbc2,True,1.1102230246251565e-16,,,,,,,,,not_applicable_immutable_file_reused_no_fresh_E_I_inference,False,File SHA and stored probability SHA validate the immutable reference; no self-comparison is presented as a numerical bridge.
tcn,43,E__snr_0__noise_303,standard__n303__electrode__snr0,E,0,303,verified_immutable_reuse,True,methodology_supplement/results/predictions/full/tcn/seed_43/standard__n303__electrode__snr0.npz,9d3fec7a888824d4184cfbca9487b7eda5ba8257b8bab7f1bcbc13925b9d0760,8effd3b28296f52fc958a2e8cdb3794691eaece2e3dbe8331c154986c4703946,b857ed34aea876a9ea653fb6930a38eb9b517ecf2c81adc409178a704a80ef37,c7477dff0207ea4b9f85d3d8896a531d71c253bc3616e0bc8daa8bd7370add0b,bf8e9c8aae5066cf8e49d3f701dcc9b3236b12dfe38fe034c1194f261670e9e7,e92dc663a5eb620b3a8d6af62b6da3cc0c45e5b900d15fd223e5b392f07c1f0b,84cba5ac1aa33634d663eccbbb277738657d998f0664727a56c99c922dbc8583,71d6ecf41388929ce16b6bdc71dda3c8519feac3aa4fb04538d7bf7b1d42fbc2,True,1.1102230246251565e-16,,,,,,,,,not_applicable_immutable_file_reused_no_fresh_E_I_inference,False,File SHA and stored probability SHA validate the immutable reference; no self-comparison is presented as a numerical bridge.
tcn,43,I__snr_0__noise_303,standard__n303__independent_rms__snr0,I,0,303,verified_immutable_reuse,True,methodology_supplement/results/predictions/full/tcn/seed_43/standard__n303__independent_rms__snr0.npz,0697b43530f7cc85f877bd826fd90d757c092e9ffc25f3fe913d689836435ae7,4bdb507ff3eef4ee366519c8d3ca7c6047d3040ffd077760f0ede4922937a73d,e7d0b59426ed89bc126f168ab5470e76731871a876717d4759ed05591d438457,c7477dff0207ea4b9f85d3d8896a531d71c253bc3616e0bc8daa8bd7370add0b,bf8e9c8aae5066cf8e49d3f701dcc9b3236b12dfe38fe034c1194f261670e9e7,e92dc663a5eb620b3a8d6af62b6da3cc0c45e5b900d15fd223e5b392f07c1f0b,84cba5ac1aa33634d663eccbbb277738657d998f0664727a56c99c922dbc8583,71d6ecf41388929ce16b6bdc71dda3c8519feac3aa4fb04538d7bf7b1d42fbc2,True,1.1102230246251565e-16,,,,,,,,,not_applicable_immutable_file_reused_no_fresh_E_I_inference,False,File SHA and stored probability SHA validate the immutable reference; no self-comparison is presented as a numerical bridge.
tcn,43,E__snr_0__noise_404,standard__n404__electrode__snr0,E,0,404,verified_immutable_reuse,True,methodology_supplement/results/predictions/full/tcn/seed_43/standard__n404__electrode__snr0.npz,47ec6f39fd1e7f4f98b818da2696cdcbbca5838b6c276036a545e40eb745fa16,be566da992746e3d044b1eb12d836bbc49bfefb95363a3ada8d5272d65f2327d,0cbfd65142656d2a4539e8a5e14d4477612faf9c6c24ff0f5d758e573cb0c418,c7477dff0207ea4b9f85d3d8896a531d71c253bc3616e0bc8daa8bd7370add0b,bf8e9c8aae5066cf8e49d3f701dcc9b3236b12dfe38fe034c1194f261670e9e7,e92dc663a5eb620b3a8d6af62b6da3cc0c45e5b900d15fd223e5b392f07c1f0b,84cba5ac1aa33634d663eccbbb277738657d998f0664727a56c99c922dbc8583,71d6ecf41388929ce16b6bdc71dda3c8519feac3aa4fb04538d7bf7b1d42fbc2,True,1.1102230246251565e-16,,,,,,,,,not_applicable_immutable_file_reused_no_fresh_E_I_inference,False,File SHA and stored probability SHA validate the immutable reference; no self-comparison is presented as a numerical bridge.
tcn,43,I__snr_0__noise_404,standard__n404__independent_rms__snr0,I,0,404,verified_immutable_reuse,True,methodology_supplement/results/predictions/full/tcn/seed_43/standard__n404__independent_rms__snr0.npz,8204696e420bed118686c5b9829604516caf78634fd4a68e3daf8b2a92fd5334,6e174e436b72774be021d0abb8d0f933aef7ef5e3eff5e5b6d878e61f6a1a358,b9685535e0d715ed9954ee60e7ab5fe88109a982718286ff18519e20e4dca459,c7477dff0207ea4b9f85d3d8896a531d71c253bc3616e0bc8daa8bd7370add0b,bf8e9c8aae5066cf8e49d3f701dcc9b3236b12dfe38fe034c1194f261670e9e7,e92dc663a5eb620b3a8d6af62b6da3cc0c45e5b900d15fd223e5b392f07c1f0b,84cba5ac1aa33634d663eccbbb277738657d998f0664727a56c99c922dbc8583,71d6ecf41388929ce16b6bdc71dda3c8519feac3aa4fb04538d7bf7b1d42fbc2,True,1.1102230246251565e-16,,,,,,,,,not_applicable_immutable_file_reused_no_fresh_E_I_inference,False,File SHA and stored probability SHA validate the immutable reference; no self-comparison is presented as a numerical bridge.
tcn,43,E__snr_0__noise_505,standard__n505__electrode__snr0,E,0,505,verified_immutable_reuse,True,methodology_supplement/results/predictions/full/tcn/seed_43/standard__n505__electrode__snr0.npz,67848e615f1283caac1408f75221efe32a7a544e2c9d3c46b8380e2058e19036,7799e2d84828aaf2983fefdcd0f975819826c294ef5ef042c0e9bee1f8e154b7,42b6424cc834cef160a7cb3f74c5dfcc17f21eeab757205a60a26c8986fbff79,c7477dff0207ea4b9f85d3d8896a531d71c253bc3616e0bc8daa8bd7370add0b,bf8e9c8aae5066cf8e49d3f701dcc9b3236b12dfe38fe034c1194f261670e9e7,e92dc663a5eb620b3a8d6af62b6da3cc0c45e5b900d15fd223e5b392f07c1f0b,84cba5ac1aa33634d663eccbbb277738657d998f0664727a56c99c922dbc8583,71d6ecf41388929ce16b6bdc71dda3c8519feac3aa4fb04538d7bf7b1d42fbc2,True,1.1102230246251565e-16,,,,,,,,,not_applicable_immutable_file_reused_no_fresh_E_I_inference,False,File SHA and stored probability SHA validate the immutable reference; no self-comparison is presented as a numerical bridge.
