object,snr,noise_seed,mode,n_valid,n_null,mean,sd,median,q1,q3,iqr,min,max
I_noise,0,101,,2158,0,0.37462918735659334,0.008511030013087124,0.3747178844847796,0.36879557957331044,0.38048636542664105,0.01169078585333061,0.3462521400766386,0.4052409348791606
I_input,0,101,,2158,0,0.18729793409948745,0.004618248188515559,0.18737866009821091,0.18413483002102435,0.19042882232056446,0.006293992299540113,0.17124592975429773,0.20194154386867225
S_noise,0,101,S_00,2158,0,0.4530590832665326,0.008999762901535414,0.4530916702441117,0.44724781852109735,0.4591761848638015,0.011928366342704166,0.42239642598180493,0.4831615974717542
S_input,0,101,S_00,2158,0,0.2265441557978962,0.004853526971524992,0.22657170897491488,0.22323547820917447,0.22990017405997618,0.006664695850801705,0.21063062215438647,0.24462978227043064
S_noise,0,101,S_01,2158,0,0.313995763482278,0.009631866569466475,0.31384386555081756,0.3076638105534323,0.3204032856072637,0.01273947505383144,0.27549756522865865,0.34381879074686283
S_input,0,101,S_01,2158,0,0.157029998085585,0.005025511554297585,0.15693795822264234,0.15369676760377565,0.1605139996553676,0.006817232051591959,0.13549824749710268,0.17272076299955264
S_noise,0,101,S_02,2158,0,0.2317451334395172,0.009149390059285289,0.23162536275770462,0.2255596364743998,0.23811515691949278,0.012555520445092977,0.19203612733180223,0.2591344378112952
S_input,0,101,S_02,2158,0,0.11587862610120993,0.004693944561523674,0.11576145618375314,0.11266146336497118,0.11895313053705095,0.006291667172079768,0.09661027310716888,0.13056610422621773
S_noise,0,101,S_03,2158,0,0.5561530451942739,0.009924134703206218,0.5562349745580045,0.5493830454180746,0.5630596048537337,0.013676559435659152,0.5212621369525144,0.5917185571122506
S_input,0,101,S_03,2158,0,0.27817509081366437,0.00535676100647686,0.27823925749125844,0.27455560207011204,0.2817994380836149,0.007243836013502869,0.257801381830012,0.2972324620177628
S_noise,0,101,S_04,2158,0,0.4995055412732504,0.009041756641093976,0.4993772143479773,0.4933865804676368,0.5058403728774671,0.0124537924098303,0.4689415292790411,0.5299442241581663
S_input,0,101,S_04,2158,0,0.24978559991733665,0.0048772646388325494,0.24981343519404597,0.24639134976607058,0.25316048279267245,0.00676913302660187,0.2331002878671118,0.2659046417698435
E_noise,0,202,,2158,0,6.182218684112695e-16,6.859911559306985e-17,6.0918180270727985e-16,5.688073825045054e-16,6.58996856474585e-16,9.018947397007956e-17,4.611720196231616e-16,9.359276680999297e-16
E_input,0,202,,2158,0,6.835162114648897e-07,4.4560610364334723e-07,5.985010801478695e-07,3.9046926429016464e-07,8.697603261419987e-07,4.79291061851834e-07,1.2428228099333192e-08,6.006802379638151e-06
I_noise,0,202,,2158,0,0.37452154470884413,0.00864339003925693,0.3743351007651345,0.3687460974495143,0.3807057948015065,0.011959697351992205,0.34652439165746346,0.40393914806251635
I_input,0,202,,2158,0,0.18728686900591593,0.004665355321900504,0.18723948391747322,0.18413688508973935,0.19052452863125977,0.00638764354152041,0.17171510813940813,0.2038584046678885
S_noise,0,202,S_00,2158,0,0.4528298179621696,0.009279415400010335,0.4527814073583149,0.4464394760285466,0.4589527009619123,0.012513224933365708,0.41654725163361866,0.48579334395979823
S_input,0,202,S_00,2158,0,0.22650611791804381,0.004960885364154313,0.22639965090131633,0.22315696673906732,0.2297302303364973,0.00657326359742999,0.20773813080096032,0.24327001243879937
S_noise,0,202,S_01,2158,0,0.31375944372974013,0.009669702514407597,0.3133990947222135,0.3075665445358621,0.3204372989820503,0.012870754446188237,0.2782348550539887,0.3501927385761022
