kind,condition,frequency,power
bandpass,electrode,19.921875,0.00012938512067543507
bandpass,electrode,20.3125,0.0001268912010944447
bandpass,electrode,20.703125,0.00012856460617006766
bandpass,electrode,21.09375,0.00013308699910596417
bandpass,electrode,21.484375,0.00013201137133273777
bandpass,electrode,21.875,0.00012947149526629207
bandpass,electrode,22.265625,0.00013364550339573886
bandpass,electrode,22.65625,0.00013466310874644664
bandpass,electrode,23.046875,0.000139412097560204
bandpass,electrode,23.4375,0.0001343675582294201
bandpass,electrode,23.828125,0.000131584393347562
bandpass,electrode,24.21875,0.00013266129029912386
bandpass,electrode,24.609375,0.00012790625030324843
bandpass,electrode,25.0,0.00012751562429968145
bandpass,electrode,25.390625,0.0001333171557139646
bandpass,electrode,25.78125,0.00013571899659799099
bandpass,electrode,26.171875,0.00013650165030675669
bandpass,electrode,26.5625,0.00013399550615311875
bandpass,electrode,26.953125,0.00013128024880888292
bandpass,electrode,27.34375,0.0001332722859496697
bandpass,electrode,27.734375,0.00013804054803557615
bandpass,electrode,28.125,0.00013888903305968658
bandpass,electrode,28.515625,0.00013724793189794202
bandpass,electrode,28.90625,0.00013211997843749697
bandpass,electrode,29.296875,0.00012989762755931985
bandpass,electrode,29.6875,0.0001277485014149961
bandpass,electrode,30.078125,0.00013277469406577352
bandpass,electrode,30.46875,0.00013770184940240117
bandpass,electrode,30.859375,0.00013426097784233017
bandpass,electrode,31.25,0.00013033256108040125
bandpass,electrode,31.640625,0.00013373164943771725
bandpass,electrode,32.03125,0.00013263195694958687
bandpass,electrode,32.421875,0.00012978364402758686
bandpass,electrode,32.8125,0.00012895910158153295
bandpass,electrode,33.203125,0.00013124847369795563
bandpass,electrode,33.59375,0.00013523850550196164
bandpass,electrode,33.984375,0.00013371685854589213
bandpass,electrode,34.375,0.00013440890952414407
bandpass,electrode,34.765625,0.000135040353604655
bandpass,electrode,35.15625,0.00013472280713546812
bandpass,electrode,35.546875,0.00013151296115350252
bandpass,electrode,35.9375,0.00012923885419373942
bandpass,electrode,36.328125,0.00012978953474009232
bandpass,electrode,36.71875,0.00013060903307136938
bandpass,electrode,37.109375,0.00013174926222804146
bandpass,electrode,37.5,0.0001306538123501776
bandpass,electrode,37.890625,0.0001293916185761147
bandpass,electrode,38.28125,0.00013426201935560895
bandpass,electrode,38.671875,0.00013209866394751986
bandpass,electrode,39.0625,0.00013208218809952535
bandpass,electrode,39.453125,0.0001349548417821873
bandpass,electrode,39.84375,0.00010626384248112928
bandpass,electrode,40.234375,2.7611646745837688e-05
bandpass,electrode,40.625,3.9284644789421824e-07
bandpass,electrode,41.015625,1.4496759032158325e-08
bandpass,electrode,41.40625,2.222986323578838e-09
bandpass,electrode,41.796875,5.83222608733198e-10
bandpass,electrode,42.1875,2.048536006887593e-10
bandpass,electrode,42.578125,8.658915997713015e-11
bandpass,electrode,42.96875,4.1620225228277365e-11
