model,seed,kind,snr,condition,active,metric,clean,noisy,clean_drop,normalized_robustness
resnet,17,bandpass,10,covariance,LA,auroc_NORM,0.9340980287369056,0.9245932124593214,0.00950481627758426,0.9898246051418965
resnet,17,bandpass,10,covariance,LA,auroc_MI,0.88623473541384,0.8644640434192674,0.0217706919945726,0.9754346211837636
resnet,17,bandpass,10,covariance,LA,auroc_STTC,0.9193764165289954,0.9006890794334941,0.0186873370955013,0.9796738998733153
resnet,17,bandpass,10,covariance,LA,auroc_CD,0.9032148887853731,0.8900384787081246,0.013176410077248568,0.9854116553637049
resnet,17,bandpass,10,covariance,LA,auroc_HYP,0.8915374271266145,0.8766909846361965,0.014846442490418,0.9833473704640189
resnet,17,bandpass,10,covariance,LA,ap_NORM,0.9086485024952592,0.8915343329892954,0.017114169505963783,0.9811652476618326
resnet,17,bandpass,10,covariance,LA,ap_MI,0.7463392051587087,0.7102514135135808,0.036087791645127876,0.9516469302474798
resnet,17,bandpass,10,covariance,LA,ap_STTC,0.8025813723497355,0.7713209819829445,0.03126039036679096,0.9610501919871001
resnet,17,bandpass,10,covariance,LA,ap_CD,0.8134023735586858,0.7974848712097112,0.0159175023489746,0.9804309615174652
resnet,17,bandpass,10,covariance,LA,ap_HYP,0.632621019389418,0.5985613044256572,0.0340597149637607,0.9461609495720202
resnet,17,bandpass,10,covariance,LA,f1_NORM,0.8484848484848485,0.8028169014084507,0.045667947076397764,0.9461770623731304
resnet,17,bandpass,10,covariance,LA,f1_MI,0.6786885245901639,0.6402439024390244,0.03844462215113953,0.9433545422396846
resnet,17,bandpass,10,covariance,LA,f1_STTC,0.7306967984934086,0.7034120734908137,0.027284725002594934,0.9626593067605952
resnet,17,bandpass,10,covariance,LA,f1_CD,0.7054871220604704,0.6961206896551724,0.009366432405297997,0.986723453747917
resnet,17,bandpass,10,covariance,LA,f1_HYP,0.5960502692998204,0.5474683544303798,0.048581914869440634,0.9184935946301506
resnet,17,bandpass,10,covariance,LL,macro_auroc,0.9068922993183458,0.8839898747887341,0.022902424529611665,0.9747462575789863
resnet,17,bandpass,10,covariance,LL,macro_ap,0.7807184945903615,0.7442089200542085,0.036509574536153,0.9532359297364121
