model,kind,snr,active,comparison,condition,outcome,mean_difference,ci95_low,ci95_high,p_value,p_holm,standardized_effect,n_patients,n_records,n_seeds,inference_unit,bootstrap_seed,bootstrap_count,permutation_seed,permutation_count,permutation_method,holm_family,status,patient_median,patient_fraction_positive,mean_without_largest_1pct_abs,mean_without_largest_5pct_abs
resnet,bandpass,10,LL,noisy_minus_clean,electrode,loss,0.050777362746036954,0.043127072637382455,0.05832820368412549,9.999000099990002e-05,,0.3037701000805566,1877,2158,3,patient,1575529981694549523,2000,8302068484319941171,10000,monte_carlo_sign_flip_plus_one,exploratory_uncorrected,ok,0.05209731530848057,0.7192328183271177,0.053466166316238156,0.052588525758402865
resnet,bandpass,10,LL,noisy_minus_clean,electrode,mean_probability,0.016267101447769165,0.01530385135880999,0.017194614188643795,9.999000099990002e-05,,0.766735997771121,1877,2158,3,patient,7066134283857520385,2000,5911177706772803239,10000,monte_carlo_sign_flip_plus_one,exploratory_uncorrected,ok,0.012487616424914449,0.851891315929675,0.01567854114492393,0.014114218900893788
resnet,bandpass,10,LL,noisy_minus_clean,electrode,probability_shift,0.08875882389518772,0.0866155119488868,0.09108269810698594,9.999000099990002e-05,,1.7774951390276947,1877,2158,3,patient,10177732541266161733,2000,15968993033795107846,10000,monte_carlo_sign_flip_plus_one,exploratory_uncorrected,ok,0.0822668305132538,1.0,0.08707453600393983,0.08236559057282286
resnet,bandpass,10,LL,noisy_minus_clean,electrode,macro_auroc,-0.017295454297181045,-0.03448355558135968,-0.00010735301300240918,,,,1877,2158,3,training_seed,,0,,0,not_tested,not_tested,seed_t_interval_fragile_with_few_seeds,,,,
resnet,bandpass,10,LL,noisy_minus_clean,electrode,macro_ap,-0.02870989729670585,-0.05752924830459875,0.00010945371118704916,,,,1877,2158,3,training_seed,,0,,0,not_tested,not_tested,seed_t_interval_fragile_with_few_seeds,,,,
resnet,bandpass,10,LL,noisy_minus_clean,electrode,macro_f1,-0.04641785277357687,-0.07806754509884237,-0.01476816044831137,,,,1877,2158,3,training_seed,,0,,0,not_tested,not_tested,seed_t_interval_fragile_with_few_seeds,,,,
resnet,bandpass,10,LL,noisy_minus_clean,independent_rms,loss,0.021401533946545436,0.01655548042498153,0.02587382699068281,9.999000099990002e-05,,0.20366953418712727,1877,2158,3,patient,5589614949976245586,2000,8321093598031687520,10000,monte_carlo_sign_flip_plus_one,exploratory_uncorrected,ok,0.024989672567390403,0.6968566862013852,0.023830712434415882,0.023765844824259728
resnet,bandpass,10,LL,noisy_minus_clean,independent_rms,mean_probability,0.011630959266762091,0.010879463164057069,0.01233985288726991,9.999000099990002e-05,,0.7178960913830391,1877,2158,3,patient,4401721599743086538,2000,16173009613251083295,10000,monte_carlo_sign_flip_plus_one,exploratory_uncorrected,ok,0.008966758071134487,0.8609483217900906,0.01117560573291546,0.009911873929705434
resnet,bandpass,10,LL,noisy_minus_clean,independent_rms,probability_shift,0.05653247832935123,0.05503569598047068,0.05813966657665728,9.999000099990002e-05,,1.6574714197309932,1877,2158,3,patient,10219362987863312681,2000,3255851368170351486,10000,monte_carlo_sign_flip_plus_one,exploratory_uncorrected,ok,0.05055407918989659,1.0,0.05523485622536065,0.05172044590744111
resnet,bandpass,10,LL,noisy_minus_clean,independent_rms,macro_auroc,-0.009875189760617223,-0.01885631874936275,-0.0008940607718716988,,,,1877,2158,3,training_seed,,0,,0,not_tested,not_tested,seed_t_interval_fragile_with_few_seeds,,,,
