kind,condition,lead_i,lead_j,covariance
bw,covariance,V2,V2,0.00609188575292679
bw,covariance,V2,V3,0.0013334855624685686
bw,covariance,V2,V4,0.0008341000530959033
bw,covariance,V2,V5,0.0008857986298449901
bw,covariance,V2,V6,0.0006479605680076439
bw,covariance,V3,I,2.3813267773838304e-05
bw,covariance,V3,II,-0.0003126950415512553
bw,covariance,V3,III,-0.0003365083093250943
bw,covariance,V3,aVR,0.00014444088688870827
bw,covariance,V3,aVL,0.00018016078854946638
bw,covariance,V3,aVF,-0.00032460167543817505
bw,covariance,V3,V1,0.0012740551365791606
bw,covariance,V3,V2,0.0013334855624685686
bw,covariance,V3,V3,0.006047077134769391
bw,covariance,V3,V4,0.001211812377987867
bw,covariance,V3,V5,0.0016643065410729763
bw,covariance,V3,V6,0.0013713170156628715
bw,covariance,V4,I,-7.843358248718239e-05
bw,covariance,V4,II,-0.00016299558999039433
bw,covariance,V4,III,-8.456200750321252e-05
bw,covariance,V4,aVR,0.00012071458623878811
bw,covariance,V4,aVL,3.0642125080154023e-06
bw,covariance,V4,aVF,-0.00012377879874680354
bw,covariance,V4,V1,0.001153659515735174
bw,covariance,V4,V2,0.0008341000530959033
bw,covariance,V4,V3,0.001211812377987867
bw,covariance,V4,V4,0.005315191114374505
bw,covariance,V4,V5,0.000837213667334756
bw,covariance,V4,V6,0.0004399435030077569
bw,covariance,V5,I,0.00039900832275189933
bw,covariance,V5,II,0.00019199273523362134
bw,covariance,V5,III,-0.0002070155875182779
bw,covariance,V5,aVR,-0.00029550052899276097
bw,covariance,V5,aVL,0.00030301195513508886
bw,covariance,V5,aVF,-7.511426142328333e-06
bw,covariance,V5,V1,0.0011372378162041294
bw,covariance,V5,V2,0.0008857986298449901
bw,covariance,V5,V3,0.0016643065410729763
bw,covariance,V5,V4,0.000837213667334756
bw,covariance,V5,V5,0.006306053651264901
bw,covariance,V5,V6,0.0011956172590279499
bw,covariance,V6,I,-3.3378901072213514e-06
bw,covariance,V6,II,-0.00026719480736469664
bw,covariance,V6,III,-0.00026385691725747573
bw,covariance,V6,aVR,0.0001352663487359585
bw,covariance,V6,aVL,0.00013025951357512768
bw,covariance,V6,aVF,-0.0002655258623110862
bw,covariance,V6,V1,0.0011945010713295026
bw,covariance,V6,V2,0.0006479605680076439
bw,covariance,V6,V3,0.0013713170156628715
bw,covariance,V6,V4,0.0004399435030077569
bw,covariance,V6,V5,0.0011956172590279499
bw,covariance,V6,V6,0.004686659356585283
ma,independent,I,I,0.0053886831357617794
ma,independent,I,II,0.0001381591673156194
ma,independent,I,III,-0.0002033121074534881
ma,independent,I,aVR,0.00045978026252239815
ma,independent,I,aVL,-5.901905167665093e-05
ma,independent,I,aVF,1.4507699060933731e-05
ma,independent,I,V1,-2.4212728233633577e-05
ma,independent,I,V2,-5.8368677066655766e-05
ma,independent,I,V3,0.00012938229298338366
ma,independent,I,V4,0.00021374409395033745
ma,independent,I,V5,0.0003450044330884939
ma,independent,I,V6,0.000133014205755445
ma,independent,II,I,0.0001381591673156194
ma,independent,II,II,0.00550221734139083
ma,independent,II,III,0.00023699756737686245
ma,independent,II,aVR,-6.098637881300245e-05
ma,independent,II,aVL,-0.00028812245389491664
ma,independent,II,aVF,-0.00021519800676829658
ma,independent,II,V1,0.00019384619632095262
ma,independent,II,V2,-0.00031688908166944106
ma,independent,II,V3,0.00022567377931170902
ma,independent,II,V4,-0.00022886938605210975
ma,independent,II,V5,0.00031014168613569275
ma,independent,II,V6,0.0002492203288152252
ma,independent,III,I,-0.0002033121074534881
ma,independent,III,II,0.00023699756737686245
ma,independent,III,III,0.006066114991966816
ma,independent,III,aVR,-0.0005068309958109387
ma,independent,III,aVL,-0.0001403007586254919
ma,independent,III,aVF,0.00013120399275914243
ma,independent,III,V1,0.0003203915055959118
ma,independent,III,V2,3.028330533586069e-07
ma,independent,III,V3,1.0549200320058603e-05
ma,independent,III,V4,-0.0005400102198042949
ma,independent,III,V5,-0.0003247960210393964
ma,independent,III,V6,0.0002719771691046166
ma,independent,aVR,I,0.00045978026252239815
ma,independent,aVR,II,-6.098637881300245e-05
ma,independent,aVR,III,-0.0005068309958109387
ma,independent,aVR,aVR,0.005003706361978806
ma,independent,aVR,aVL,0.00011711724363057986
ma,independent,aVR,aVF,6.905119023895546e-05
ma,independent,aVR,V1,0.00021652674760979675
ma,independent,aVR,V2,3.777025478855005e-05
ma,independent,aVR,V3,6.37285013746751e-05
ma,independent,aVR,V4,5.659704881164609e-05
ma,independent,aVR,V5,0.0003393892861539072
ma,independent,aVR,V6,7.519713679027436e-05
ma,independent,aVL,I,-5.901905167665093e-05
ma,independent,aVL,II,-0.00028812245389491664
ma,independent,aVL,III,-0.0001403007586254919
ma,independent,aVL,aVR,0.00011711724363057986
ma,independent,aVL,aVL,0.005168293002270153
ma,independent,aVL,aVF,3.5827277217371983e-07
ma,independent,aVL,V1,1.5041296881278296e-05
ma,independent,aVL,V2,7.51706651038768e-05
ma,independent,aVL,V3,4.524170208620346e-05
ma,independent,aVL,V4,2.817944403815529e-05
ma,independent,aVL,V5,-0.000139914224943073
ma,independent,aVL,V6,-0.00019045260795691007
ma,independent,aVF,I,1.4507699060933731e-05
ma,independent,aVF,II,-0.00021519800676829658
ma,independent,aVF,III,0.00013120399275914243
ma,independent,aVF,aVR,6.905119023895546e-05
ma,independent,aVF,aVL,3.5827277217371983e-07
ma,independent,aVF,aVF,0.004262260130402323
ma,independent,aVF,V1,-0.0002248288489225254
ma,independent,aVF,V2,0.00038550737696839595
ma,independent,aVF,V3,9.833127812943247e-05
ma,independent,aVF,V4,-0.00010770481333659465
ma,independent,aVF,V5,-0.00011629874002308397
ma,independent,aVF,V6,1.8521013210826633e-05
ma,independent,V1,I,-2.4212728233633577e-05
ma,independent,V1,II,0.00019384619632095262
ma,independent,V1,III,0.0003203915055959118
ma,independent,V1,aVR,0.00021652674760979675
ma,independent,V1,aVL,1.5041296881278296e-05
ma,independent,V1,aVF,-0.0002248288489225254
ma,independent,V1,V1,0.005831980143581686
ma,independent,V1,V2,-0.0003026334714078138
ma,independent,V1,V3,0.00015555829498819644
ma,independent,V1,V4,8.322944849668064e-05
ma,independent,V1,V5,0.00026404132669899106
ma,independent,V1,V6,2.050715781515396e-06
ma,independent,V2,I,-5.8368677066655766e-05
ma,independent,V2,II,-0.00031688908166944106
ma,independent,V2,III,3.028330533586069e-07
ma,independent,V2,aVR,3.777025478855005e-05
ma,independent,V2,aVL,7.51706651038768e-05
ma,independent,V2,aVF,0.00038550737696839595
ma,independent,V2,V1,-0.0003026334714078138
ma,independent,V2,V2,0.006073824535959602
ma,independent,V2,V3,-9.967511254003455e-05
ma,independent,V2,V4,0.00013147609949766846
ma,independent,V2,V5,-0.0006662012309241295
ma,independent,V2,V6,6.423025653280577e-05
ma,independent,V3,I,0.00012938229298338366
ma,independent,V3,II,0.00022567377931170902
ma,independent,V3,III,1.0549200320058603e-05
ma,independent,V3,aVR,6.37285013746751e-05
ma,independent,V3,aVL,4.524170208620346e-05
ma,independent,V3,aVF,9.833127812943247e-05
ma,independent,V3,V1,0.00015555829498819644
ma,independent,V3,V2,-9.967511254003455e-05
ma,independent,V3,V3,0.004640785506390627
ma,independent,V3,V4,-9.03031486659258e-05
ma,independent,V3,V5,-0.00021252786657747615
ma,independent,V3,V6,5.17110047094616e-05
ma,independent,V4,I,0.00021374409395033745
ma,independent,V4,II,-0.00022886938605210975
ma,independent,V4,III,-0.0005400102198042949
ma,independent,V4,aVR,5.659704881164609e-05
ma,independent,V4,aVL,2.817944403815529e-05
ma,independent,V4,aVF,-0.00010770481333659465
ma,independent,V4,V1,8.322944849668064e-05
ma,independent,V4,V2,0.00013147609949766846
ma,independent,V4,V3,-9.03031486659258e-05
ma,independent,V4,V4,0.00429951452216002
ma,independent,V4,V5,0.0004190678914709693
ma,independent,V4,V6,4.227286590697597e-05
ma,independent,V5,I,0.0003450044330884939
ma,independent,V5,II,0.00031014168613569275
ma,independent,V5,III,-0.0003247960210393964
ma,independent,V5,aVR,0.0003393892861539072
ma,independent,V5,aVL,-0.000139914224943073
ma,independent,V5,aVF,-0.00011629874002308397
ma,independent,V5,V1,0.00026404132669899106
ma,independent,V5,V2,-0.0006662012309241295
ma,independent,V5,V3,-0.00021252786657747615
ma,independent,V5,V4,0.0004190678914709693
ma,independent,V5,V5,0.00601507065313905
ma,independent,V5,V6,0.00013533781381896523
ma,independent,V6,I,0.000133014205755445
ma,independent,V6,II,0.0002492203288152252
ma,independent,V6,III,0.0002719771691046166
ma,independent,V6,aVR,7.519713679027436e-05
ma,independent,V6,aVL,-0.00019045260795691007
ma,independent,V6,aVF,1.8521013210826633e-05
ma,independent,V6,V1,2.050715781515396e-06
ma,independent,V6,V2,6.423025653280577e-05
ma,independent,V6,V3,5.17110047094616e-05
ma,independent,V6,V4,4.227286590697597e-05
ma,independent,V6,V5,0.00013533781381896523
ma,independent,V6,V6,0.004964992060105917
ma,independent_rms,I,I,0.0062682923211760215
ma,independent_rms,I,II,0.00019561117784554035
ma,independent_rms,I,III,-0.00032296381439469264
ma,independent_rms,I,aVR,0.0004056818200395098
ma,independent_rms,I,aVL,-2.3383424800987765e-05
ma,independent_rms,I,aVF,-2.4830544255825925e-05
ma,independent_rms,I,V1,-0.00017491348040367106
ma,independent_rms,I,V2,3.50243708271655e-05
ma,independent_rms,I,V3,4.107971672168167e-05
ma,independent_rms,I,V4,0.00025259915808949603
ma,independent_rms,I,V5,0.00025046408286329353
ma,independent_rms,I,V6,1.7641603937210588e-05
ma,independent_rms,II,I,0.00019561117784554035
ma,independent_rms,II,II,0.0062606745215464145
ma,independent_rms,II,III,5.357773606364033e-05
ma,independent_rms,II,aVR,-7.650306225563951e-05
ma,independent_rms,II,aVL,-0.0002673588318957115
ma,independent_rms,II,aVF,-0.00021459652403836126
ma,independent_rms,II,V1,0.000326439803831665
ma,independent_rms,II,V2,-4.0335302096067304e-05
ma,independent_rms,II,V3,0.0001185158280278782
ma,independent_rms,II,V4,-0.00021091786913651534
ma,independent_rms,II,V5,0.0002351688049919631
ma,independent_rms,II,V6,-2.5728911551825398e-05
ma,independent_rms,III,I,-0.00032296381439469264
ma,independent_rms,III,II,5.357773606364033e-05
ma,independent_rms,III,III,0.006220973323666844
ma,independent_rms,III,aVR,-0.0003843933023031308
ma,independent_rms,III,aVL,-0.00019595953731463075
ma,independent_rms,III,aVF,-8.588140070512089e-05
ma,independent_rms,III,V1,0.00025534688999947575
ma,independent_rms,III,V2,1.4301965695503375e-05
ma,independent_rms,III,V3,-1.6920595018348372e-06
ma,independent_rms,III,V4,-0.0003780432713044815
ma,independent_rms,III,V5,-0.0002212699700203132
ma,independent_rms,III,V6,8.9872044664819e-05
ma,independent_rms,aVR,I,0.0004056818200395098
ma,independent_rms,aVR,II,-7.650306225563951e-05
ma,independent_rms,aVR,III,-0.0003843933023031308
ma,independent_rms,aVR,aVR,0.004709240090444508
ma,independent_rms,aVR,aVL,0.00015370333902891306
ma,independent_rms,aVR,aVF,0.00014667398666415082
ma,independent_rms,aVR,V1,0.00014087231715759313
ma,independent_rms,aVR,V2,0.00011590204996800738
ma,independent_rms,aVR,V3,-3.1377938525727276e-05
ma,independent_rms,aVR,V4,-5.136508437413438e-05
ma,independent_rms,aVR,V5,0.0002797612517683804
ma,independent_rms,aVR,V6,-2.7448145167305137e-05
ma,independent_rms,aVL,I,-2.3383424800987765e-05
ma,independent_rms,aVL,II,-0.0002673588318957115
ma,independent_rms,aVL,III,-0.00019595953731463075
ma,independent_rms,aVL,aVR,0.00015370333902891306
ma,independent_rms,aVL,aVL,0.004679464192034828
ma,independent_rms,aVL,aVF,-9.114058174531568e-05
ma,independent_rms,aVL,V1,-0.00015643169196564007
ma,independent_rms,aVL,V2,9.88177606468942e-05
ma,independent_rms,aVL,V3,0.0001596229334454897
ma,independent_rms,aVL,V4,9.917806665396181e-05
ma,independent_rms,aVL,V5,-9.402563330898512e-05
ma,independent_rms,aVL,V6,-0.00019097966057732968
ma,independent_rms,aVF,I,-2.4830544255825925e-05
ma,independent_rms,aVF,II,-0.00021459652403836126
ma,independent_rms,aVF,III,-8.588140070512089e-05
ma,independent_rms,aVF,aVR,0.00014667398666415082
ma,independent_rms,aVF,aVL,-9.114058174531568e-05
ma,independent_rms,aVF,aVF,0.004673750842312622
ma,independent_rms,aVF,V1,-0.00010757823771199331
ma,independent_rms,aVF,V2,0.00024910936896676487
ma,independent_rms,aVF,V3,-4.358209769462152e-05
ma,independent_rms,aVF,V4,-5.445508417570482e-05
ma,independent_rms,aVF,V5,-0.00020740036996397154
ma,independent_rms,aVF,V6,-4.7119351276413896e-05
ma,independent_rms,V1,I,-0.00017491348040367106
ma,independent_rms,V1,II,0.000326439803831665
ma,independent_rms,V1,III,0.00025534688999947575
ma,independent_rms,V1,aVR,0.00014087231715759313
ma,independent_rms,V1,aVL,-0.00015643169196564007
ma,independent_rms,V1,aVF,-0.00010757823771199331
ma,independent_rms,V1,V1,0.006078624188105748
ma,independent_rms,V1,V2,-6.218019095593579e-05
ma,independent_rms,V1,V3,9.903777452203102e-05
ma,independent_rms,V1,V4,8.9693403674206e-05
ma,independent_rms,V1,V5,0.0002631755518675835
ma,independent_rms,V1,V6,5.196092511107182e-05
ma,independent_rms,V2,I,3.50243708271655e-05
ma,independent_rms,V2,II,-4.0335302096067304e-05
ma,independent_rms,V2,III,1.4301965695503375e-05
ma,independent_rms,V2,aVR,0.00011590204996800738
ma,independent_rms,V2,aVL,9.88177606468942e-05
ma,independent_rms,V2,aVF,0.00024910936896676487
ma,independent_rms,V2,V1,-6.218019095593579e-05
ma,independent_rms,V2,V2,0.005157496443775545
ma,independent_rms,V2,V3,7.36869273239371e-07
ma,independent_rms,V2,V4,0.00020293576196002153
ma,independent_rms,V2,V5,-0.00039614928873108206
ma,independent_rms,V2,V6,6.23022426753119e-05
ma,independent_rms,V3,I,4.107971672168167e-05
ma,independent_rms,V3,II,0.0001185158280278782
ma,independent_rms,V3,III,-1.6920595018348372e-06
ma,independent_rms,V3,aVR,-3.1377938525727276e-05
ma,independent_rms,V3,aVL,0.0001596229334454897
ma,independent_rms,V3,aVF,-4.358209769462152e-05
ma,independent_rms,V3,V1,9.903777452203102e-05
ma,independent_rms,V3,V2,7.36869273239371e-07
ma,independent_rms,V3,V3,0.004775559540063711
ma,independent_rms,V3,V4,-0.00023149953848460394
ma,independent_rms,V3,V5,-0.000433122124019062
ma,independent_rms,V3,V6,-1.5507032965369095e-05
ma,independent_rms,V4,I,0.00025259915808949603
ma,independent_rms,V4,II,-0.00021091786913651534
ma,independent_rms,V4,III,-0.0003780432713044815
ma,independent_rms,V4,aVR,-5.136508437413438e-05
ma,independent_rms,V4,aVL,9.917806665396181e-05
ma,independent_rms,V4,aVF,-5.445508417570482e-05
ma,independent_rms,V4,V1,8.9693403674206e-05
ma,independent_rms,V4,V2,0.00020293576196002153
ma,independent_rms,V4,V3,-0.00023149953848460394
ma,independent_rms,V4,V4,0.004912725570951223
ma,independent_rms,V4,V5,0.00036568960504487454
ma,independent_rms,V4,V6,0.00013493913080178457
ma,independent_rms,V5,I,0.00025046408286329353
ma,independent_rms,V5,II,0.0002351688049919631
ma,independent_rms,V5,III,-0.0002212699700203132
ma,independent_rms,V5,aVR,0.0002797612517683804
ma,independent_rms,V5,aVL,-9.402563330898512e-05
ma,independent_rms,V5,aVF,-0.00020740036996397154
ma,independent_rms,V5,V1,0.0002631755518675835
ma,independent_rms,V5,V2,-0.00039614928873108206
ma,independent_rms,V5,V3,-0.000433122124019062
ma,independent_rms,V5,V4,0.00036568960504487454
ma,independent_rms,V5,V5,0.004678093024518953
ma,independent_rms,V5,V6,0.00013208927231589
ma,independent_rms,V6,I,1.7641603937210588e-05
ma,independent_rms,V6,II,-2.5728911551825398e-05
ma,independent_rms,V6,III,8.9872044664819e-05
ma,independent_rms,V6,aVR,-2.7448145167305137e-05
ma,independent_rms,V6,aVL,-0.00019097966057732968
ma,independent_rms,V6,aVF,-4.7119351276413896e-05
ma,independent_rms,V6,V1,5.196092511107182e-05
ma,independent_rms,V6,V2,6.23022426753119e-05
ma,independent_rms,V6,V3,-1.5507032965369095e-05
ma,independent_rms,V6,V4,0.00013493913080178457
ma,independent_rms,V6,V5,0.00013208927231589
ma,independent_rms,V6,V6,0.004802548326511193
ma,electrode,I,I,0.00626829232117602
ma,electrode,I,II,0.003153996759527798
ma,electrode,I,III,-0.003114295561648223
ma,electrode,I,aVR,-0.004711144540351909
ma,electrode,I,aVL,0.004691293941412122
ma,electrode,I,aVF,1.9850598939787596e-05
ma,electrode,I,V1,1.2076673687068436e-05
ma,electrode,I,V2,2.2174683640664015e-05
ma,electrode,I,V3,-0.00022944240441607778
ma,electrode,I,V4,-0.00021698298556267553
ma,electrode,I,V5,-4.402539872251007e-05
ma,electrode,I,V6,-0.00011780204388867927
ma,electrode,II,I,0.003153996759527798
ma,electrode,II,II,0.0062606745215464145
ma,electrode,II,III,0.003106677762018617
ma,electrode,II,aVR,-0.004707335640537107
ma,electrode,II,aVL,2.3659498754590452e-05
ma,electrode,II,aVF,0.004683676141782518
ma,electrode,II,V1,0.00015036907574288632
ma,electrode,II,V2,-6.519154021027298e-05
ma,electrode,II,V3,1.689127082567256e-06
ma,electrode,II,V4,-3.95224392339143e-05
ma,electrode,II,V5,0.00018564724825524817
ma,electrode,II,V6,-0.00015564885701572828
ma,electrode,III,I,-0.003114295561648223
ma,electrode,III,II,0.003106677762018617
ma,electrode,III,III,0.006220973323666843
ma,electrode,III,aVR,3.8088998148029343e-06
ma,electrode,III,aVL,-0.0046676344426575325
ma,electrode,III,aVF,0.00466382554284273
ma,electrode,III,V1,0.00013829240205581796
ma,electrode,III,V2,-8.736622385093703e-05
ma,electrode,III,V3,0.00023113153149864493
ma,electrode,III,V4,0.00017746054632876125
ma,electrode,III,V5,0.0002296726469777584
ma,electrode,III,V6,-3.784681312704938e-05
ma,electrode,aVR,I,-0.004711144540351909
ma,electrode,aVR,II,-0.004707335640537107
ma,electrode,aVR,III,3.8088998148029343e-06
ma,electrode,aVR,aVR,0.004709240090444508
ma,electrode,aVR,aVL,-0.0023574767200833574
ma,electrode,aVR,aVF,-0.002351763370361152
ma,electrode,aVR,V1,-8.12228747149774e-05
ma,electrode,aVR,V2,2.1508428284804426e-05
ma,electrode,aVR,V3,0.00011387663866675522
ma,electrode,aVR,V4,0.00012825271239829485
ma,electrode,aVR,V5,-7.081092476636897e-05
ma,electrode,aVR,V6,0.0001367254504522038
ma,electrode,aVL,I,0.004691293941412122
ma,electrode,aVL,II,2.3659498754590452e-05
ma,electrode,aVL,III,-0.0046676344426575325
ma,electrode,aVL,aVR,-0.0023574767200833574
ma,electrode,aVL,aVL,0.004679464192034827
ma,electrode,aVL,aVF,-0.002321987471951471
ma,electrode,aVL,V1,-6.310786418437481e-05
ma,electrode,aVL,V2,5.477045374580057e-05
ma,electrode,aVL,V3,-0.00023028696795736127
ma,electrode,aVL,V4,-0.0001972217659457184
ma,electrode,aVL,V5,-0.00013684902285013417
ma,electrode,aVL,V6,-3.997761538081487e-05
ma,electrode,aVF,I,1.9850598939787596e-05
ma,electrode,aVF,II,0.004683676141782518
ma,electrode,aVF,III,0.00466382554284273
ma,electrode,aVF,aVR,-0.002351763370361152
ma,electrode,aVF,aVL,-0.002321987471951471
ma,electrode,aVF,aVF,0.004673750842312622
ma,electrode,aVF,V1,0.000144330738899352
ma,electrode,aVF,V2,-7.627888203060489e-05
ma,electrode,aVF,V3,0.00011641032929060595
ma,electrode,aVF,V4,6.896905354742354e-05
ma,electrode,aVF,V5,0.00020765994761650324
ma,electrode,aVF,V6,-9.674783507138896e-05
ma,electrode,V1,I,1.2076673687068436e-05
ma,electrode,V1,II,0.00015036907574288632
ma,electrode,V1,III,0.00013829240205581796
ma,electrode,V1,aVR,-8.12228747149774e-05
ma,electrode,V1,aVL,-6.310786418437481e-05
ma,electrode,V1,aVF,0.000144330738899352
ma,electrode,V1,V1,0.006078624188105747
ma,electrode,V1,V2,0.0008475342801551003
ma,electrode,V1,V3,0.0010745505316552227
ma,electrode,V1,V4,0.0010390998247079514
ma,electrode,V1,V5,0.0008294055938048011
ma,electrode,V1,V6,0.0013061799330943715
ma,electrode,V2,I,2.2174683640664015e-05
ma,electrode,V2,II,-6.519154021027298e-05
ma,electrode,V2,III,-8.736622385093703e-05
ma,electrode,V2,aVR,2.1508428284804426e-05
ma,electrode,V2,aVL,5.477045374580057e-05
ma,electrode,V2,aVF,-7.627888203060489e-05
ma,electrode,V2,V1,0.0008475342801551003
ma,electrode,V2,V2,0.005157496443775547
ma,electrode,V2,V3,0.0008068971029015967
ma,electrode,V2,V4,0.0011846058057625652
ma,electrode,V2,V5,0.0013427029947136846
ma,electrode,V2,V6,0.0010824156072130806
ma,electrode,V3,I,-0.00022944240441607778
ma,electrode,V3,II,1.689127082567256e-06
ma,electrode,V3,III,0.00023113153149864493
ma,electrode,V3,aVR,0.00011387663866675522
ma,electrode,V3,aVL,-0.00023028696795736127
ma,electrode,V3,aVF,0.00011641032929060595
ma,electrode,V3,V1,0.0010745505316552227
ma,electrode,V3,V2,0.0008068971029015967
ma,electrode,V3,V3,0.004775559540063709
ma,electrode,V3,V4,0.0009427740512790695
ma,electrode,V3,V5,0.0011586761062467213
ma,electrode,V3,V6,0.0007972720388289133
ma,electrode,V4,I,-0.00021698298556267553
ma,electrode,V4,II,-3.95224392339143e-05
ma,electrode,V4,III,0.00017746054632876125
ma,electrode,V4,aVR,0.00012825271239829485
ma,electrode,V4,aVL,-0.0001972217659457184
ma,electrode,V4,aVF,6.896905354742354e-05
ma,electrode,V4,V1,0.0010390998247079514
ma,electrode,V4,V2,0.0011846058057625652
ma,electrode,V4,V3,0.0009427740512790695
ma,electrode,V4,V4,0.0049127255709512235
ma,electrode,V4,V5,0.0013675161414231063
ma,electrode,V4,V6,0.001048728674265577
ma,electrode,V5,I,-4.402539872251007e-05
ma,electrode,V5,II,0.00018564724825524817
ma,electrode,V5,III,0.0002296726469777584
ma,electrode,V5,aVR,-7.081092476636897e-05
ma,electrode,V5,aVL,-0.00013684902285013417
ma,electrode,V5,aVF,0.00020765994761650324
ma,electrode,V5,V1,0.0008294055938048011
ma,electrode,V5,V2,0.0013427029947136846
ma,electrode,V5,V3,0.0011586761062467213
ma,electrode,V5,V4,0.0013675161414231063
ma,electrode,V5,V5,0.004678093024518952
ma,electrode,V5,V6,0.0008176779373144079
ma,electrode,V6,I,-0.00011780204388867927
ma,electrode,V6,II,-0.00015564885701572828
ma,electrode,V6,III,-3.784681312704938e-05
ma,electrode,V6,aVR,0.0001367254504522038
ma,electrode,V6,aVL,-3.997761538081487e-05
ma,electrode,V6,aVF,-9.674783507138896e-05
ma,electrode,V6,V1,0.0013061799330943715
ma,electrode,V6,V2,0.0010824156072130806
ma,electrode,V6,V3,0.0007972720388289133
ma,electrode,V6,V4,0.001048728674265577
ma,electrode,V6,V5,0.0008176779373144079
ma,electrode,V6,V6,0.0048025483265111924
ma,covariance,I,I,0.006268292321176023
ma,covariance,I,II,0.0031539967595277984
ma,covariance,I,III,-0.003114295561648222
ma,covariance,I,aVR,-0.004711144540351909
ma,covariance,I,aVL,0.00469129394141212
ma,covariance,I,aVF,1.9850598939787802e-05
ma,covariance,I,V1,1.2076673687068887e-05
ma,covariance,I,V2,2.2174683640663368e-05
ma,covariance,I,V3,-0.00022944240441607753
ma,covariance,I,V4,-0.00021698298556267542
ma,covariance,I,V5,-4.4025398722510764e-05
ma,covariance,I,V6,-0.00011780204388867947
ma,covariance,II,I,0.0031539967595277984
ma,covariance,II,II,0.006260674521546416
ma,covariance,II,III,0.0031066777620186183
ma,covariance,II,aVR,-0.004707335640537106
ma,covariance,II,aVL,2.3659498754589995e-05
ma,covariance,II,aVF,0.004683676141782516
ma,covariance,II,V1,0.00015036907574288654
ma,covariance,II,V2,-6.519154021027413e-05
ma,covariance,II,V3,1.6891270825674583e-06
ma,covariance,II,V4,-3.9522439233914856e-05
ma,covariance,II,V5,0.00018564724825524724
ma,covariance,II,V6,-0.00015564885701572825
ma,covariance,III,I,-0.003114295561648222
ma,covariance,III,II,0.0031066777620186183
ma,covariance,III,III,0.006220973323666845
ma,covariance,III,aVR,3.808899814802062e-06
ma,covariance,III,aVL,-0.004667634442657531
ma,covariance,III,aVF,0.004663825542842731
ma,covariance,III,V1,0.0001382924020558172
ma,covariance,III,V2,-8.736622385093706e-05
ma,covariance,III,V3,0.00023113153149864472
ma,covariance,III,V4,0.0001774605463287607
ma,covariance,III,V5,0.00022967264697775828
ma,covariance,III,V6,-3.784681312704896e-05
ma,covariance,aVR,I,-0.004711144540351909
ma,covariance,aVR,II,-0.004707335640537106
ma,covariance,aVR,III,3.808899814802062e-06
ma,covariance,aVR,aVR,0.004709240090444506
ma,covariance,aVR,aVL,-0.002357476720083357
ma,covariance,aVR,aVF,-0.0023517633703611525
ma,covariance,aVR,V1,-8.122287471497775e-05
ma,covariance,aVR,V2,2.150842828480522e-05
ma,covariance,aVR,V3,0.0001138766386667551
ma,covariance,aVR,V4,0.00012825271239829493
ma,covariance,aVR,V5,-7.081092476636828e-05
ma,covariance,aVR,V6,0.0001367254504522041
ma,covariance,aVL,I,0.00469129394141212
ma,covariance,aVL,II,2.3659498754589995e-05
ma,covariance,aVL,III,-0.004667634442657531
ma,covariance,aVL,aVR,-0.002357476720083357
ma,covariance,aVL,aVL,0.004679464192034826
ma,covariance,aVL,aVF,-0.0023219874719514716
ma,covariance,aVL,V1,-6.3107864184374e-05
ma,covariance,aVL,V2,5.4770453745800115e-05
ma,covariance,aVL,V3,-0.00023028696795736125
ma,covariance,aVL,V4,-0.00019722176594571836
ma,covariance,aVL,V5,-0.00013684902285013468
ma,covariance,aVL,V6,-3.997761538081514e-05
ma,covariance,aVF,I,1.9850598939787802e-05
ma,covariance,aVF,II,0.004683676141782516
ma,covariance,aVF,III,0.004663825542842731
ma,covariance,aVF,aVR,-0.0023517633703611525
ma,covariance,aVF,aVL,-0.0023219874719514716
ma,covariance,aVF,aVF,0.004673750842312626
ma,covariance,aVF,V1,0.00014433073889935188
ma,covariance,aVF,V2,-7.6278882030605e-05
ma,covariance,aVF,V3,0.00011641032929060588
ma,covariance,aVF,V4,6.896905354742334e-05
ma,covariance,aVF,V5,0.0002076599476165027
ma,covariance,aVF,V6,-9.674783507138856e-05
ma,covariance,V1,I,1.2076673687068887e-05
ma,covariance,V1,II,0.00015036907574288654
ma,covariance,V1,III,0.0001382924020558172
ma,covariance,V1,aVR,-8.122287471497775e-05
ma,covariance,V1,aVL,-6.3107864184374e-05
ma,covariance,V1,aVF,0.00014433073889935188
ma,covariance,V1,V1,0.006078624188105746
ma,covariance,V1,V2,0.0008475342801550998
ma,covariance,V1,V3,0.0010745505316552223
ma,covariance,V1,V4,0.0010390998247079514
ma,covariance,V1,V5,0.0008294055938048009
ma,covariance,V1,V6,0.0013061799330943708
ma,covariance,V2,I,2.2174683640663368e-05
ma,covariance,V2,II,-6.519154021027413e-05
ma,covariance,V2,III,-8.736622385093706e-05
ma,covariance,V2,aVR,2.150842828480522e-05
ma,covariance,V2,aVL,5.4770453745800115e-05
ma,covariance,V2,aVF,-7.6278882030605e-05
ma,covariance,V2,V1,0.0008475342801550998
ma,covariance,V2,V2,0.005157496443775545
ma,covariance,V2,V3,0.0008068971029015966
ma,covariance,V2,V4,0.0011846058057625656
ma,covariance,V2,V5,0.001342702994713684
ma,covariance,V2,V6,0.00108241560721308
ma,covariance,V3,I,-0.00022944240441607753
ma,covariance,V3,II,1.6891270825674583e-06
ma,covariance,V3,III,0.00023113153149864472
ma,covariance,V3,aVR,0.0001138766386667551
