architecture,snr_db,train_seed,combo_id,noise_seed,combo_set,metric,unit,M_EE,M_IE,M_EI,M_II,g_E,g_I,gamma
resnet,15,17,LA_V3_V6,20001,heldout,absolute macro-AUROC,fraction,0.9100533023155719,0.9080338761431193,0.9086275132551638,0.9082122628027969,0.002019426172452654,0.00041525045236689984,0.0016041757200857543
resnet,15,17,LA_V3_V6,20002,heldout,absolute macro-AUROC,fraction,0.9082328045250654,0.9079931398970368,0.9088502844339367,0.9086556900335216,0.0002396646280286019,0.00019459440041502685,4.507022761357504e-05
resnet,15,17,LA_V3_V6,20003,heldout,absolute macro-AUROC,fraction,0.9084717090212301,0.9079313572504875,0.9090387775999931,0.9081794394906234,0.0005403517707426309,0.0008593381093696673,-0.0003189863386270364
resnet,15,17,LA_V3_V6,20004,heldout,absolute macro-AUROC,fraction,0.9081880950727677,0.9076894321506908,0.908444374912358,0.907851027176361,0.0004986629220768979,0.0005933477359969519,-9.468481392005401e-05
resnet,15,17,LA_V3_V6,20005,heldout,absolute macro-AUROC,fraction,0.9091140681503159,0.9085992349030751,0.9082874278330311,0.9086135638740483,0.0005148332472407757,-0.00032613604101727756,0.0008409692882580533
resnet,15,17,LA_V6,20001,heldout,absolute macro-AUROC,fraction,0.9100218576426787,0.9077656912075849,0.9087510835481872,0.9082993466946772,0.0022561664350938537,0.0004517368535100763,0.0018044295815837774
resnet,15,17,LA_V6,20002,heldout,absolute macro-AUROC,fraction,0.908459199946232,0.9077796440006043,0.9088568907440013,0.908585106000747,0.0006795559456277411,0.0002717847432542886,0.00040777120237345255
resnet,15,17,LA_V6,20003,heldout,absolute macro-AUROC,fraction,0.9085687004870471,0.9079508396004398,0.9090659552083791,0.9081384585868285,0.0006178608866073132,0.0009274966215505609,-0.0003096357349432477
resnet,15,17,LA_V6,20004,heldout,absolute macro-AUROC,fraction,0.9082145802504019,0.9074412318615938,0.9087492829355346,0.9078691297008185,0.0007733483888081594,0.00088015323471613,-0.00010680484590797068
resnet,15,17,LA_V6,20005,heldout,absolute macro-AUROC,fraction,0.90884072775406,0.9079559937246067,0.9080742946321015,0.9085298066384173,0.0008847340294533268,-0.0004555120063157725,0.0013402460357690993
resnet,15,17,LL,20001,heldout,absolute macro-AUROC,fraction,0.9088097819960558,0.9070630465774467,0.9086395340865767,0.9083582060061145,0.0017467354186090356,0.0002813280804622176,0.001465407338146818
resnet,15,17,LL,20002,heldout,absolute macro-AUROC,fraction,0.9077105692692126,0.9066185838515841,0.9089730789257867,0.9078976300477013,0.0010919854176284494,0.0010754488780854166,1.6536539543032802e-05
resnet,15,17,LL,20003,heldout,absolute macro-AUROC,fraction,0.9073422559693469,0.90623849939638,0.9086564426468238,0.9081290862922323,0.0011037565729669074,0.0005273563545914461,0.0005764002183754613
resnet,15,17,LL,20004,heldout,absolute macro-AUROC,fraction,0.9083444460914525,0.9064722228185025,0.9091344976000141,0.9085431474782191,0.0018722232729500021,0.000591350121795009,0.0012808731511549931
resnet,15,17,LL,20005,heldout,absolute macro-AUROC,fraction,0.907698025233921,0.906905844558124,0.9087337418408804,0.9086119908100976,0.0007921806757970051,0.00012175103078282401,0.0006704296450141811
resnet,15,17,LL_V1_V4,20001,heldout,absolute macro-AUROC,fraction,0.9088060536440586,0.9081233416045382,0.9086262564068284,0.9086097721171938,0.0006827120395204167,1.6484289634521865e-05,0.0006662277498858948
resnet,15,17,LL_V1_V4,20002,heldout,absolute macro-AUROC,fraction,0.908271742569668,0.9072770642790701,0.9089547214762899,0.9082119720378555,0.0009946782905979612,0.0007427494384343314,0.0002519288521636298
resnet,15,17,LL_V1_V4,20003,heldout,absolute macro-AUROC,fraction,0.9078681621831078,0.9068908099609689,0.9090205079731991,0.9083245347759179,0.0009773522221389053,0.0006959731972812078,0.0002813790248576975
resnet,15,17,LL_V1_V4,20004,heldout,absolute macro-AUROC,fraction,0.9084407375950952,0.9070508736001652,0.9090548754396627,0.9086282376445558,0.0013898639949300184,0.0004266377951068767,0.0009632261998231417
resnet,15,17,LL_V1_V4,20005,heldout,absolute macro-AUROC,fraction,0.9086141532310661,0.9076442526414802,0.9085946250812516,0.9084840755905772,0.0009699005895859036,0.00011054949067434983,0.0008593510989115538
resnet,15,17,LL_V4,20001,heldout,absolute macro-AUROC,fraction,0.9086830372756065,0.9077977408515601,0.9086252288804404,0.9084555179822364,0.0008852964240464445,0.00016971089820394525,0.0007155855258424992
resnet,15,17,LL_V4,20002,heldout,absolute macro-AUROC,fraction,0.9079196025839353,0.9074718955678776,0.9090258452362082,0.9083183579326006,0.0004477070160577856,0.0007074873036075902,-0.00025978028754980453
resnet,15,17,LL_V4,20003,heldout,absolute macro-AUROC,fraction,0.9076228429475204,0.906703495534855,0.9087556090432642,0.9079448257857603,0.0009193474126654166,0.0008107832575039442,0.00010856415516147244
resnet,15,17,LL_V4,20004,heldout,absolute macro-AUROC,fraction,0.9084578684494182,0.9071320614996136,0.9091516027720772,0.908475799205652,0.0013258069498046643,0.0006758035664251594,0.0006500033833795049
resnet,15,17,LL_V4,20005,heldout,absolute macro-AUROC,fraction,0.9083082451242955,0.9073053615352015,0.9088530350913351,0.9086175242189422,0.0010028835890940613,0.00023551087239293,0.0007673727167011313
resnet,15,17,RA,20001,heldout,absolute macro-AUROC,fraction,0.9082482102867981,0.9072764065092901,0.9091508059178521,0.9080813983120907,0.0009718037775080512,0.0010694076057614632,-9.760382825341196e-05
resnet,15,17,RA,20002,heldout,absolute macro-AUROC,fraction,0.9088515667383552,0.9071727319479145,0.9090630536952984,0.9084037797179612,0.0016788347904407308,0.0006592739773372269,0.0010195608131035039
resnet,15,17,RA,20003,heldout,absolute macro-AUROC,fraction,0.9083460798584776,0.9077550902712552,0.9089812770636939,0.9077805939876136,0.000590989587222368,0.0012006830760803444,-0.0006096934888579764
resnet,15,17,RA,20004,heldout,absolute macro-AUROC,fraction,0.9085667076230657,0.9064577113068701,0.9085461552072622,0.9085974994588133,0.002108996316195544,-5.134425155106648e-05,0.0021603405677466103
resnet,15,17,RA,20005,heldout,absolute macro-AUROC,fraction,0.9086952342129122,0.9077307979218308,0.9083712100139048,0.9090354465050325,0.0009644362910814497,-0.0006642364911277898,0.0016286727822092395
resnet,15,17,RA_LA_V1_V6,20001,heldout,absolute macro-AUROC,fraction,0.9096641055421634,0.9080964788105325,0.9089891378867941,0.9084137941932313,0.0015676267316309112,0.0005753436935628242,0.000992283038068087
resnet,15,17,RA_LA_V1_V6,20002,heldout,absolute macro-AUROC,fraction,0.9083659931822892,0.9073859619205541,0.9090189186453438,0.9083664788037937,0.0009800312617350704,0.0006524398415500565,0.00032759142018501386
resnet,15,17,RA_LA_V1_V6,20003,heldout,absolute macro-AUROC,fraction,0.9088563623165824,0.9082148817388473,0.9092183813292977,0.9080708085075226,0.0006414805777350541,0.0011475728217750225,-0.0005060922440399684
resnet,15,17,RA_LA_V1_V6,20004,heldout,absolute macro-AUROC,fraction,0.9088832575069956,0.907175266321261,0.9087645464831017,0.9082844338955903,0.0017079911857346142,0.0004801125875113499,0.0012278785982232643
resnet,15,17,RA_LA_V1_V6,20005,heldout,absolute macro-AUROC,fraction,0.9093601225890557,0.9076298292603833,0.9082918505756468,0.908753887373322,0.001730293328672472,-0.00046203679767520267,0.0021923301263476747
resnet,15,17,RA_V1,20001,heldout,absolute macro-AUROC,fraction,0.9081600974700331,0.9073209467583274,0.9090354994806722,0.9083813388633597,0.0008391507117057051,0.0006541606173124936,0.00018499009439321146
resnet,15,17,RA_V1,20002,heldout,absolute macro-AUROC,fraction,0.9088032029506664,0.9070838606533037,0.9090557663065579,0.908487401687295,0.0017193422973627026,0.0005683646192629066,0.001150977678099796
resnet,15,17,RA_V1,20003,heldout,absolute macro-AUROC,fraction,0.9089061102173852,0.9076648485280824,0.9092938847760271,0.9077930947641644,0.0012412616893028305,0.0015007900118627626,-0.0002595283225599321
resnet,15,17,RA_V1,20004,heldout,absolute macro-AUROC,fraction,0.9085269501132742,0.9066723939977243,0.9088025380771165,0.9087413386533207,0.0018545561155499657,6.119942379578802e-05,0.0017933566917541777
resnet,15,17,RA_V1,20005,heldout,absolute macro-AUROC,fraction,0.9091795299531986,0.9076849631142874,0.9082536598969441,0.9087659950031058,0.0014945668389112488,-0.0005123351061617765,0.0020069019450730252
resnet,15,17,RA_V2_V5,20001,heldout,absolute macro-AUROC,fraction,0.9086552645155448,0.90770336821238,0.9091111937395684,0.9080351661552527,0.0009518963031648342,0.0010760275843156863,-0.00012413128115085215
resnet,15,17,RA_V2_V5,20002,heldout,absolute macro-AUROC,fraction,0.9094510514423979,0.9078914286565156,0.9092920016489968,0.9088208821040489,0.0015596227858822864,0.00047111954494793995,0.0010885032409343465
resnet,15,17,RA_V2_V5,20003,heldout,absolute macro-AUROC,fraction,0.9083155924098012,0.9078256187701852,0.9091939408323382,0.9074780455880264,0.0004899736396160037,0.0017158952443118158,-0.0012259216046958121
resnet,15,17,RA_V2_V5,20004,heldout,absolute macro-AUROC,fraction,0.9090626873557568,0.9070279806830512,0.909024776627686,0.9087510265629135,0.002034706672705555,0.0002737500647724822,0.001760956607933073
resnet,15,17,RA_V2_V5,20005,heldout,absolute macro-AUROC,fraction,0.9089290864580782,0.908273929803812,0.9084189839422411,0.9083931521779895,0.0006551566542661869,2.5831764251527112e-05,0.0006293248900146597
resnet,15,29,LA,20001,heldout,absolute macro-AUROC,fraction,0.9074227361584434,0.9067248441409443,0.9071474237756805,0.9070370031654591,0.0006978920174990355,0.0001104206102213734,0.0005874714072776621
resnet,15,29,LA,20002,heldout,absolute macro-AUROC,fraction,0.9074332605564018,0.9066743466299372,0.9064533180369843,0.9067212356773808,0.0007589139264646549,-0.0002679176403965755,0.0010268315668612304
resnet,15,29,LA,20003,heldout,absolute macro-AUROC,fraction,0.9066254675498694,0.9063418196313433,0.9073909494537228,0.9079429879307185,0.0002836479185260865,-0.0005520384769956976,0.0008356863955217841
resnet,15,29,LA,20004,heldout,absolute macro-AUROC,fraction,0.9072384155347919,0.907048437020767,0.9073470548123839,0.9074702333201536,0.00018997851402491328,-0.00012317850776977224,0.0003131570217946855
resnet,15,29,LA,20005,heldout,absolute macro-AUROC,fraction,0.9070584252194858,0.9065668150196803,0.9070442899362693,0.9059478612116854,0.0004916101998054812,0.001096428724583931,-0.0006048185247784499
resnet,15,29,LA_V3_V6,20001,heldout,absolute macro-AUROC,fraction,0.9074679313524229,0.9067237275280853,0.907125327586168,0.9069792578978519,0.000744203824337597,0.00014606968831609723,0.0005981341360214998
resnet,15,29,LA_V3_V6,20002,heldout,absolute macro-AUROC,fraction,0.907455637908668,0.9069395630522677,0.9066030713317668,0.9068236990361498,0.0005160748564002615,-0.00022062770438302515,0.0007367025607832867
resnet,15,29,LA_V3_V6,20003,heldout,absolute macro-AUROC,fraction,0.9068729816500184,0.9069747777919375,0.9075667599023717,0.9080789102810651,-0.00010179614191907493,-0.0005121503786934545,0.00041035423677437954
resnet,15,29,LA_V3_V6,20004,heldout,absolute macro-AUROC,fraction,0.9072559464958256,0.9072288287565179,0.9075219375181813,0.9075902856484765,2.711773930774708e-05,-6.834813029521492e-05,9.5465869602962e-05
resnet,15,29,LA_V3_V6,20005,heldout,absolute macro-AUROC,fraction,0.9070992665205255,0.9069545903289182,0.9071694081626396,0.9061615950730673,0.00014467619160729583,0.001007813089572318,-0.0008631368979650222
resnet,15,29,LA_V6,20001,heldout,absolute macro-AUROC,fraction,0.9072989188586298,0.9065933785790827,0.9070957709559376,0.906765053119735,0.0007055402795470567,0.00033071783620264306,0.0003748224433444136
resnet,15,29,LA_V6,20002,heldout,absolute macro-AUROC,fraction,0.9072691172869511,0.9067409735791714,0.9065699509524633,0.9066229214846808,0.0005281437077797602,-5.297053221753334e-05,0.0005811142399972935
resnet,15,29,LA_V6,20003,heldout,absolute macro-AUROC,fraction,0.906534381610656,0.9066349922900313,0.9074321406720655,0.9079366418131107,-0.00010061067937527923,-0.0005045011410452771,0.00040389046166999787
resnet,15,29,LA_V6,20004,heldout,absolute macro-AUROC,fraction,0.9069052056624433,0.9068773726213151,0.9074871405099552,0.9074721982537446,2.7833041128189073e-05,1.4942256210570548e-05,1.2890784917618525e-05
resnet,15,29,LA_V6,20005,heldout,absolute macro-AUROC,fraction,0.9073239505195418,0.9067196884823288,0.9069290720858977,0.9059223107869341,0.000604262037213088,0.0010067612989635988,-0.00040249926175051076
resnet,15,29,LL,20001,heldout,absolute macro-AUROC,fraction,0.906148334678155,0.9054945736645731,0.9070858302525941,0.9067366569726486,0.0006537610135819438,0.00034917327994554714,0.0003045877336363967
resnet,15,29,LL,20002,heldout,absolute macro-AUROC,fraction,0.9071386716567147,0.9058158137024581,0.9062083319613337,0.9060787288128982,0.0013228579542565733,0.00012960314843546428,0.001193254805821109
resnet,15,29,LL,20003,heldout,absolute macro-AUROC,fraction,0.9066934681605332,0.9064401570420367,0.9070960890346891,0.9073599372002541,0.0002533111184964687,-0.0002638481655650171,0.0005171592840614858
resnet,15,29,LL,20004,heldout,absolute macro-AUROC,fraction,0.9068698556523126,0.9065378163863379,0.9072523050499939,0.9073098881138648,0.0003320392659746929,-5.758306387093626e-05,0.00038962232984562917
resnet,15,29,LL,20005,heldout,absolute macro-AUROC,fraction,0.9066506280152733,0.9061309020791345,0.9073710417947141,0.9070716651162793,0.000519725936138804,0.00029937667843471516,0.00022034925770408886
resnet,15,29,LL_V1_V4,20001,heldout,absolute macro-AUROC,fraction,0.906460067186529,0.9059760773366075,0.906954258360054,0.9068587570590261,0.00048398984992159555,9.550130102797816e-05,0.0003884885488936174
resnet,15,29,LL_V1_V4,20002,heldout,absolute macro-AUROC,fraction,0.9067403658515104,0.905946448293563,0.9061631137762705,0.9062522459272602,0.0007939175579474433,-8.91321509897125e-05,0.0008830497089371558
resnet,15,29,LL_V1_V4,20003,heldout,absolute macro-AUROC,fraction,0.9068772641836735,0.9069574879863523,0.9074454205492218,0.9078745540315923,-8.022380267880269e-05,-0.00042913348237050286,0.00034890967969170017
resnet,15,29,LL_V1_V4,20004,heldout,absolute macro-AUROC,fraction,0.9072975707424848,0.9067688659869539,0.9072629853419325,0.9075603517099451,0.0005287047555309066,-0.000297366368012586,0.0008260711235434925
resnet,15,29,LL_V1_V4,20005,heldout,absolute macro-AUROC,fraction,0.9064563241494235,0.9060651745417585,0.9075470334531435,0.907189256055776,0.00039114960766495344,0.0003577773973674203,3.337221029753312e-05
resnet,15,29,LL_V4,20001,heldout,absolute macro-AUROC,fraction,0.906517016412978,0.906093153932976,0.907219170401192,0.9068346928947774,0.0004238624800020352,0.00038447750641468215,3.9384973587353045e-05
resnet,15,29,LL_V4,20002,heldout,absolute macro-AUROC,fraction,0.9074661320320218,0.9061974658765685,0.9062261394808196,0.9062910243445623,0.0012686661554532908,-6.488486374267577e-05,0.0013335510191959665
resnet,15,29,LL_V4,20003,heldout,absolute macro-AUROC,fraction,0.9067499928029544,0.9067103722848596,0.907210774533716,0.9075640365232385,3.9620518094807267e-05,-0.0003532619895224576,0.00039288250761726484
resnet,15,29,LL_V4,20004,heldout,absolute macro-AUROC,fraction,0.907213813316879,0.9067507765832078,0.9073400436091472,0.907561061596763,0.0004630367336712071,-0.00022101798761575697,0.0006840547212869641
resnet,15,29,LL_V4,20005,heldout,absolute macro-AUROC,fraction,0.9066726814719239,0.9062845997659326,0.9076610886254173,0.9074129581616859,0.00038808170599136105,0.0002481304637313997,0.00013995124225996136
resnet,15,29,RA,20001,heldout,absolute macro-AUROC,fraction,0.9055417677210384,0.9049051982247471,0.9065676921190224,0.9066598197553102,0.0006365694962913171,-9.212763628774212e-05,0.0007286971325790592
resnet,15,29,RA,20002,heldout,absolute macro-AUROC,fraction,0.9056597748327686,0.9052495769880137,0.9063663631767305,0.9065471881282603,0.0004101978447549337,-0.00018082495152982325,0.000591022796284757
resnet,15,29,RA,20003,heldout,absolute macro-AUROC,fraction,0.9071029237084038,0.9057477904768219,0.9069883510899583,0.9077130713718147,0.0013551332315819842,-0.0007247202818563281,0.0020798535134383123
resnet,15,29,RA,20004,heldout,absolute macro-AUROC,fraction,0.906322474201264,0.9057280203323497,0.9064298799199978,0.9071138046684599,0.0005944538689143242,-0.000683924748462128,0.0012783786173764522
resnet,15,29,RA,20005,heldout,absolute macro-AUROC,fraction,0.9067728050595052,0.9056088568240888,0.907286676524571,0.9070732861323423,0.0011639482354164343,0.00021339039222867395,0.0009505578431877604
resnet,15,29,RA_LA_V1_V6,20001,heldout,absolute macro-AUROC,fraction,0.9061376655766162,0.9055246742824463,0.9066255370030996,0.906543309771817,0.0006129912941699178,8.222723128259446e-05,0.0005307640628873234
resnet,15,29,RA_LA_V1_V6,20002,heldout,absolute macro-AUROC,fraction,0.9061538455623157,0.9059977902467903,0.9062085580172006,0.9065358938158635,0.0001560553155254274,-0.00032733579866295326,0.00048339111418838066
resnet,15,29,RA_LA_V1_V6,20003,heldout,absolute macro-AUROC,fraction,0.9068704130121323,0.9064095042941336,0.9073396147023868,0.9081285843483695,0.00046090871799875366,-0.00078896964598274,0.0012498783639814937
resnet,15,29,RA_LA_V1_V6,20004,heldout,absolute macro-AUROC,fraction,0.9066894527353982,0.9066734559040521,0.9068762941505775,0.9073508912532746,1.5996831346121176e-05,-0.0004745971026971496,0.0004905939340432708
resnet,15,29,RA_LA_V1_V6,20005,heldout,absolute macro-AUROC,fraction,0.9069887234825063,0.9063735263163771,0.9070653895732436,0.9064228051194284,0.0006151971661291222,0.0006425844538151537,-2.7387287686031492e-05
resnet,15,29,RA_V1,20001,heldout,absolute macro-AUROC,fraction,0.9056466674929384,0.9052415769194291,0.9063185058466277,0.9066032802873518,0.00040509057350934796,-0.000284774440724167,0.000689865014233515
resnet,15,29,RA_V1,20002,heldout,absolute macro-AUROC,fraction,0.9054749911897622,0.9053568211993568,0.9064250002187739,0.9066160816953213,0.00011816999040537013,-0.00019108147654733898,0.0003092514669527091
resnet,15,29,RA_V1,20003,heldout,absolute macro-AUROC,fraction,0.9071138975077618,0.9062724067202579,0.907292388467549,0.9077518789461804,0.0008414907875039512,-0.0004594904786313636,0.0013009812661353148
resnet,15,29,RA_V1,20004,heldout,absolute macro-AUROC,fraction,0.9060964173020298,0.9058515646215348,0.9063767300415349,0.907107698769779,0.0002448526804950113,-0.0007309687282441857,0.000975821408739197
resnet,15,29,RA_V1,20005,heldout,absolute macro-AUROC,fraction,0.9066133837286277,0.906037425141006,0.9071464880493305,0.9070079847014183,0.0005759585876216056,0.00013850334791221108,0.0004374552397093945
resnet,15,29,RA_V2_V5,20001,heldout,absolute macro-AUROC,fraction,0.9063409519443383,0.9053945387196605,0.9070434388675912,0.9065664972615984,0.0009464132246778112,0.00047694160599276447,0.0004694716186850467
resnet,15,29,RA_V2_V5,20002,heldout,absolute macro-AUROC,fraction,0.906057155758744,0.9059692013307954,0.9064372249948957,0.9065665920108454,8.795442794862218e-05,-0.0001293670159497884,0.00021732144389841057
resnet,15,29,RA_V2_V5,20003,heldout,absolute macro-AUROC,fraction,0.9069738528473454,0.9060908042035442,0.9067888884156619,0.907507188048451,0.0008830486438012874,-0.0007182996327891322,0.0016013482765904197
resnet,15,29,RA_V2_V5,20004,heldout,absolute macro-AUROC,fraction,0.9062618940367948,0.9059363534339167,0.9064873452690365,0.9072293508745867,0.00032554060287814934,-0.0007420056055501556,0.001067546208428305
resnet,15,29,RA_V2_V5,20005,heldout,absolute macro-AUROC,fraction,0.9070317034567811,0.9060934971447377,0.9069862552134671,0.9068847534067368,0.0009382063120433326,0.00010150180673029752,0.0008367045053130351
resnet,15,43,LA,20001,heldout,absolute macro-AUROC,fraction,0.9091304602986782,0.9081395511254688,0.9095650193024504,0.9089966189403114,0.00099090917320932,0.0005684003621390099,0.00042250881107031013
resnet,15,43,LA,20002,heldout,absolute macro-AUROC,fraction,0.9088088788022535,0.907975526490761,0.9086968169538384,0.9081596593882519,0.0008333523114925079,0.0005371575655864769,0.000296194745906031
resnet,15,43,LA,20003,heldout,absolute macro-AUROC,fraction,0.9087782949212718,0.9078904592252564,0.9098682503614871,0.9078306398961381,0.000887835696015471,0.0020376104653490046,-0.0011497747693335336
resnet,15,43,LA,20004,heldout,absolute macro-AUROC,fraction,0.909566453739824,0.9083182976006554,0.9094643860630546,0.9082527903391894,0.0012481561391686213,0.0012115957238651998,3.656041530342158e-05
resnet,15,43,LA,20005,heldout,absolute macro-AUROC,fraction,0.9095430715053275,0.9078720527956472,0.9085202515009124,0.9077154093693617,0.0016710187096803386,0.0008048421315507426,0.000866176578129596
resnet,15,43,LA_V3_V6,20001,heldout,absolute macro-AUROC,fraction,0.9090947097459875,0.9083774398525722,0.9097100016278791,0.9089393175011893,0.000717269893415251,0.0007706841266897912,-5.34142332745402e-05
resnet,15,43,LA_V3_V6,20002,heldout,absolute macro-AUROC,fraction,0.9094030429399993,0.9082262527817161,0.9088893111617601,0.9083808166704455,0.001176790158283203,0.0005084944913146261,0.0006682956669685769
resnet,15,43,LA_V3_V6,20003,heldout,absolute macro-AUROC,fraction,0.9085431441770953,0.9078451975850763,0.910138581369312,0.9083256566858513,0.0006979465920189387,0.001812924683460726,-0.0011149780914417873
resnet,15,43,LA_V3_V6,20004,heldout,absolute macro-AUROC,fraction,0.9096321268484244,0.9085671987240238,0.9091774911180636,0.9078390939085563,0.0010649281244006215,0.001338397209507236,-0.0002734690851066146
resnet,15,43,LA_V3_V6,20005,heldout,absolute macro-AUROC,fraction,0.9096800105460062,0.9081509630896676,0.90830938069019,0.9076173167471946,0.0015290474563386391,0.000692063942995369,0.0008369835133432701
resnet,15,43,LA_V6,20001,heldout,absolute macro-AUROC,fraction,0.9090457501619931,0.9083816852130063,0.9095765055178158,0.9089793481236068,0.0006640649489867423,0.0005971573942089581,6.69075547777842e-05
resnet,15,43,LA_V6,20002,heldout,absolute macro-AUROC,fraction,0.9089871591354293,0.908051315675755,0.9086332539083462,0.9080476988730306,0.0009358434596742349,0.0005855550353155436,0.00035028842435869123
resnet,15,43,LA_V6,20003,heldout,absolute macro-AUROC,fraction,0.9086399662000787,0.9079479376375537,0.9099279219064039,0.9080732779577246,0.0006920285625250377,0.001854643948679291,-0.0011626153861542532
resnet,15,43,LA_V6,20004,heldout,absolute macro-AUROC,fraction,0.9093678040671825,0.9085552611079868,0.9094054869676274,0.9080305660449263,0.00081254295919575,0.001374920922701084,-0.0005623779635053339
resnet,15,43,LA_V6,20005,heldout,absolute macro-AUROC,fraction,0.909495658160475,0.9081378075846167,0.9083751640173213,0.9077140230507524,0.0013578505758582438,0.000661140966568885,0.0006967096092893588
resnet,15,43,LL,20001,heldout,absolute macro-AUROC,fraction,0.9085893556047759,0.9072788287055046,0.9091306668535493,0.9080984194100408,0.0013105268992713581,0.0010322474435084938,0.0002782794557628643
resnet,15,43,LL,20002,heldout,absolute macro-AUROC,fraction,0.9096340579635325,0.907083533600931,0.9088241970711459,0.9083657489071225,0.002550524362601503,0.00045844816402340616,0.0020920761985780967
resnet,15,43,LL,20003,heldout,absolute macro-AUROC,fraction,0.9083032368274143,0.906664861355349,0.9096708408828877,0.9081272322927212,0.0016383754720653565,0.0015436085901665564,9.476688189880011e-05
resnet,15,43,LL,20004,heldout,absolute macro-AUROC,fraction,0.9086217979788028,0.9069505001138232,0.9097961694127493,0.9080987096734828,0.0016712978649796595,0.0016974597392664936,-2.616187428683414e-05
resnet,15,43,LL,20005,heldout,absolute macro-AUROC,fraction,0.9094056756593538,0.9073698573037838,0.9089199951010816,0.9078719013611553,0.002035818355569985,0.0010480937399263146,0.0009877246156436703
resnet,15,43,LL_V1_V4,20001,heldout,absolute macro-AUROC,fraction,0.909056790226831,0.907549576703963,0.9093855483043594,0.9084804127453234,0.0015072135228679784,0.00090513555903593,0.0006020779638320484
resnet,15,43,LL_V1_V4,20002,heldout,absolute macro-AUROC,fraction,0.9094635185112787,0.9075822086333268,0.908984976788988,0.9084463154784064,0.0018813098779518755,0.0005386613105816673,0.0013426485673702082
resnet,15,43,LL_V1_V4,20003,heldout,absolute macro-AUROC,fraction,0.9091531119826467,0.9076998207312101,0.9098884901459469,0.9082965325020291,0.0014532912514365615,0.0015919576439177296,-0.0001386663924811682
resnet,15,43,LL_V1_V4,20004,heldout,absolute macro-AUROC,fraction,0.9091253875395578,0.9076338521561776,0.9096645132105194,0.9082931660346324,0.0014915353833802047,0.00137134717588705,0.00012018820749315484
resnet,15,43,LL_V1_V4,20005,heldout,absolute macro-AUROC,fraction,0.9097577208121841,0.9075298902078858,0.9091396075551031,0.9076205516843595,0.00222783060429832,0.0015190558707436352,0.0007087747335546846
resnet,15,43,LL_V4,20001,heldout,absolute macro-AUROC,fraction,0.9091437955696596,0.9074535077503588,0.9093327870448145,0.9085163678193855,0.0016902878193008064,0.0008164192254289659,0.0008738685938718405
resnet,15,43,LL_V4,20002,heldout,absolute macro-AUROC,fraction,0.9094967019546962,0.9076427759883303,0.9089431522182945,0.9085175204417482,0.0018539259663659102,0.0004256317765463091,0.001428294189819601
resnet,15,43,LL_V4,20003,heldout,absolute macro-AUROC,fraction,0.908907696846553,0.907319284433432,0.9099427921532728,0.9082333967868939,0.0015884124131210209,0.0017093953663789296,-0.00012098295325790875
resnet,15,43,LL_V4,20004,heldout,absolute macro-AUROC,fraction,0.9091860221494568,0.9073067193712043,0.9099299139183602,0.9083227605782103,0.001879302778252434,0.001607153340149936,0.00027214943810249803
resnet,15,43,LL_V4,20005,heldout,absolute macro-AUROC,fraction,0.9095772010226966,0.9072977141505547,0.9091445895839104,0.9078907160271825,0.002279486872141856,0.0012538735567279025,0.0010256133154139535
resnet,15,43,RA,20001,heldout,absolute macro-AUROC,fraction,0.9094161150848807,0.9075224962176156,0.9091226572726517,0.9082752167873,0.0018936188672651344,0.0008474404853516804,0.001046178381913454
resnet,15,43,RA,20002,heldout,absolute macro-AUROC,fraction,0.909566090909711,0.9080854534758485,0.908887221813124,0.9085779555308793,0.0014806374338625083,0.0003092662822447023,0.001171371151617806
resnet,15,43,RA,20003,heldout,absolute macro-AUROC,fraction,0.9089904725067587,0.907570850476145,0.9101985245219983,0.9083602101593966,0.001419622030613632,0.001838314362601734,-0.00041869233198810196
resnet,15,43,RA,20004,heldout,absolute macro-AUROC,fraction,0.9101308730155948,0.9075390172713952,0.9097465707419138,0.9081949909146836,0.0025918557441996226,0.0015515798272301984,0.0010402759169694242
resnet,15,43,RA,20005,heldout,absolute macro-AUROC,fraction,0.9099466557290196,0.908026899217204,0.9089093608400157,0.908415086876969,0.001919756511815529,0.0004942739630466875,0.0014254825487688416
resnet,15,43,RA_LA_V1_V6,20001,heldout,absolute macro-AUROC,fraction,0.9092131737213013,0.9081940641890587,0.9092542646815025,0.908815129405971,0.0010191095322426014,0.00043913527553152143,0.0005799742567110799
resnet,15,43,RA_LA_V1_V6,20002,heldout,absolute macro-AUROC,fraction,0.9096094493027058,0.9083822930250033,0.9089539317211441,0.9083270797965918,0.0012271562777025347,0.0006268519245523629,0.0006003043531501717
resnet,15,43,RA_LA_V1_V6,20003,heldout,absolute macro-AUROC,fraction,0.9085739144031567,0.9081188577721349,0.9100420196088628,0.9083027551227787,0.0004550566310218551,0.00173926448608408,-0.001284207855062225
resnet,15,43,RA_LA_V1_V6,20004,heldout,absolute macro-AUROC,fraction,0.9102687341246869,0.908312613122912,0.9095790629317422,0.9079645035983802,0.001956121001774891,0.0016145593333619646,0.00034156166841292634
resnet,15,43,RA_LA_V1_V6,20005,heldout,absolute macro-AUROC,fraction,0.9100263295133463,0.9078778296014643,0.9085630346101343,0.9078773529205714,0.0021484999118819292,0.0006856816895629558,0.0014628182223189734
