model,kind,snr,condition,active,metric,outcome,noise_seed,uncertainty,n_seeds,mean,std,ci95_low,ci95_high
tcn,bandpass,0,marginal_shift,all,auroc_CD,absolute,8128,training_seed_student_t_95,3,0.8838797018749273,0.003777388833211408,0.8744961478225185,0.893263255927336
tcn,bandpass,0,marginal_shift,all,auroc_CD,clean_drop,8128,training_seed_student_t_95,3,0.028878844635948326,0.0010514744381238767,0.026266837331295683,0.031490851940600965
tcn,bandpass,0,marginal_shift,all,auroc_CD,normalized_robustness,8128,training_seed_student_t_95,3,0.9683636620827739,0.0010225880799405924,0.9658234124698386,0.9709039116957092
tcn,bandpass,0,marginal_shift,all,auroc_HYP,absolute,8128,training_seed_student_t_95,3,0.8774143502861254,0.009474523575838561,0.8538783289708088,0.9009503716014419
tcn,bandpass,0,marginal_shift,all,auroc_HYP,clean_drop,8128,training_seed_student_t_95,3,0.019718088704222685,0.013866037192186114,-0.014727057196992643,0.05416323460543801
tcn,bandpass,0,marginal_shift,all,auroc_HYP,normalized_robustness,8128,training_seed_student_t_95,3,0.9780780992073329,0.015336534976989665,0.939980034303887,1.0161761641107787
tcn,bandpass,0,marginal_shift,all,auroc_MI,absolute,8128,training_seed_student_t_95,3,0.8747768732097091,0.004889013680454931,0.8626318899529782,0.88692185646644
tcn,bandpass,0,marginal_shift,all,auroc_MI,clean_drop,8128,training_seed_student_t_95,3,0.03484132368460724,0.009068703834215834,0.012313414493616046,0.05736923287559843
tcn,bandpass,0,marginal_shift,all,auroc_MI,normalized_robustness,8128,training_seed_student_t_95,3,0.9617294329338161,0.00977498498748146,0.937447024094921,0.9860118417727112
tcn,bandpass,0,marginal_shift,all,auroc_NORM,absolute,8128,training_seed_student_t_95,3,0.918172522814137,0.004846426142409774,0.9061333328667134,0.9302117127615606
tcn,bandpass,0,marginal_shift,all,auroc_NORM,clean_drop,8128,training_seed_student_t_95,3,0.02504377446699435,0.0053692057343359975,0.011705928020349463,0.03838162091363924
tcn,bandpass,0,marginal_shift,all,auroc_NORM,normalized_robustness,8128,training_seed_student_t_95,3,0.9734507208117901,0.005679262751157458,0.9593426500368757,0.9875587915867045
tcn,bandpass,0,marginal_shift,all,auroc_STTC,absolute,8128,training_seed_student_t_95,3,0.9053630632943945,0.0166256647980499,0.8640626223871507,0.9466635042016384
tcn,bandpass,0,marginal_shift,all,auroc_STTC,clean_drop,8128,training_seed_student_t_95,3,0.02621480002391911,0.01776565970389694,-0.017917545220107575,0.07034714526794579
tcn,bandpass,0,marginal_shift,all,auroc_STTC,normalized_robustness,8128,training_seed_student_t_95,3,0.9718788357158658,0.019055425214056385,0.9245425353287768,1.0192151361029547
tcn,bandpass,0,marginal_shift,all,brier,absolute,8128,training_seed_student_t_95,3,0.1385275920232137,0.04189806980167454,0.03444701678061611,0.2426081672658113
tcn,bandpass,0,marginal_shift,all,clean_agreement,absolute,8128,training_seed_student_t_95,3,0.7757182576459686,0.0816285283244655,0.5729417520829967,0.9784947632089405
tcn,bandpass,0,marginal_shift,all,ece,absolute,8128,training_seed_student_t_95,3,0.139475015851568,0.08052836370499625,-0.060568529291080725,0.33951856099421673
tcn,bandpass,0,marginal_shift,all,f1_CD,absolute,8128,training_seed_student_t_95,3,0.630865901904925,0.0315444731626465,0.5525050865252696,0.7092267172845803
tcn,bandpass,0,marginal_shift,all,f1_CD,clean_drop,8128,training_seed_student_t_95,3,0.1130105815433358,0.028895427224726745,0.04123036107814444,0.18479080200852716
tcn,bandpass,0,marginal_shift,all,f1_CD,normalized_robustness,8128,training_seed_student_t_95,3,0.8480103336041104,0.03945407065062631,0.7500009888200423,0.9460196783881785
tcn,bandpass,0,marginal_shift,all,f1_HYP,absolute,8128,training_seed_student_t_95,3,0.5506157070806315,0.01857650181314792,0.5044691183747642,0.5967622957864988
tcn,bandpass,0,marginal_shift,all,f1_HYP,clean_drop,8128,training_seed_student_t_95,3,0.06279147711973292,0.052318888869506905,-0.06717584775627318,0.19275880199573903
tcn,bandpass,0,marginal_shift,all,f1_HYP,normalized_robustness,8128,training_seed_student_t_95,3,0.9005927998102273,0.07996020794314904,0.7019606318217141,1.0992249677987407
tcn,bandpass,0,marginal_shift,all,f1_MI,absolute,8128,training_seed_student_t_95,3,0.5761779909012968,0.08631055896003251,0.3617706764690868,0.7905853053335069
tcn,bandpass,0,marginal_shift,all,f1_MI,clean_drop,8128,training_seed_student_t_95,3,0.1385309141515817,0.09222011069503434,-0.09055654060490415,0.36761836890806754
tcn,bandpass,0,marginal_shift,all,f1_MI,normalized_robustness,8128,training_seed_student_t_95,3,0.8068768134972214,0.12745784144086314,0.4902539829196029,1.12349964407484
tcn,bandpass,0,marginal_shift,all,f1_NORM,absolute,8128,training_seed_student_t_95,3,0.5434757061601999,0.19526469770978425,0.05841130681180762,1.028540105508592
tcn,bandpass,0,marginal_shift,all,f1_NORM,clean_drop,8128,training_seed_student_t_95,3,0.31422032470688005,0.19388164551661785,-0.16740838253119117,0.7958490319449513
tcn,bandpass,0,marginal_shift,all,f1_NORM,normalized_robustness,8128,training_seed_student_t_95,3,0.6334021867276795,0.22685413868831214,0.06986526575238727,1.1969391077029716
tcn,bandpass,0,marginal_shift,all,f1_STTC,absolute,8128,training_seed_student_t_95,3,0.6024789700070688,0.09128663765906243,0.3757103908221142,0.8292475491920235
tcn,bandpass,0,marginal_shift,all,f1_STTC,clean_drop,8128,training_seed_student_t_95,3,0.17075607121230707,0.09446145096705548,-0.06389918143870219,0.40541132386331635
tcn,bandpass,0,marginal_shift,all,f1_STTC,normalized_robustness,8128,training_seed_student_t_95,3,0.7795164694896234,0.1210214230928456,0.47888258845871895,1.0801503505205279
tcn,bandpass,0,marginal_shift,all,macro_ap,absolute,8128,training_seed_student_t_95,3,0.7627663315957496,0.011596906372719285,0.7339580191359969,0.7915746440555023
tcn,bandpass,0,marginal_shift,all,macro_ap,clean_drop,8128,training_seed_student_t_95,3,0.04619133605486344,0.015513610900835991,0.007653390171153324,0.08472928193857356
tcn,bandpass,0,marginal_shift,all,macro_ap,normalized_robustness,8128,training_seed_student_t_95,3,0.9429616123540513,0.018843377575205603,0.8961520675033127,0.9897711572047899
tcn,bandpass,0,marginal_shift,all,macro_auroc,absolute,8128,training_seed_student_t_95,3,0.8919213022958586,0.005908676179890389,0.8772433369710539,0.9065992676206633
tcn,bandpass,0,marginal_shift,all,macro_auroc,clean_drop,8128,training_seed_student_t_95,3,0.02693936630313824,0.008278479363436956,0.006374483520732478,0.047504249085544
tcn,bandpass,0,marginal_shift,all,macro_auroc,normalized_robustness,8128,training_seed_student_t_95,3,0.9706977802101079,0.008916640176665241,0.9485476180854201,0.9928479423347957
tcn,bandpass,0,marginal_shift,all,macro_f1,absolute,8128,training_seed_student_t_95,3,0.5807228552108243,0.07301638475429824,0.399340100269248,0.7621056101524006
tcn,bandpass,0,marginal_shift,all,macro_f1,clean_drop,8128,training_seed_student_t_95,3,0.15986187374676755,0.08203859301823348,-0.04393328898623805,0.36365703647977315
tcn,bandpass,0,marginal_shift,all,macro_f1,normalized_robustness,8128,training_seed_student_t_95,3,0.785016241901101,0.1073846374273856,0.5182580144084021,1.0517744693937998
tcn,bandpass,0,marginal_shift,all,mean_confidence,absolute,8128,training_seed_student_t_95,3,0.8088150421778361,0.009960910334621185,0.7840707691725466,0.8335593151831255
tcn,bandpass,0,marginal_shift,all,mean_entropy,absolute,8128,training_seed_student_t_95,3,0.41378949911947105,0.014505255059417892,0.3777564480082603,0.4498225502306818
tcn,bandpass,0,marginal_shift,all,mean_loss,absolute,8128,training_seed_student_t_95,3,0.43477073644914516,0.12357193807250412,0.12780102497296536,0.7417404479253249
tcn,bandpass,0,marginal_shift,all,micro_ap,absolute,8128,training_seed_student_t_95,3,0.7084074073281261,0.0961893339175558,0.4694598554783418,0.9473549591779105
tcn,bandpass,0,marginal_shift,all,micro_auroc,absolute,8128,training_seed_student_t_95,3,0.8324071526477607,0.08945570869698825,0.610186853144974,1.0546274521505472
tcn,bandpass,0,marginal_shift,all,micro_f1,absolute,8128,training_seed_student_t_95,3,0.5841060875455083,0.077743967747926,0.3909793654041772,0.7772328096868394
tcn,bandpass,0,marginal_shift,all,probability_shift,absolute,8128,training_seed_student_t_95,3,0.1795074492692947,0.06404318097593817,0.020415368228486913,0.3385995303101025
tcn,bandpass,10,covariance,all,ap_CD,absolute,8128,training_seed_student_t_95,3,0.8272796449038502,0.006549255487134357,0.8110103923645736,0.8435488974431268
tcn,bandpass,10,covariance,all,ap_CD,clean_drop,8128,training_seed_student_t_95,3,0.007768255833859206,0.0017871990622406312,0.003328607244997446,0.012207904422720964
tcn,bandpass,10,covariance,all,ap_CD,normalized_robustness,8128,training_seed_student_t_95,3,0.9907037306433598,0.0021046532081332244,0.9854754822389445,0.9959319790477751
tcn,bandpass,10,covariance,all,ap_HYP,absolute,8128,training_seed_student_t_95,3,0.6726229493781793,0.006197743474878391,0.6572269010846702,0.6880189976716885
tcn,bandpass,10,covariance,all,ap_HYP,clean_drop,8128,training_seed_student_t_95,3,-0.0011350115608069016,0.002958421415244113,-0.008484137765573514,0.00621411464395971
tcn,bandpass,10,covariance,all,ap_HYP,normalized_robustness,8128,training_seed_student_t_95,3,1.0017286999186967,0.004412304586977925,0.9907679276985917,1.0126894721388018
tcn,bandpass,10,covariance,all,ap_MI,absolute,8128,training_seed_student_t_95,3,0.7817930175093913,0.010681796420919275,0.7552579641912749,0.8083280708275078
tcn,bandpass,10,covariance,all,ap_MI,clean_drop,8128,training_seed_student_t_95,3,0.012539795278276533,0.0037865745714086526,0.0031334225872020234,0.021946167969351043
tcn,bandpass,10,covariance,all,ap_MI,normalized_robustness,8128,training_seed_student_t_95,3,0.9842635394429463,0.004486839505839311,0.9731176122200578,0.9954094666658349
tcn,bandpass,10,covariance,all,ap_NORM,absolute,8128,training_seed_student_t_95,3,0.9185617597437806,0.0039097318879398,0.9088494473182369,0.9282740721693243
tcn,bandpass,10,covariance,all,ap_NORM,clean_drop,8128,training_seed_student_t_95,3,0.005095082354223772,0.0019007980215417113,0.00037323830655010444,0.009816926401897439
tcn,bandpass,10,covariance,all,ap_NORM,normalized_robustness,8128,training_seed_student_t_95,3,0.9944810548848468,0.0020694562363363605,0.9893402406054105,0.9996218691642832
tcn,bandpass,10,covariance,all,ap_STTC,absolute,8128,training_seed_student_t_95,3,0.8193000714991684,0.0025487068819191735,0.8129687326176739,0.8256314103806629
tcn,bandpass,10,covariance,all,ap_STTC,clean_drop,8128,training_seed_student_t_95,3,0.0009627733131422067,0.005255821672721663,-0.01209341151013858,0.014018958136422994
tcn,bandpass,10,covariance,all,ap_STTC,normalized_robustness,8128,training_seed_student_t_95,3,0.9988545225840522,0.006380985148341959,0.9830032767391336,1.0147057684289709
tcn,bandpass,10,covariance,all,auroc_CD,absolute,8128,training_seed_student_t_95,3,0.9085471578484272,0.003968537950573957,0.8986887630650162,0.9184055526318382
tcn,bandpass,10,covariance,all,auroc_CD,clean_drop,8128,training_seed_student_t_95,3,0.004211388662448338,0.0014152962967131316,0.0006955977585262319,0.007727179566370444
tcn,bandpass,10,covariance,all,auroc_CD,normalized_robustness,8128,training_seed_student_t_95,3,0.9953890677286927,0.0015415749691496078,0.9915595832123852,0.9992185522450002
tcn,bandpass,10,covariance,all,auroc_HYP,absolute,8128,training_seed_student_t_95,3,0.8952549092236501,0.004694568961137675,0.88359295342702,0.9069168650202802
tcn,bandpass,10,covariance,all,auroc_HYP,clean_drop,8128,training_seed_student_t_95,3,0.0018775297666978608,0.001980877263777547,-0.0030432421465397697,0.006798301679935491
tcn,bandpass,10,covariance,all,auroc_HYP,normalized_robustness,8128,training_seed_student_t_95,3,0.9979148098215491,0.0021959864571337744,0.9924596770489578,1.0033699425941405
tcn,bandpass,10,covariance,all,auroc_MI,absolute,8128,training_seed_student_t_95,3,0.9038964269561284,0.004436098900654585,0.8928765463840947,0.914916307528162
tcn,bandpass,10,covariance,all,auroc_MI,clean_drop,8128,training_seed_student_t_95,3,0.005721769938187775,0.0018994853668218032,0.0010031867056062987,0.01044035317076925
tcn,bandpass,10,covariance,all,auroc_MI,normalized_robustness,8128,training_seed_student_t_95,3,0.9937130932933463,0.0020789419007386056,0.9885487153172476,0.998877471269445
tcn,bandpass,10,covariance,all,auroc_NORM,absolute,8128,training_seed_student_t_95,3,0.9391406735402356,0.0016586504990973284,0.9350203572848654,0.9432609897956057
tcn,bandpass,10,covariance,all,auroc_NORM,clean_drop,8128,training_seed_student_t_95,3,0.004075623740895799,0.0013959585209761807,0.0006078705349426279,0.00754337694684897
tcn,bandpass,10,covariance,all,auroc_NORM,normalized_robustness,8128,training_seed_student_t_95,3,0.9956789074404012,0.0014805317704927664,0.9920010626359212,0.9993567522448812
tcn,bandpass,10,covariance,all,auroc_STTC,absolute,8128,training_seed_student_t_95,3,0.9304088788105828,0.001179587335918878,0.9274786214251599,0.9333391361960056
tcn,bandpass,10,covariance,all,auroc_STTC,clean_drop,8128,training_seed_student_t_95,3,0.0011689845077309153,0.002368738759738176,-0.004715288774546472,0.007053257790008302
tcn,bandpass,10,covariance,all,auroc_STTC,normalized_robustness,8128,training_seed_student_t_95,3,0.9987509084042053,0.0025415713239778947,0.9924372952312869,1.005064521577124
tcn,bandpass,10,covariance,all,brier,absolute,8128,training_seed_student_t_95,3,0.09138397872447963,0.002021353592550172,0.08636265803650596,0.09640529941245331
tcn,bandpass,10,covariance,all,clean_agreement,absolute,8128,training_seed_student_t_95,3,0.9527031201729997,0.013008144200370029,0.9203890986053747,0.9850171417406248
tcn,bandpass,10,covariance,all,ece,absolute,8128,training_seed_student_t_95,3,0.04203858774346417,0.011396733658267407,0.013727531872538643,0.0703496436143897
tcn,bandpass,10,covariance,all,f1_CD,absolute,8128,training_seed_student_t_95,3,0.7370743645772105,0.009501101778479529,0.7134723193464039,0.7606764098080172
tcn,bandpass,10,covariance,all,f1_CD,clean_drop,8128,training_seed_student_t_95,3,0.006802118871050163,0.005436260504855446,-0.006702300859792788,0.020306538601893114
tcn,bandpass,10,covariance,all,f1_CD,normalized_robustness,8128,training_seed_student_t_95,3,0.9908588904926763,0.00734768525517726,0.9726062284564448,1.0091115525289078
tcn,bandpass,10,covariance,all,f1_HYP,absolute,8128,training_seed_student_t_95,3,0.6065404843080432,0.023661618518015765,0.5477617654271186,0.6653192031889678
tcn,bandpass,10,covariance,all,f1_HYP,clean_drop,8128,training_seed_student_t_95,3,0.0068666998923211,0.0117809474676045,-0.022398795991742118,0.03613219577638432
tcn,bandpass,10,covariance,all,f1_HYP,normalized_robustness,8128,training_seed_student_t_95,3,0.9894536606113443,0.018190444008303,0.944266092657396,1.0346412285652926
tcn,bandpass,10,covariance,all,f1_MI,absolute,8128,training_seed_student_t_95,3,0.6962296612905069,0.004801738349120514,0.6843014819756467,0.7081578406053671
tcn,bandpass,10,covariance,all,f1_MI,clean_drop,8128,training_seed_student_t_95,3,0.018479243762371683,0.010850476542052588,-0.008474834205869444,0.045433321730612805
tcn,bandpass,10,covariance,all,f1_MI,normalized_robustness,8128,training_seed_student_t_95,3,0.9742303260868322,0.014985880173558239,0.937003336004386,1.0114573161692786
tcn,bandpass,10,covariance,all,f1_NORM,absolute,8128,training_seed_student_t_95,3,0.8435934850296262,0.0053684801340650725,0.8302574410739779,0.8569295289852744
tcn,bandpass,10,covariance,all,f1_NORM,clean_drop,8128,training_seed_student_t_95,3,0.014102545837453776,0.0046367448162195676,0.0025842331798626335,0.025620858495044918
tcn,bandpass,10,covariance,all,f1_NORM,normalized_robustness,8128,training_seed_student_t_95,3,0.9835552206530053,0.005414809915545571,0.9701040871400056,0.9970063541660049
tcn,bandpass,10,covariance,all,f1_STTC,absolute,8128,training_seed_student_t_95,3,0.7370213675312026,0.021941779236752938,0.6825149662669597,0.7915277687954455
tcn,bandpass,10,covariance,all,f1_STTC,clean_drop,8128,training_seed_student_t_95,3,0.03621367368817322,0.020124513155171542,-0.01377838837058451,0.08620573574693095
tcn,bandpass,10,covariance,all,f1_STTC,normalized_robustness,8128,training_seed_student_t_95,3,0.9531524123194345,0.02591744282545199,0.8887699152053941,1.017534909433475
tcn,bandpass,10,covariance,all,macro_ap,absolute,8128,training_seed_student_t_95,3,0.803911488606874,0.0040120000535499994,0.7939451279744296,0.8138778492393184
tcn,bandpass,10,covariance,all,macro_ap,clean_drop,8128,training_seed_student_t_95,3,0.005046179043738978,0.0008282761700365956,0.0029886269740324405,0.007103731113445515
tcn,bandpass,10,covariance,all,macro_ap,normalized_robustness,8128,training_seed_student_t_95,3,0.9937626565142802,0.001020605084488491,0.9912273329351297,0.9962979800934307
tcn,bandpass,10,covariance,all,macro_auroc,absolute,8128,training_seed_student_t_95,3,0.915449609275805,0.002409554316287141,0.9094639445302795,0.9214352740213305
tcn,bandpass,10,covariance,all,macro_auroc,clean_drop,8128,training_seed_student_t_95,3,0.0034110593231920414,0.000876873486634222,0.0012327848266369657,0.0055893338197471176
tcn,bandpass,10,covariance,all,macro_auroc,normalized_robustness,8128,training_seed_student_t_95,3,0.9962886531859637,0.0009489993667705764,0.993931208070571,0.9986460983013564
tcn,bandpass,10,covariance,all,macro_f1,absolute,8128,training_seed_student_t_95,3,0.724091872547318,0.0013340291447791093,0.7207779604402392,0.7274057846543968
tcn,bandpass,10,covariance,all,macro_f1,clean_drop,8128,training_seed_student_t_95,3,0.01649285641027398,0.008913666684500322,-0.005649919150391397,0.03863563197093936
tcn,bandpass,10,covariance,all,macro_f1,normalized_robustness,8128,training_seed_student_t_95,3,0.9778282856543911,0.011718315263106736,0.9487183767914888,1.0069381945172933
tcn,bandpass,10,covariance,all,mean_confidence,absolute,8128,training_seed_student_t_95,3,0.8886758883794149,0.0046753369547552935,0.8770617075351113,0.9002900692237186
tcn,bandpass,10,covariance,all,mean_entropy,absolute,8128,training_seed_student_t_95,3,0.2683115024625431,0.008610168841588616,0.24692265733888022,0.289700347586206
tcn,bandpass,10,covariance,all,mean_loss,absolute,8128,training_seed_student_t_95,3,0.2981077920951172,0.004649514922228513,0.2865577567356066,0.3096578274546278
tcn,bandpass,10,covariance,all,micro_ap,absolute,8128,training_seed_student_t_95,3,0.8381445463980399,0.0014598140007198782,0.8345181673867554,0.8417709254093244
tcn,bandpass,10,covariance,all,micro_auroc,absolute,8128,training_seed_student_t_95,3,0.9250831690730706,0.002246534698210067,0.9195024675085606,0.9306638706375807
tcn,bandpass,10,covariance,all,micro_f1,absolute,8128,training_seed_student_t_95,3,0.7487264409374119,0.0030130383807021326,0.7412416386690514,0.7562112432057725
tcn,bandpass,10,covariance,all,probability_shift,absolute,8128,training_seed_student_t_95,3,0.04160025591651593,0.011827636094941469,0.012218779052576522,0.07098173278045533
tcn,bandpass,10,electrode,all,ap_CD,absolute,8128,training_seed_student_t_95,3,0.8279344125769154,0.006417841280997143,0.8119916110229599,0.8438772141308708
tcn,bandpass,10,electrode,all,ap_CD,clean_drop,8128,training_seed_student_t_95,3,0.007113488160793972,0.00104811311733883,0.004509830839864651,0.009717145481723293
tcn,bandpass,10,electrode,all,ap_CD,normalized_robustness,8128,training_seed_student_t_95,3,0.9914876742802217,0.00118511310746933,0.9885436901173039,0.9944316584431394
tcn,bandpass,10,electrode,all,ap_HYP,absolute,8128,training_seed_student_t_95,3,0.6706941328356016,0.007117843364149808,0.6530124297086044,0.6883758359625989
tcn,bandpass,10,electrode,all,ap_HYP,clean_drop,8128,training_seed_student_t_95,3,0.0007938049817707663,0.001917829209027609,-0.003970346881011985,0.0055579568445535184
tcn,bandpass,10,electrode,all,ap_HYP,normalized_robustness,8128,training_seed_student_t_95,3,0.998843186657519,0.0028451056767335435,0.9917755523521179,1.0059108209629202
tcn,bandpass,10,electrode,all,ap_MI,absolute,8128,training_seed_student_t_95,3,0.783170644192651,0.009720972178810874,0.7590224106086905,0.8073188777766116
tcn,bandpass,10,electrode,all,ap_MI,clean_drop,8128,training_seed_student_t_95,3,0.01116216859501673,0.0045652829531669025,-0.00017862295361554918,0.022502960143649012
tcn,bandpass,10,electrode,all,ap_MI,normalized_robustness,8128,training_seed_student_t_95,3,0.9860117438879188,0.005445675470188701,0.972483936086637,0.9995395516892006
tcn,bandpass,10,electrode,all,ap_NORM,absolute,8128,training_seed_student_t_95,3,0.9177470500859347,0.003307434317155835,0.9095309277696525,0.9259631724022169
tcn,bandpass,10,electrode,all,ap_NORM,clean_drop,8128,training_seed_student_t_95,3,0.005909792012069648,0.0011478531489128225,0.0030583667173392738,0.008761217306800021
tcn,bandpass,10,electrode,all,ap_NORM,normalized_robustness,8128,training_seed_student_t_95,3,0.9935998054649248,0.0012566268441057272,0.9904781713319226,0.9967214395979269
tcn,bandpass,10,electrode,all,ap_STTC,absolute,8128,training_seed_student_t_95,3,0.8160640853051734,0.0040407319951393395,0.806026350573096,0.8261018200372507
tcn,bandpass,10,electrode,all,ap_STTC,clean_drop,8128,training_seed_student_t_95,3,0.004198759507137291,0.0028929723818442413,-0.002987782285565106,0.011385301299839688
tcn,bandpass,10,electrode,all,ap_STTC,normalized_robustness,8128,training_seed_student_t_95,3,0.9948949728281115,0.003490963469721895,0.98622293882274,1.003567006833483
tcn,bandpass,10,electrode,all,auroc_CD,absolute,8128,training_seed_student_t_95,3,0.9096312416702249,0.004075615039085247,0.8995068526531819,0.919755630687268
tcn,bandpass,10,electrode,all,auroc_CD,clean_drop,8128,training_seed_student_t_95,3,0.003127304840650639,0.001429586510142953,-0.00042398492136100797,0.006678594602662286
tcn,bandpass,10,electrode,all,auroc_CD,normalized_robustness,8128,training_seed_student_t_95,3,0.996576461328714,0.001561913864790162,0.9926964521947311,1.0004564704626968
tcn,bandpass,10,electrode,all,auroc_HYP,absolute,8128,training_seed_student_t_95,3,0.8956883917930879,0.004004529731499252,0.8857405884693684,0.9056361951168074
tcn,bandpass,10,electrode,all,auroc_HYP,clean_drop,8128,training_seed_student_t_95,3,0.001444047197260064,0.00250510771283934,-0.004778985344123639,0.007667079738643766
tcn,bandpass,10,electrode,all,auroc_HYP,normalized_robustness,8128,training_seed_student_t_95,3,0.9984014849189852,0.0027857873298273057,0.9914812055561306,1.0053217642818397
tcn,bandpass,10,electrode,all,auroc_MI,absolute,8128,training_seed_student_t_95,3,0.9038282074476104,0.0040961518033551,0.8936528022799679,0.9140036126152529
tcn,bandpass,10,electrode,all,auroc_MI,clean_drop,8128,training_seed_student_t_95,3,0.005789989446705908,0.0024386206460674195,-0.0002678800647680519,0.011847858958179868
tcn,bandpass,10,electrode,all,auroc_MI,normalized_robustness,8128,training_seed_student_t_95,3,0.9936402018762562,0.0026683496306045525,0.9870116539308186,1.000268749821694
tcn,bandpass,10,electrode,all,auroc_NORM,absolute,8128,training_seed_student_t_95,3,0.937965244014593,0.0014051319241071532,0.9344747028119774,0.9414557852172086
tcn,bandpass,10,electrode,all,auroc_NORM,clean_drop,8128,training_seed_student_t_95,3,0.005251053266538371,0.0010397239073287401,0.002668235898566649,0.007833870634510092
tcn,bandpass,10,electrode,all,auroc_NORM,normalized_robustness,8128,training_seed_student_t_95,3,0.9944326798244593,0.0011033256951552834,0.9916918668568149,0.9971734927921037
tcn,bandpass,10,electrode,all,auroc_STTC,absolute,8128,training_seed_student_t_95,3,0.9296205666233233,0.0020291877570434405,0.9245797847918921,0.9346613484547545
tcn,bandpass,10,electrode,all,auroc_STTC,clean_drop,8128,training_seed_student_t_95,3,0.0019572966949903035,0.00160586653705573,-0.0020318969296983084,0.005946490319678916
tcn,bandpass,10,electrode,all,auroc_STTC,normalized_robustness,8128,training_seed_student_t_95,3,0.9979024781147278,0.0017204860975618794,0.9936285537172851,1.0021764025121704
tcn,bandpass,10,electrode,all,brier,absolute,8128,training_seed_student_t_95,3,0.09167351822058352,0.0023354416820189254,0.08587195946475858,0.09747507697640846
tcn,bandpass,10,electrode,all,clean_agreement,absolute,8128,training_seed_student_t_95,3,0.9528884769848625,0.012897069605821744,0.9208503800063688,0.9849265739633561
tcn,bandpass,10,electrode,all,ece,absolute,8128,training_seed_student_t_95,3,0.039826619510064394,0.011083344242255808,0.01229406610590705,0.06735917291422173
tcn,bandpass,10,electrode,all,f1_CD,absolute,8128,training_seed_student_t_95,3,0.7383310133262159,0.008305621495144883,0.717698705750858,0.7589633209015737
tcn,bandpass,10,electrode,all,f1_CD,clean_drop,8128,training_seed_student_t_95,3,0.005545470122044908,0.0019671410149448383,0.0006588209425501725,0.010432119301539644
tcn,bandpass,10,electrode,all,f1_CD,normalized_robustness,8128,training_seed_student_t_95,3,0.9925455874385282,0.0026572172724317893,0.9859446938038479,0.9991464810732085
tcn,bandpass,10,electrode,all,f1_HYP,absolute,8128,training_seed_student_t_95,3,0.6063501724011017,0.018531958023391287,0.5603142366031918,0.6523861081990115
tcn,bandpass,10,electrode,all,f1_HYP,clean_drop,8128,training_seed_student_t_95,3,0.007057011799262621,0.0171697969148789,-0.03559512821955396,0.04970915181807921
tcn,bandpass,10,electrode,all,f1_HYP,normalized_robustness,8128,training_seed_student_t_95,3,0.9894697671662164,0.026827879523845927,0.9228256199155621,1.0561139144168707
tcn,bandpass,10,electrode,all,f1_MI,absolute,8128,training_seed_student_t_95,3,0.6957868214392776,0.005142411315784242,0.6830123635605646,0.7085612793179906
tcn,bandpass,10,electrode,all,f1_MI,clean_drop,8128,training_seed_student_t_95,3,0.018922083613600926,0.009357099306626575,-0.0043222396462949605,0.04216640687349681
tcn,bandpass,10,electrode,all,f1_MI,normalized_robustness,8128,training_seed_student_t_95,3,0.9735886123934154,0.012868357002124587,0.9416218414765675,1.0055553833102633
tcn,bandpass,10,electrode,all,f1_NORM,absolute,8128,training_seed_student_t_95,3,0.8392405755079616,0.010076567676620395,0.8142089937377747,0.8642721572781485
tcn,bandpass,10,electrode,all,f1_NORM,clean_drop,8128,training_seed_student_t_95,3,0.018455455359118262,0.008798488498440438,-0.0034012017259883107,0.040312112444224835
tcn,bandpass,10,electrode,all,f1_NORM,normalized_robustness,8128,training_seed_student_t_95,3,0.9784724714765337,0.010297422316980765,0.9528922563654193,1.004052686587648
tcn,bandpass,10,electrode,all,f1_STTC,absolute,8128,training_seed_student_t_95,3,0.7372778043247212,0.025981737470454694,0.672735590458368,0.8018200181910745
tcn,bandpass,10,electrode,all,f1_STTC,clean_drop,8128,training_seed_student_t_95,3,0.03595723689465469,0.024516314143411454,-0.02494466362135698,0.09685913741066635
tcn,bandpass,10,electrode,all,f1_STTC,normalized_robustness,8128,training_seed_student_t_95,3,0.9534855228556336,0.0315588461952938,0.8750890028835474,1.0318820428277198
tcn,bandpass,10,electrode,all,macro_ap,absolute,8128,training_seed_student_t_95,3,0.8031220649992551,0.0031824553226897645,0.7952164077162989,0.8110277222822113
tcn,bandpass,10,electrode,all,macro_ap,clean_drop,8128,training_seed_student_t_95,3,0.0058356026513578145,0.0009752644709905069,0.003412911400070083,0.008258293902645545
tcn,bandpass,10,electrode,all,macro_ap,normalized_robustness,8128,training_seed_student_t_95,3,0.9927899564187861,0.0011680806999901045,0.9898882831016089,0.9956916297359633
tcn,bandpass,10,electrode,all,macro_auroc,absolute,8128,training_seed_student_t_95,3,0.9153467303097678,0.0021300663149675064,0.9100553522482935,0.920638108371242
tcn,bandpass,10,electrode,all,macro_auroc,clean_drop,8128,training_seed_student_t_95,3,0.0035139382892290794,0.0008171733197812631,0.0014839672285493878,0.005543909349908771
tcn,bandpass,10,electrode,all,macro_auroc,normalized_robustness,8128,training_seed_student_t_95,3,0.9961771495972286,0.0008793021280611594,0.9939928420209166,0.9983614571735405
tcn,bandpass,10,electrode,all,macro_f1,absolute,8128,training_seed_student_t_95,3,0.7233972773998557,0.002323160902580856,0.7176262257913621,0.7291683290083493
