model,kind,snr,condition,active,metric,outcome,noise_seed,uncertainty,n_seeds,mean,std,ci95_low,ci95_high
resnet,clean,100,clean,all,ap_MI,clean_drop,8128,training_seed_student_t_95,3,0.0,0.0,0.0,0.0
resnet,clean,100,clean,all,ap_MI,normalized_robustness,8128,training_seed_student_t_95,3,0.9999999999986892,2.954757995000116e-14,0.9999999999986158,0.9999999999987625
resnet,clean,100,clean,all,ap_NORM,absolute,8128,training_seed_student_t_95,3,0.9070602216976464,0.005998047018661632,0.8921602469019221,0.9219601964933708
resnet,clean,100,clean,all,ap_NORM,clean_drop,8128,training_seed_student_t_95,3,0.0,0.0,0.0,0.0
resnet,clean,100,clean,all,ap_NORM,normalized_robustness,8128,training_seed_student_t_95,3,0.9999999999988974,7.298819288467585e-15,0.9999999999988793,0.9999999999989155
resnet,clean,100,clean,all,ap_STTC,absolute,8128,training_seed_student_t_95,3,0.8119836119122515,0.009780248328604128,0.787688128209184,0.8362790956153191
resnet,clean,100,clean,all,ap_STTC,clean_drop,8128,training_seed_student_t_95,3,0.0,0.0,0.0,0.0
resnet,clean,100,clean,all,ap_STTC,normalized_robustness,8128,training_seed_student_t_95,3,0.9999999999987684,1.4843395354092666e-14,0.9999999999987316,0.9999999999988053
resnet,clean,100,clean,all,auroc_CD,absolute,8128,training_seed_student_t_95,3,0.8982489680783612,0.00434058844353031,0.8874663486347335,0.9090315875219889
resnet,clean,100,clean,all,auroc_CD,clean_drop,8128,training_seed_student_t_95,3,0.0,0.0,0.0,0.0
resnet,clean,100,clean,all,auroc_CD,normalized_robustness,8128,training_seed_student_t_95,3,0.9999999999988868,5.376850340225742e-15,0.9999999999988735,0.9999999999989001
resnet,clean,100,clean,all,auroc_HYP,absolute,8128,training_seed_student_t_95,3,0.8928492822709654,0.0035648315141349643,0.8839937498707764,0.9017048146711544
resnet,clean,100,clean,all,auroc_HYP,clean_drop,8128,training_seed_student_t_95,3,0.0,0.0,0.0,0.0
resnet,clean,100,clean,all,auroc_HYP,normalized_robustness,8128,training_seed_student_t_95,3,0.99999999999888,4.448518333621626e-15,0.9999999999988689,0.9999999999988911
resnet,clean,100,clean,all,auroc_MI,absolute,8128,training_seed_student_t_95,3,0.8904145936981758,0.006106128581175757,0.8752461294170685,0.9055830579792831
resnet,clean,100,clean,all,auroc_MI,clean_drop,8128,training_seed_student_t_95,3,0.0,0.0,0.0,0.0
resnet,clean,100,clean,all,auroc_MI,normalized_robustness,8128,training_seed_student_t_95,3,0.9999999999988769,7.641206248884986e-15,0.9999999999988579,0.9999999999988959
resnet,clean,100,clean,all,auroc_NORM,absolute,8128,training_seed_student_t_95,3,0.9335734592763489,0.0017681888730604403,0.9291810346153366,0.9379658839373612
resnet,clean,100,clean,all,auroc_NORM,clean_drop,8128,training_seed_student_t_95,3,0.0,0.0,0.0,0.0
resnet,clean,100,clean,all,auroc_NORM,normalized_robustness,8128,training_seed_student_t_95,3,0.9999999999989289,2.0183475960220235e-15,0.9999999999989239,0.9999999999989339
resnet,clean,100,clean,all,auroc_STTC,absolute,8128,training_seed_student_t_95,3,0.9240871387863274,0.004136962689207809,0.9138103537580896,0.9343639238145652
resnet,clean,100,clean,all,auroc_STTC,clean_drop,8128,training_seed_student_t_95,3,0.0,0.0,0.0,0.0
resnet,clean,100,clean,all,auroc_STTC,normalized_robustness,8128,training_seed_student_t_95,3,0.9999999999989179,4.869818370658876e-15,0.9999999999989058,0.99999999999893
resnet,clean,100,clean,all,brier,absolute,8128,training_seed_student_t_95,3,0.09612429638703661,0.003032767949479067,0.0885904831528413,0.10365810962123191
resnet,clean,100,clean,all,clean_agreement,absolute,8128,training_seed_student_t_95,3,1.0,0.0,1.0,1.0
resnet,clean,100,clean,all,ece,absolute,8128,training_seed_student_t_95,3,0.0469803727567391,0.008094536796675614,0.02687242864121568,0.06708831687226252
resnet,clean,100,clean,all,f1_CD,absolute,8128,training_seed_student_t_95,3,0.7089031035748398,0.003495786583899077,0.7002190882896528,0.7175871188600267
resnet,clean,100,clean,all,f1_CD,clean_drop,8128,training_seed_student_t_95,3,0.0,0.0,0.0,0.0
resnet,clean,100,clean,all,f1_CD,normalized_robustness,8128,training_seed_student_t_95,3,0.9999999999985892,6.944886520547217e-15,0.999999999998572,0.9999999999986064
resnet,clean,100,clean,all,f1_HYP,absolute,8128,training_seed_student_t_95,3,0.6015592071501193,0.030470737973582736,0.5258656978460177,0.677252716454221
resnet,clean,100,clean,all,f1_HYP,clean_drop,8128,training_seed_student_t_95,3,0.0,0.0,0.0,0.0
resnet,clean,100,clean,all,f1_HYP,normalized_robustness,8128,training_seed_student_t_95,3,0.999999999998335,8.33672154093114e-14,0.9999999999981279,0.999999999998542
resnet,clean,100,clean,all,f1_MI,absolute,8128,training_seed_student_t_95,3,0.684828982455755,0.013137666578173952,0.6521932094649155,0.7174647554465944
resnet,clean,100,clean,all,f1_MI,clean_drop,8128,training_seed_student_t_95,3,0.0,0.0,0.0,0.0
resnet,clean,100,clean,all,f1_MI,normalized_robustness,8128,training_seed_student_t_95,3,0.9999999999985395,2.7699230115891677e-14,0.9999999999984707,0.9999999999986083
resnet,clean,100,clean,all,f1_NORM,absolute,8128,training_seed_student_t_95,3,0.8468327464023303,0.0015085736770486017,0.8430852416402664,0.8505802511643942
resnet,clean,100,clean,all,f1_NORM,clean_drop,8128,training_seed_student_t_95,3,0.0,0.0,0.0,0.0
resnet,clean,100,clean,all,f1_NORM,normalized_robustness,8128,training_seed_student_t_95,3,0.9999999999988192,2.144196810752504e-15,0.9999999999988138,0.9999999999988245
resnet,clean,100,clean,all,f1_STTC,absolute,8128,training_seed_student_t_95,3,0.7465551130458049,0.016268994660436967,0.7061406898780496,0.7869695362135603
resnet,clean,100,clean,all,f1_STTC,clean_drop,8128,training_seed_student_t_95,3,0.0,0.0,0.0,0.0
resnet,clean,100,clean,all,f1_STTC,normalized_robustness,8128,training_seed_student_t_95,3,0.9999999999986601,2.915619843253144e-14,0.9999999999985877,0.9999999999987325
resnet,clean,100,clean,all,macro_ap,absolute,8128,training_seed_student_t_95,3,0.7860689412183332,0.005117714118379225,0.7733558345790678,0.7987820478575985
resnet,clean,100,clean,all,macro_ap,clean_drop,8128,training_seed_student_t_95,3,0.0,0.0,0.0,0.0
resnet,clean,100,clean,all,macro_ap,normalized_robustness,8128,training_seed_student_t_95,3,0.9999999999987278,8.304067465573488e-15,0.9999999999987071,0.9999999999987484
resnet,clean,100,clean,all,macro_auroc,absolute,8128,training_seed_student_t_95,3,0.9078346884220357,0.0009065313476881569,0.9055827397143876,0.9100866371296839
resnet,clean,100,clean,all,macro_auroc,clean_drop,8128,training_seed_student_t_95,3,0.0,0.0,0.0,0.0
resnet,clean,100,clean,all,macro_auroc,normalized_robustness,8128,training_seed_student_t_95,3,0.9999999999988985,1.1157603309187458e-15,0.9999999999988958,0.9999999999989013
resnet,clean,100,clean,all,macro_f1,absolute,8128,training_seed_student_t_95,3,0.7177358305257698,0.00531501017696159,0.7045326133070063,0.7309390477445333
resnet,clean,100,clean,all,macro_f1,clean_drop,8128,training_seed_student_t_95,3,0.0,0.0,0.0,0.0
resnet,clean,100,clean,all,macro_f1,normalized_robustness,8128,training_seed_student_t_95,3,0.9999999999986068,1.0302367184640544e-14,0.9999999999985811,0.9999999999986324
resnet,clean,100,clean,all,mean_confidence,absolute,8128,training_seed_student_t_95,3,0.8877994616826376,0.004487027735525826,0.8766530668712863,0.8989458564939888
resnet,clean,100,clean,all,mean_entropy,absolute,8128,training_seed_student_t_95,3,0.26696160346824294,0.0074149234843612554,0.24854191241122625,0.2853812945252596
resnet,clean,100,clean,all,mean_loss,absolute,8128,training_seed_student_t_95,3,0.31422497736593075,0.008199207356021166,0.29385701716663026,0.33459293756523123
resnet,clean,100,clean,all,micro_ap,absolute,8128,training_seed_student_t_95,3,0.8183022616255798,0.006513055443506178,0.8021229349798459,0.8344815882713138
resnet,clean,100,clean,all,micro_auroc,absolute,8128,training_seed_student_t_95,3,0.916685064592318,0.003766765857050803,0.9073278994756006,0.9260422297090355
resnet,clean,100,clean,all,micro_f1,absolute,8128,training_seed_student_t_95,3,0.7503403930158662,0.0058520517012601424,0.7358030906938333,0.7648776953378991
resnet,clean,100,clean,all,probability_shift,absolute,8128,training_seed_student_t_95,3,0.0,0.0,0.0,0.0
resnet,em,0,covariance,all,ap_CD,absolute,8128,training_seed_student_t_95,3,0.7255336131189175,0.012358339553667955,0.6948337957794156,0.7562334304584194
resnet,em,0,covariance,all,ap_CD,clean_drop,8128,training_seed_student_t_95,3,0.08105526951649715,0.015907036808776805,0.04153999949810375,0.12057053953489055
resnet,em,0,covariance,all,ap_CD,normalized_robustness,8128,training_seed_student_t_95,3,0.8995747646196094,0.019244521285463407,0.8517687235504002,0.9473808056888186
resnet,em,0,covariance,all,ap_HYP,absolute,8128,training_seed_student_t_95,3,0.5677684931372161,0.02266319163697521,0.511470004123879,0.6240669821505532
resnet,em,0,covariance,all,ap_HYP,clean_drop,8128,training_seed_student_t_95,3,0.07383344784410839,0.015461667219529535,0.03542453721801718,0.1122423584701996
resnet,em,0,covariance,all,ap_HYP,normalized_robustness,8128,training_seed_student_t_95,3,0.8849747648569743,0.023890383823980874,0.8256277614523688,0.9443217682615799
resnet,em,0,covariance,all,ap_MI,absolute,8128,training_seed_student_t_95,3,0.6451713467849499,0.029438660778311337,0.5720416593630276,0.7183010342068722
resnet,em,0,covariance,all,ap_MI,clean_drop,8128,training_seed_student_t_95,3,0.1179387020800785,0.01808039133641479,0.07302452011864317,0.16285288404151382
resnet,em,0,covariance,all,ap_MI,normalized_robustness,8128,training_seed_student_t_95,3,0.8452543669492938,0.02557121522808312,0.7817319468667154,0.9087767870318721
resnet,em,0,covariance,all,ap_NORM,absolute,8128,training_seed_student_t_95,3,0.8232265026602895,0.0004550480975787247,0.822096100520448,0.824356904800131
resnet,em,0,covariance,all,ap_NORM,clean_drop,8128,training_seed_student_t_95,3,0.08383371903735692,0.0061369153597035635,0.06858877615868639,0.09907866191602746
resnet,em,0,covariance,all,ap_NORM,normalized_robustness,8128,training_seed_student_t_95,3,0.9076035741900791,0.00616859883324053,0.8922799251999571,0.922927223180201
resnet,em,0,covariance,all,ap_STTC,absolute,8128,training_seed_student_t_95,3,0.6676942927812505,0.025461249827777168,0.6044450418965565,0.7309435436659445
resnet,em,0,covariance,all,ap_STTC,clean_drop,8128,training_seed_student_t_95,3,0.14428931913100088,0.01577954188035069,0.10509076407236378,0.18348787418963797
resnet,em,0,covariance,all,ap_STTC,normalized_robustness,8128,training_seed_student_t_95,3,0.8221295229434978,0.02156605289504314,0.7685564776539827,0.875702568233013
resnet,em,0,covariance,all,auroc_CD,absolute,8128,training_seed_student_t_95,3,0.8399773397771826,0.008271233767455333,0.8194304560529987,0.8605242235013665
resnet,em,0,covariance,all,auroc_CD,clean_drop,8128,training_seed_student_t_95,3,0.05827162830117875,0.009773884479847691,0.03399195327479872,0.08255130332755878
resnet,em,0,covariance,all,auroc_CD,normalized_robustness,8128,training_seed_student_t_95,3,0.935145493931102,0.010737729715912239,0.9084714946055529,0.9618194932566512
resnet,em,0,covariance,all,auroc_HYP,absolute,8128,training_seed_student_t_95,3,0.8589530926230124,0.012242616846295132,0.8285407464249976,0.8893654388210273
resnet,em,0,covariance,all,auroc_HYP,clean_drop,8128,training_seed_student_t_95,3,0.03389618964795308,0.011510447271854294,0.005302653501180466,0.0624897257947257
resnet,em,0,covariance,all,auroc_HYP,normalized_robustness,8128,training_seed_student_t_95,3,0.9620336205510522,0.012923490735665245,0.929929889847528,0.9941373512545765
resnet,em,0,covariance,all,auroc_MI,absolute,8128,training_seed_student_t_95,3,0.8183453942409166,0.020884049455184534,0.7664665394158766,0.8702242490659565
resnet,em,0,covariance,all,auroc_MI,clean_drop,8128,training_seed_student_t_95,3,0.07206919945725927,0.017638936109965874,0.028251653071881384,0.11588674584263717
resnet,em,0,covariance,all,auroc_MI,normalized_robustness,8128,training_seed_student_t_95,3,0.9190216937723704,0.02011010750385712,0.8690654173353047,0.9689779702094361
resnet,em,0,covariance,all,auroc_NORM,absolute,8128,training_seed_student_t_95,3,0.8697998902198645,0.004120035977108659,0.8595651534754876,0.8800346269642414
resnet,em,0,covariance,all,auroc_NORM,clean_drop,8128,training_seed_student_t_95,3,0.06377356905648446,0.00506509379250449,0.05119117855312748,0.07635595955984144
resnet,em,0,covariance,all,auroc_NORM,normalized_robustness,8128,training_seed_student_t_95,3,0.9316931106290461,0.005344516950896798,0.918416594520399,0.9449696267376932
resnet,em,0,covariance,all,auroc_STTC,absolute,8128,training_seed_student_t_95,3,0.8412905182497984,0.018689757728452903,0.7948625862536467,0.8877184502459501
resnet,em,0,covariance,all,auroc_STTC,clean_drop,8128,training_seed_student_t_95,3,0.08279662053652914,0.014567326790895042,0.0466093746963243,0.11898386637673398
resnet,em,0,covariance,all,auroc_STTC,normalized_robustness,8128,training_seed_student_t_95,3,0.9103535797250081,0.01619605623836222,0.8701203456421619,0.9505868138078543
resnet,em,0,covariance,all,brier,absolute,8128,training_seed_student_t_95,3,0.14756403366724646,0.01831881192704751,0.10205758212536994,0.19307048520912298
resnet,em,0,covariance,all,clean_agreement,absolute,8128,training_seed_student_t_95,3,0.816187828236021,0.02083437225325993,0.7644323784216946,0.8679432780503473
resnet,em,0,covariance,all,ece,absolute,8128,training_seed_student_t_95,3,0.1153990118358955,0.020365821815975557,0.06480750583266998,0.16599051783912103
resnet,em,0,covariance,all,f1_CD,absolute,8128,training_seed_student_t_95,3,0.6252302251001528,0.008832862157776483,0.6032881791115997,0.6471722710887059
resnet,em,0,covariance,all,f1_CD,clean_drop,8128,training_seed_student_t_95,3,0.08367287847468707,0.010670410301207191,0.05716610984593758,0.11017964710343657
resnet,em,0,covariance,all,f1_CD,normalized_robustness,8128,training_seed_student_t_95,3,0.8819985871776478,0.014725536394197629,0.8454183268955228,0.9185788474597728
resnet,em,0,covariance,all,f1_HYP,absolute,8128,training_seed_student_t_95,3,0.541302564496481,0.006282484218826308,0.5256960085252116,0.5569091204677503
resnet,em,0,covariance,all,f1_HYP,clean_drop,8128,training_seed_student_t_95,3,0.06025664265363847,0.027047258855076067,-0.006932473066896407,0.12744575837417335
resnet,em,0,covariance,all,f1_HYP,normalized_robustness,8128,training_seed_student_t_95,3,0.9011469836618482,0.04003237807912839,0.8017010435856705,1.000592923738026
resnet,em,0,covariance,all,f1_MI,absolute,8128,training_seed_student_t_95,3,0.5610719284984071,0.013905385928597101,0.5265290349171647,0.5956148220796496
resnet,em,0,covariance,all,f1_MI,clean_drop,8128,training_seed_student_t_95,3,0.12375705395734778,0.0008059961253054463,0.12175484858697669,0.12575925932771886
resnet,em,0,covariance,all,f1_MI,normalized_robustness,8128,training_seed_student_t_95,3,0.8192296310736701,0.004550627482834407,0.8079252457315738,0.8305340164157664
resnet,em,0,covariance,all,f1_NORM,absolute,8128,training_seed_student_t_95,3,0.5767567792256721,0.09271633949343319,0.34643662379744244,0.8070769346539018
resnet,em,0,covariance,all,f1_NORM,clean_drop,8128,training_seed_student_t_95,3,0.27007596717665827,0.09413848756494135,0.03622300009234597,0.5039289342609705
resnet,em,0,covariance,all,f1_NORM,normalized_robustness,8128,training_seed_student_t_95,3,0.681199063483047,0.11063838029724314,0.4063580906230966,0.9560400363429975
resnet,em,0,covariance,all,f1_STTC,absolute,8128,training_seed_student_t_95,3,0.5969167703936166,0.01025026091552733,0.5714537106983902,0.6223798300888429
resnet,em,0,covariance,all,f1_STTC,clean_drop,8128,training_seed_student_t_95,3,0.14963834265218834,0.02583562090641935,0.08545910245286212,0.21381758285151456
resnet,em,0,covariance,all,f1_STTC,normalized_robustness,8128,training_seed_student_t_95,3,0.7999934053540975,0.030442217330071044,0.7243707452561057,0.8756160654520893
resnet,em,0,covariance,all,macro_ap,absolute,8128,training_seed_student_t_95,3,0.6858788496965248,0.015132185238383965,0.6482884176851293,0.7234692817079202
