model,kind,snr,condition,active,metric,outcome,n_noise_replays,n_fixed_training_seeds,mean,std,uncertainty
tcn,bandpass,20,covariance,all,f1_STTC,clean_drop,5,3,0.003171900819217958,0.0011527076489386845,descriptive_noise_replay_sd_after_training_seed_average_no_CI
tcn,bandpass,20,covariance,all,f1_STTC,normalized_robustness,5,3,0.995895925565226,0.0014852663247479725,descriptive_noise_replay_sd_after_training_seed_average_no_CI
tcn,bandpass,20,covariance,all,macro_ap,absolute,5,3,0.8091675526357835,0.00019024096871422683,descriptive_noise_replay_sd_after_training_seed_average_no_CI
tcn,bandpass,20,covariance,all,macro_ap,clean_drop,5,3,-0.00020988498517064967,0.0001902409687142471,descriptive_noise_replay_sd_after_training_seed_average_no_CI
tcn,bandpass,20,covariance,all,macro_ap,normalized_robustness,5,3,1.0002584427372985,0.00023471464072875482,descriptive_noise_replay_sd_after_training_seed_average_no_CI
tcn,bandpass,20,covariance,all,macro_auroc,absolute,5,3,0.9187210622653733,9.462697626551844e-05,descriptive_noise_replay_sd_after_training_seed_average_no_CI
tcn,bandpass,20,covariance,all,macro_auroc,clean_drop,5,3,0.00013960633362360605,9.462697626550561e-05,descriptive_noise_replay_sd_after_training_seed_average_no_CI
tcn,bandpass,20,covariance,all,macro_auroc,normalized_robustness,5,3,0.9998479595343678,0.00010294066345451134,descriptive_noise_replay_sd_after_training_seed_average_no_CI
tcn,bandpass,20,covariance,all,macro_f1,absolute,5,3,0.740418617150943,0.0004079335145754131,descriptive_noise_replay_sd_after_training_seed_average_no_CI
tcn,bandpass,20,covariance,all,macro_f1,clean_drop,5,3,0.00016611180664894605,0.0004079335145754033,descriptive_noise_replay_sd_after_training_seed_average_no_CI
tcn,bandpass,20,covariance,all,macro_f1,normalized_robustness,5,3,0.9997828563402683,0.0005502687096409408,descriptive_noise_replay_sd_after_training_seed_average_no_CI
tcn,bandpass,20,covariance,all,mean_confidence,absolute,5,3,0.9079160809516906,6.132297999496901e-05,descriptive_noise_replay_sd_after_training_seed_average_no_CI
tcn,bandpass,20,covariance,all,mean_entropy,absolute,5,3,0.22806741311206738,4.5915458723270954e-05,descriptive_noise_replay_sd_after_training_seed_average_no_CI
tcn,bandpass,20,covariance,all,mean_loss,absolute,5,3,0.2973177732167521,0.000183714185314843,descriptive_noise_replay_sd_after_training_seed_average_no_CI
tcn,bandpass,20,covariance,all,micro_ap,absolute,5,3,0.8447869133423473,0.00020021573168240827,descriptive_noise_replay_sd_after_training_seed_average_no_CI
tcn,bandpass,20,covariance,all,micro_auroc,absolute,5,3,0.9288419944050006,7.428685673173727e-05,descriptive_noise_replay_sd_after_training_seed_average_no_CI
tcn,bandpass,20,covariance,all,micro_f1,absolute,5,3,0.7696430880930584,0.0005140416941987992,descriptive_noise_replay_sd_after_training_seed_average_no_CI
tcn,bandpass,20,covariance,all,probability_shift,absolute,5,3,0.007190436994036001,8.601314579271521e-05,descriptive_noise_replay_sd_after_training_seed_average_no_CI
tcn,bandpass,20,electrode,all,ap_CD,absolute,5,3,0.8348483238635449,0.00017048942062594704,descriptive_noise_replay_sd_after_training_seed_average_no_CI
tcn,bandpass,20,electrode,all,ap_CD,clean_drop,5,3,0.00019957687416453468,0.00017048942062588386,descriptive_noise_replay_sd_after_training_seed_average_no_CI
tcn,bandpass,20,electrode,all,ap_CD,normalized_robustness,5,3,0.9997614445566467,0.00020459798699858575,descriptive_noise_replay_sd_after_training_seed_average_no_CI
tcn,bandpass,20,electrode,all,ap_HYP,absolute,5,3,0.6726651632319267,0.0007641805966761254,descriptive_noise_replay_sd_after_training_seed_average_no_CI
tcn,bandpass,20,electrode,all,ap_HYP,clean_drop,5,3,-0.0011772254145543098,0.0007641805966760701,descriptive_noise_replay_sd_after_training_seed_average_no_CI
tcn,bandpass,20,electrode,all,ap_HYP,normalized_robustness,5,3,1.0017600655927388,0.0011431960224925338,descriptive_noise_replay_sd_after_training_seed_average_no_CI
tcn,bandpass,20,electrode,all,ap_MI,absolute,5,3,0.7939369796320344,0.0005040772409302325,descriptive_noise_replay_sd_after_training_seed_average_no_CI
tcn,bandpass,20,electrode,all,ap_MI,clean_drop,5,3,0.00039583315563348115,0.0005040772409302691,descriptive_noise_replay_sd_after_training_seed_average_no_CI
tcn,bandpass,20,electrode,all,ap_MI,normalized_robustness,5,3,0.9995010142414072,0.0006338468513444504,descriptive_noise_replay_sd_after_training_seed_average_no_CI
tcn,bandpass,20,electrode,all,ap_NORM,absolute,5,3,0.92319626063837,0.00045197130326062344,descriptive_noise_replay_sd_after_training_seed_average_no_CI
tcn,bandpass,20,electrode,all,ap_NORM,clean_drop,5,3,0.00046058145963436816,0.0004519713032606048,descriptive_noise_replay_sd_after_training_seed_average_no_CI
tcn,bandpass,20,electrode,all,ap_NORM,normalized_robustness,5,3,0.999500304612635,0.0004893506336055239,descriptive_noise_replay_sd_after_training_seed_average_no_CI
tcn,bandpass,20,electrode,all,ap_STTC,absolute,5,3,0.8210407490378296,0.0007266930844628314,descriptive_noise_replay_sd_after_training_seed_average_no_CI
tcn,bandpass,20,electrode,all,ap_STTC,clean_drop,5,3,-0.0007779042255190513,0.0007266930844628467,descriptive_noise_replay_sd_after_training_seed_average_no_CI
tcn,bandpass,20,electrode,all,ap_STTC,normalized_robustness,5,3,1.0009538971690646,0.0008851604437956966,descriptive_noise_replay_sd_after_training_seed_average_no_CI
tcn,bandpass,20,electrode,all,auroc_CD,absolute,5,3,0.9127290283762278,9.469405002815185e-05,descriptive_noise_replay_sd_after_training_seed_average_no_CI
tcn,bandpass,20,electrode,all,auroc_CD,clean_drop,5,3,2.951813464791008e-05,9.469405002820116e-05,descriptive_noise_replay_sd_after_training_seed_average_no_CI
tcn,bandpass,20,electrode,all,auroc_CD,normalized_robustness,5,3,0.9999683471446363,0.00010350134751693967,descriptive_noise_replay_sd_after_training_seed_average_no_CI
tcn,bandpass,20,electrode,all,auroc_HYP,absolute,5,3,0.8971218367850893,0.00031612409327815374,descriptive_noise_replay_sd_after_training_seed_average_no_CI
tcn,bandpass,20,electrode,all,auroc_HYP,clean_drop,5,3,1.0602205258673303e-05,0.0003161240932781466,descriptive_noise_replay_sd_after_training_seed_average_no_CI
tcn,bandpass,20,electrode,all,auroc_HYP,normalized_robustness,5,3,0.999989565420287,0.00035271832008500653,descriptive_noise_replay_sd_after_training_seed_average_no_CI
tcn,bandpass,20,electrode,all,auroc_MI,absolute,5,3,0.9094936680235188,0.0004007483020141677,descriptive_noise_replay_sd_after_training_seed_average_no_CI
tcn,bandpass,20,electrode,all,auroc_MI,clean_drop,5,3,0.0001245288707974431,0.0004007483020141205,descriptive_noise_replay_sd_after_training_seed_average_no_CI
tcn,bandpass,20,electrode,all,auroc_MI,normalized_robustness,5,3,0.9998630405085805,0.00044056101144451115,descriptive_noise_replay_sd_after_training_seed_average_no_CI
tcn,bandpass,20,electrode,all,auroc_NORM,absolute,5,3,0.942850344185346,0.00025027242359987236,descriptive_noise_replay_sd_after_training_seed_average_no_CI
tcn,bandpass,20,electrode,all,auroc_NORM,clean_drop,5,3,0.0003659530957854133,0.000250272423599853,descriptive_noise_replay_sd_after_training_seed_average_no_CI
tcn,bandpass,20,electrode,all,auroc_NORM,normalized_robustness,5,3,0.9996118768506855,0.0002652717030995798,descriptive_noise_replay_sd_after_training_seed_average_no_CI
tcn,bandpass,20,electrode,all,auroc_STTC,absolute,5,3,0.9315652002965649,0.0001665795783388415,descriptive_noise_replay_sd_after_training_seed_average_no_CI
tcn,bandpass,20,electrode,all,auroc_STTC,clean_drop,5,3,1.2663021748752593e-05,0.0001665795783388172,descriptive_noise_replay_sd_after_training_seed_average_no_CI
tcn,bandpass,20,electrode,all,auroc_STTC,normalized_robustness,5,3,0.9999873115564991,0.00017879899746523056,descriptive_noise_replay_sd_after_training_seed_average_no_CI
tcn,bandpass,20,electrode,all,brier,absolute,5,3,0.08926145086685813,9.773259858023227e-05,descriptive_noise_replay_sd_after_training_seed_average_no_CI
tcn,bandpass,20,electrode,all,clean_agreement,absolute,5,3,0.9913191226444239,0.00044927524165120725,descriptive_noise_replay_sd_after_training_seed_average_no_CI
tcn,bandpass,20,electrode,all,ece,absolute,5,3,0.044015389600130475,0.00017739421803526792,descriptive_noise_replay_sd_after_training_seed_average_no_CI
tcn,bandpass,20,electrode,all,f1_CD,absolute,5,3,0.7451477447289288,0.0010070613762625956,descriptive_noise_replay_sd_after_training_seed_average_no_CI
tcn,bandpass,20,electrode,all,f1_CD,clean_drop,5,3,-0.0012712612806679827,0.0010070613762625902,descriptive_noise_replay_sd_after_training_seed_average_no_CI
tcn,bandpass,20,electrode,all,f1_CD,normalized_robustness,5,3,1.0017158609784258,0.0013557398126381177,descriptive_noise_replay_sd_after_training_seed_average_no_CI
tcn,bandpass,20,electrode,all,f1_HYP,absolute,5,3,0.6127287698562722,0.00212326043869005,descriptive_noise_replay_sd_after_training_seed_average_no_CI
tcn,bandpass,20,electrode,all,f1_HYP,clean_drop,5,3,0.000678414344092097,0.0021232604386900175,descriptive_noise_replay_sd_after_training_seed_average_no_CI
tcn,bandpass,20,electrode,all,f1_HYP,normalized_robustness,5,3,0.9990894397977206,0.0034688128704038197,descriptive_noise_replay_sd_after_training_seed_average_no_CI
tcn,bandpass,20,electrode,all,f1_MI,absolute,5,3,0.715280541269727,0.00023497158590411046,descriptive_noise_replay_sd_after_training_seed_average_no_CI
tcn,bandpass,20,electrode,all,f1_MI,clean_drop,5,3,-0.0005716362168484812,0.0002349715859041051,descriptive_noise_replay_sd_after_training_seed_average_no_CI
tcn,bandpass,20,electrode,all,f1_MI,normalized_robustness,5,3,1.0008136695770329,0.00031673214762093616,descriptive_noise_replay_sd_after_training_seed_average_no_CI
tcn,bandpass,20,electrode,all,f1_NORM,absolute,5,3,0.8584589604375072,0.0006101208934751249,descriptive_noise_replay_sd_after_training_seed_average_no_CI
tcn,bandpass,20,electrode,all,f1_NORM,clean_drop,5,3,-0.0007629295704272881,0.0006101208934751445,descriptive_noise_replay_sd_after_training_seed_average_no_CI
tcn,bandpass,20,electrode,all,f1_NORM,normalized_robustness,5,3,1.0008910616787752,0.0007122124533495907,descriptive_noise_replay_sd_after_training_seed_average_no_CI
tcn,bandpass,20,electrode,all,f1_STTC,absolute,5,3,0.7698574909817051,0.0009525275354806358,descriptive_noise_replay_sd_after_training_seed_average_no_CI
tcn,bandpass,20,electrode,all,f1_STTC,clean_drop,5,3,0.0033775502376707234,0.0009525275354806302,descriptive_noise_replay_sd_after_training_seed_average_no_CI
tcn,bandpass,20,electrode,all,f1_STTC,normalized_robustness,5,3,0.9956346902817316,0.0012337941583548382,descriptive_noise_replay_sd_after_training_seed_average_no_CI
tcn,bandpass,20,electrode,all,macro_ap,absolute,5,3,0.8091374952807412,0.000273538544480445,descriptive_noise_replay_sd_after_training_seed_average_no_CI
tcn,bandpass,20,electrode,all,macro_ap,clean_drop,5,3,-0.00017982763012820422,0.000273538544480367,descriptive_noise_replay_sd_after_training_seed_average_no_CI
tcn,bandpass,20,electrode,all,macro_ap,normalized_robustness,5,3,1.0002212907743409,0.00033835393006988396,descriptive_noise_replay_sd_after_training_seed_average_no_CI
tcn,bandpass,20,electrode,all,macro_auroc,absolute,5,3,0.9187520155333493,0.00014338873929498996,descriptive_noise_replay_sd_after_training_seed_average_no_CI
tcn,bandpass,20,electrode,all,macro_auroc,clean_drop,5,3,0.00010865306564763108,0.00014338873929495722,descriptive_noise_replay_sd_after_training_seed_average_no_CI
tcn,bandpass,20,electrode,all,macro_auroc,normalized_robustness,5,3,0.9998816441093499,0.00015602198193660042,descriptive_noise_replay_sd_after_training_seed_average_no_CI
tcn,bandpass,20,electrode,all,macro_f1,absolute,5,3,0.740294701454828,0.0006186529351276713,descriptive_noise_replay_sd_after_training_seed_average_no_CI
tcn,bandpass,20,electrode,all,macro_f1,clean_drop,5,3,0.0002900275027638122,0.0006186529351277176,descriptive_noise_replay_sd_after_training_seed_average_no_CI
tcn,bandpass,20,electrode,all,macro_f1,normalized_robustness,5,3,0.999617955107348,0.0008261567372226077,descriptive_noise_replay_sd_after_training_seed_average_no_CI
tcn,bandpass,20,electrode,all,mean_confidence,absolute,5,3,0.9079715212186177,7.977094725480994e-05,descriptive_noise_replay_sd_after_training_seed_average_no_CI
tcn,bandpass,20,electrode,all,mean_entropy,absolute,5,3,0.22799841763081657,0.00015933503248800098,descriptive_noise_replay_sd_after_training_seed_average_no_CI
tcn,bandpass,20,electrode,all,mean_loss,absolute,5,3,0.2973359427747325,0.00032823897489149366,descriptive_noise_replay_sd_after_training_seed_average_no_CI
tcn,bandpass,20,electrode,all,micro_ap,absolute,5,3,0.8447438479026121,0.00025606022640684234,descriptive_noise_replay_sd_after_training_seed_average_no_CI
tcn,bandpass,20,electrode,all,micro_auroc,absolute,5,3,0.9288480593763531,0.00013156647869911424,descriptive_noise_replay_sd_after_training_seed_average_no_CI
tcn,bandpass,20,electrode,all,micro_f1,absolute,5,3,0.7695068686000941,0.00041788860939216915,descriptive_noise_replay_sd_after_training_seed_average_no_CI
tcn,bandpass,20,electrode,all,probability_shift,absolute,5,3,0.00711682690307492,8.18638025010644e-05,descriptive_noise_replay_sd_after_training_seed_average_no_CI
tcn,bandpass,20,independent,all,ap_CD,absolute,5,3,0.8346745202014801,0.00048213952050338657,descriptive_noise_replay_sd_after_training_seed_average_no_CI
tcn,bandpass,20,independent,all,ap_CD,clean_drop,5,3,0.00037338053622914353,0.00048213952050334764,descriptive_noise_replay_sd_after_training_seed_average_no_CI
tcn,bandpass,20,independent,all,ap_CD,normalized_robustness,5,3,0.9995534985204737,0.0005779225771570837,descriptive_noise_replay_sd_after_training_seed_average_no_CI
tcn,bandpass,20,independent,all,ap_HYP,absolute,5,3,0.6722498176961308,0.0004834927365288868,descriptive_noise_replay_sd_after_training_seed_average_no_CI
tcn,bandpass,20,independent,all,ap_HYP,clean_drop,5,3,-0.0007618798787583537,0.00048349273652890733,descriptive_noise_replay_sd_after_training_seed_average_no_CI
tcn,bandpass,20,independent,all,ap_HYP,normalized_robustness,5,3,1.0011372287726956,0.000722489819482757,descriptive_noise_replay_sd_after_training_seed_average_no_CI
tcn,bandpass,20,independent,all,ap_MI,absolute,5,3,0.7932164642377162,0.00027851236413977906,descriptive_noise_replay_sd_after_training_seed_average_no_CI
tcn,bandpass,20,independent,all,ap_MI,clean_drop,5,3,0.00111634854995164,0.0002785123641397293,descriptive_noise_replay_sd_after_training_seed_average_no_CI
tcn,bandpass,20,independent,all,ap_MI,normalized_robustness,5,3,0.9985979281354821,0.0003503460539141932,descriptive_noise_replay_sd_after_training_seed_average_no_CI
tcn,bandpass,20,independent,all,ap_NORM,absolute,5,3,0.9231506598779493,0.00017273492374262665,descriptive_noise_replay_sd_after_training_seed_average_no_CI
tcn,bandpass,20,independent,all,ap_NORM,clean_drop,5,3,0.0005061822200549404,0.00017273492374259852,descriptive_noise_replay_sd_after_training_seed_average_no_CI
tcn,bandpass,20,independent,all,ap_NORM,normalized_robustness,5,3,0.999451388585739,0.00018692357228307455,descriptive_noise_replay_sd_after_training_seed_average_no_CI
tcn,bandpass,20,independent,all,ap_STTC,absolute,5,3,0.8210684404851072,0.000526464241459825,descriptive_noise_replay_sd_after_training_seed_average_no_CI
tcn,bandpass,20,independent,all,ap_STTC,clean_drop,5,3,-0.0008055956727967735,0.0005264642414598423,descriptive_noise_replay_sd_after_training_seed_average_no_CI
tcn,bandpass,20,independent,all,ap_STTC,normalized_robustness,5,3,1.0009869767398993,0.0006418525299461731,descriptive_noise_replay_sd_after_training_seed_average_no_CI
tcn,bandpass,20,independent,all,auroc_CD,absolute,5,3,0.9125277389594089,6.6544478950401e-05,descriptive_noise_replay_sd_after_training_seed_average_no_CI
tcn,bandpass,20,independent,all,auroc_CD,clean_drop,5,3,0.00023080755146666446,6.65444789503873e-05,descriptive_noise_replay_sd_after_training_seed_average_no_CI
tcn,bandpass,20,independent,all,auroc_CD,normalized_robustness,5,3,0.9997477954572865,7.318014920126463e-05,descriptive_noise_replay_sd_after_training_seed_average_no_CI
tcn,bandpass,20,independent,all,auroc_HYP,absolute,5,3,0.8971888722474528,0.00030895980418202553,descriptive_noise_replay_sd_after_training_seed_average_no_CI
tcn,bandpass,20,independent,all,auroc_HYP,clean_drop,5,3,-5.6433257104767286e-05,0.0003089598041819568,descriptive_noise_replay_sd_after_training_seed_average_no_CI
tcn,bandpass,20,independent,all,auroc_HYP,normalized_robustness,5,3,1.00006381297035,0.00034475049228112055,descriptive_noise_replay_sd_after_training_seed_average_no_CI
tcn,bandpass,20,independent,all,auroc_MI,absolute,5,3,0.9090326775214835,0.0001880416351577396,descriptive_noise_replay_sd_after_training_seed_average_no_CI
tcn,bandpass,20,independent,all,auroc_MI,clean_drop,5,3,0.0005855193728327916,0.00018804163515771775,descriptive_noise_replay_sd_after_training_seed_average_no_CI
tcn,bandpass,20,independent,all,auroc_MI,normalized_robustness,5,3,0.9993565423022541,0.00020693872092570514,descriptive_noise_replay_sd_after_training_seed_average_no_CI
tcn,bandpass,20,independent,all,auroc_NORM,absolute,5,3,0.9427908195999543,8.413700928687414e-05,descriptive_noise_replay_sd_after_training_seed_average_no_CI
tcn,bandpass,20,independent,all,auroc_NORM,clean_drop,5,3,0.00042547768117710366,8.413700928691854e-05,descriptive_noise_replay_sd_after_training_seed_average_no_CI
tcn,bandpass,20,independent,all,auroc_NORM,normalized_robustness,5,3,0.9995488702015864,8.91974767568081e-05,descriptive_noise_replay_sd_after_training_seed_average_no_CI
tcn,bandpass,20,independent,all,auroc_STTC,absolute,5,3,0.9316686931409806,0.0001862765052029605,descriptive_noise_replay_sd_after_training_seed_average_no_CI
tcn,bandpass,20,independent,all,auroc_STTC,clean_drop,5,3,-9.082982266691204e-05,0.00018627650520297936,descriptive_noise_replay_sd_after_training_seed_average_no_CI
tcn,bandpass,20,independent,all,auroc_STTC,normalized_robustness,5,3,1.000098097978368,0.00019992801537628275,descriptive_noise_replay_sd_after_training_seed_average_no_CI
tcn,bandpass,20,independent,all,brier,absolute,5,3,0.08954071700572963,7.883979155721686e-05,descriptive_noise_replay_sd_after_training_seed_average_no_CI
tcn,bandpass,20,independent,all,clean_agreement,absolute,5,3,0.9936669755946863,0.0005247231310306377,descriptive_noise_replay_sd_after_training_seed_average_no_CI
tcn,bandpass,20,independent,all,ece,absolute,5,3,0.04472411224642718,0.0003462321649375189,descriptive_noise_replay_sd_after_training_seed_average_no_CI
tcn,bandpass,20,independent,all,f1_CD,absolute,5,3,0.7437873468153386,0.0007917336377246892,descriptive_noise_replay_sd_after_training_seed_average_no_CI
tcn,bandpass,20,independent,all,f1_CD,clean_drop,5,3,8.913663292210807e-05,0.0007917336377247083,descriptive_noise_replay_sd_after_training_seed_average_no_CI
tcn,bandpass,20,independent,all,f1_CD,normalized_robustness,5,3,0.9998785706223332,0.0010570707230017013,descriptive_noise_replay_sd_after_training_seed_average_no_CI
tcn,bandpass,20,independent,all,f1_HYP,absolute,5,3,0.6101583492385891,0.002921797457283295,descriptive_noise_replay_sd_after_training_seed_average_no_CI
tcn,bandpass,20,independent,all,f1_HYP,clean_drop,5,3,0.0032488349617751044,0.0029217974572832667,descriptive_noise_replay_sd_after_training_seed_average_no_CI
tcn,bandpass,20,independent,all,f1_HYP,normalized_robustness,5,3,0.9948697585875458,0.0046978156543149305,descriptive_noise_replay_sd_after_training_seed_average_no_CI
tcn,bandpass,20,independent,all,f1_MI,absolute,5,3,0.7144630702244081,0.0007184719556744744,descriptive_noise_replay_sd_after_training_seed_average_no_CI
tcn,bandpass,20,independent,all,f1_MI,clean_drop,5,3,0.000245834828470463,0.0007184719556744586,descriptive_noise_replay_sd_after_training_seed_average_no_CI
tcn,bandpass,20,independent,all,f1_MI,normalized_robustness,5,3,0.9996483354181478,0.0010022502027319455,descriptive_noise_replay_sd_after_training_seed_average_no_CI
tcn,bandpass,20,independent,all,f1_NORM,absolute,5,3,0.8576334801891683,0.0009971187993044054,descriptive_noise_replay_sd_after_training_seed_average_no_CI
tcn,bandpass,20,independent,all,f1_NORM,clean_drop,5,3,6.255067791158066e-05,0.0009971187993044008,descriptive_noise_replay_sd_after_training_seed_average_no_CI
tcn,bandpass,20,independent,all,f1_NORM,normalized_robustness,5,3,0.9999278702168806,0.0011635392904381905,descriptive_noise_replay_sd_after_training_seed_average_no_CI
tcn,bandpass,20,independent,all,f1_STTC,absolute,5,3,0.7706388194899054,0.0013068171761948318,descriptive_noise_replay_sd_after_training_seed_average_no_CI
tcn,bandpass,20,independent,all,f1_STTC,clean_drop,5,3,0.00259622172947039,0.0013068171761947943,descriptive_noise_replay_sd_after_training_seed_average_no_CI
tcn,bandpass,20,independent,all,f1_STTC,normalized_robustness,5,3,0.9966464235597199,0.001692349954513744,descriptive_noise_replay_sd_after_training_seed_average_no_CI
tcn,bandpass,20,independent,all,macro_ap,absolute,5,3,0.8088719804996769,0.00014728733645992913,descriptive_noise_replay_sd_after_training_seed_average_no_CI
tcn,bandpass,20,independent,all,macro_ap,clean_drop,5,3,8.568715093615342e-05,0.00014728733645992287,descriptive_noise_replay_sd_after_training_seed_average_no_CI
tcn,bandpass,20,independent,all,macro_ap,normalized_robustness,5,3,0.9998934512317132,0.00018209747009434213,descriptive_noise_replay_sd_after_training_seed_average_no_CI
tcn,bandpass,20,independent,all,macro_auroc,absolute,5,3,0.918641760293856,3.468526990861197e-05,descriptive_noise_replay_sd_after_training_seed_average_no_CI
tcn,bandpass,20,independent,all,macro_auroc,clean_drop,5,3,0.00021890830514093755,3.468526990861012e-05,descriptive_noise_replay_sd_after_training_seed_average_no_CI
tcn,bandpass,20,independent,all,macro_auroc,normalized_robustness,5,3,0.9997617469335204,3.7668396255363014e-05,descriptive_noise_replay_sd_after_training_seed_average_no_CI
tcn,bandpass,20,independent,all,macro_f1,absolute,5,3,0.7393362131914819,0.0006028678614357479,descriptive_noise_replay_sd_after_training_seed_average_no_CI
tcn,bandpass,20,independent,all,macro_f1,clean_drop,5,3,0.0012485157661099367,0.000602867861435769,descriptive_noise_replay_sd_after_training_seed_average_no_CI
tcn,bandpass,20,independent,all,macro_f1,normalized_robustness,5,3,0.9983166429309372,0.0008089071030169535,descriptive_noise_replay_sd_after_training_seed_average_no_CI
tcn,bandpass,20,independent,all,mean_confidence,absolute,5,3,0.9088029305140177,6.150069681580821e-05,descriptive_noise_replay_sd_after_training_seed_average_no_CI
tcn,bandpass,20,independent,all,mean_entropy,absolute,5,3,0.22616969210492616,8.176444119060283e-05,descriptive_noise_replay_sd_after_training_seed_average_no_CI
tcn,bandpass,20,independent,all,mean_loss,absolute,5,3,0.2985475025211469,0.00014432743114142554,descriptive_noise_replay_sd_after_training_seed_average_no_CI
tcn,bandpass,20,independent,all,micro_ap,absolute,5,3,0.8442328936756824,0.00011049719436197975,descriptive_noise_replay_sd_after_training_seed_average_no_CI
tcn,bandpass,20,independent,all,micro_auroc,absolute,5,3,0.9285932126536889,4.5406298882927e-05,descriptive_noise_replay_sd_after_training_seed_average_no_CI
tcn,bandpass,20,independent,all,micro_f1,absolute,5,3,0.7689116102000113,0.00040682037118969434,descriptive_noise_replay_sd_after_training_seed_average_no_CI
tcn,bandpass,20,independent,all,probability_shift,absolute,5,3,0.005343351885676334,7.369188178516207e-05,descriptive_noise_replay_sd_after_training_seed_average_no_CI
tcn,bandpass,20,independent_rms,all,ap_CD,absolute,5,3,0.8347007055556415,0.0005060960830240769,descriptive_noise_replay_sd_after_training_seed_average_no_CI
tcn,bandpass,20,independent_rms,all,ap_CD,clean_drop,5,3,0.00034719518206790905,0.0005060960830240866,descriptive_noise_replay_sd_after_training_seed_average_no_CI
tcn,bandpass,20,independent_rms,all,ap_CD,normalized_robustness,5,3,0.9995845915121183,0.0006066370057783829,descriptive_noise_replay_sd_after_training_seed_average_no_CI
tcn,bandpass,20,independent_rms,all,ap_HYP,absolute,5,3,0.6721805753859305,0.000492692294578764,descriptive_noise_replay_sd_after_training_seed_average_no_CI
tcn,bandpass,20,independent_rms,all,ap_HYP,clean_drop,5,3,-0.0006926375685579447,0.0004926922945787584,descriptive_noise_replay_sd_after_training_seed_average_no_CI
tcn,bandpass,20,independent_rms,all,ap_HYP,normalized_robustness,5,3,1.001035611972983,0.0007372635113437915,descriptive_noise_replay_sd_after_training_seed_average_no_CI
tcn,bandpass,20,independent_rms,all,ap_MI,absolute,5,3,0.793204647425787,0.0002931463272000519,descriptive_noise_replay_sd_after_training_seed_average_no_CI
tcn,bandpass,20,independent_rms,all,ap_MI,clean_drop,5,3,0.0011281653618809245,0.00029314632720001105,descriptive_noise_replay_sd_after_training_seed_average_no_CI
tcn,bandpass,20,independent_rms,all,ap_MI,normalized_robustness,5,3,0.9985824262292022,0.000368361243710096,descriptive_noise_replay_sd_after_training_seed_average_no_CI
tcn,bandpass,20,independent_rms,all,ap_NORM,absolute,5,3,0.9231530898163353,0.00019364500137171808,descriptive_noise_replay_sd_after_training_seed_average_no_CI
tcn,bandpass,20,independent_rms,all,ap_NORM,clean_drop,5,3,0.0005037522816690417,0.00019364500137170263,descriptive_noise_replay_sd_after_training_seed_average_no_CI
tcn,bandpass,20,independent_rms,all,ap_NORM,normalized_robustness,5,3,0.9994540076213656,0.00020952049021857286,descriptive_noise_replay_sd_after_training_seed_average_no_CI
tcn,bandpass,20,independent_rms,all,ap_STTC,absolute,5,3,0.8210372009168989,0.0005125841449619067,descriptive_noise_replay_sd_after_training_seed_average_no_CI
tcn,bandpass,20,independent_rms,all,ap_STTC,clean_drop,5,3,-0.0007743561045883289,0.0005125841449619063,descriptive_noise_replay_sd_after_training_seed_average_no_CI
tcn,bandpass,20,independent_rms,all,ap_STTC,normalized_robustness,5,3,1.0009488899312693,0.0006248357614759604,descriptive_noise_replay_sd_after_training_seed_average_no_CI
tcn,bandpass,20,independent_rms,all,auroc_CD,absolute,5,3,0.9125382118318388,6.297744554308111e-05,descriptive_noise_replay_sd_after_training_seed_average_no_CI
tcn,bandpass,20,independent_rms,all,auroc_CD,clean_drop,5,3,0.00022033467903672665,6.297744554303266e-05,descriptive_noise_replay_sd_after_training_seed_average_no_CI
tcn,bandpass,20,independent_rms,all,auroc_CD,normalized_robustness,5,3,0.9997592278224674,6.92870992054058e-05,descriptive_noise_replay_sd_after_training_seed_average_no_CI
tcn,bandpass,20,independent_rms,all,auroc_HYP,absolute,5,3,0.8971709558626169,0.00031308851629908264,descriptive_noise_replay_sd_after_training_seed_average_no_CI
tcn,bandpass,20,independent_rms,all,auroc_HYP,clean_drop,5,3,-3.8516872268841895e-05,0.0003130885162990847,descriptive_noise_replay_sd_after_training_seed_average_no_CI
tcn,bandpass,20,independent_rms,all,auroc_HYP,normalized_robustness,5,3,1.000043869870941,0.00034936471217133065,descriptive_noise_replay_sd_after_training_seed_average_no_CI
tcn,bandpass,20,independent_rms,all,auroc_MI,absolute,5,3,0.9090315845017338,0.00020237387220278466,descriptive_noise_replay_sd_after_training_seed_average_no_CI
tcn,bandpass,20,independent_rms,all,auroc_MI,clean_drop,5,3,0.000586612392582501,0.00020237387220278165,descriptive_noise_replay_sd_after_training_seed_average_no_CI
tcn,bandpass,20,independent_rms,all,auroc_MI,normalized_robustness,5,3,0.9993552668947142,0.00022266098028235698,descriptive_noise_replay_sd_after_training_seed_average_no_CI
tcn,bandpass,20,independent_rms,all,auroc_NORM,absolute,5,3,0.9427855188704521,9.835464491912532e-05,descriptive_noise_replay_sd_after_training_seed_average_no_CI
tcn,bandpass,20,independent_rms,all,auroc_NORM,clean_drop,5,3,0.0004307784106791335,9.835464491912666e-05,descriptive_noise_replay_sd_after_training_seed_average_no_CI
