distribution_index,model,kind,snr,active,noise_seed,training_seed,n_fixed_training_seeds,outcome,lhs,rhs,metric,point,ci95_low,ci95_high,n_bootstrap,n_valid,n_invalid,ci_method,conditioning
2820,resnet,em,10,all,8128,43,1,clean_drop,clean,covariance,macro_auroc,0.006236830824869033,0.0038524710721380083,0.008572960619047663,2000,2000,0,patient_cluster_percentile_95,"95% percentile patient-cluster CI; fixed trained models, fixed test-noise realization (base 8128); not joint patient/training/noise uncertainty"
2821,resnet,em,10,all,8128,43,1,clean_drop,clean,covariance,auroc_NORM,0.00796152191764754,0.004602434488853321,0.01130441084795822,2000,2000,0,patient_cluster_percentile_95,"95% percentile patient-cluster CI; fixed trained models, fixed test-noise realization (base 8128); not joint patient/training/noise uncertainty"
2822,resnet,em,10,all,8128,43,1,clean_drop,clean,covariance,auroc_MI,0.006607869742198069,0.0023670617246991403,0.011025105129300479,2000,2000,0,patient_cluster_percentile_95,"95% percentile patient-cluster CI; fixed trained models, fixed test-noise realization (base 8128); not joint patient/training/noise uncertainty"
2823,resnet,em,10,all,8128,43,1,clean_drop,clean,covariance,auroc_STTC,0.007462975317660048,0.003479902556941175,0.011351959517212613,2000,2000,0,patient_cluster_percentile_95,"95% percentile patient-cluster CI; fixed trained models, fixed test-noise realization (base 8128); not joint patient/training/noise uncertainty"
2824,resnet,em,10,all,8128,43,1,clean_drop,clean,covariance,auroc_CD,0.007646005589845184,0.0015860147761830757,0.013697487398808633,2000,2000,0,patient_cluster_percentile_95,"95% percentile patient-cluster CI; fixed trained models, fixed test-noise realization (base 8128); not joint patient/training/noise uncertainty"
2825,resnet,em,10,all,8128,43,1,clean_drop,clean,covariance,auroc_HYP,0.0015057815569942123,-0.003033030357031627,0.00659802184545706,2000,2000,0,patient_cluster_percentile_95,"95% percentile patient-cluster CI; fixed trained models, fixed test-noise realization (base 8128); not joint patient/training/noise uncertainty"
2826,resnet,em,10,all,8128,mean_fixed_seeds,3,clean_drop,clean,covariance,macro_auroc,0.008060690999881751,0.006426200827408258,0.009822598236191577,2000,2000,0,patient_cluster_percentile_95,"95% percentile patient-cluster CI; fixed trained models, fixed test-noise realization (base 8128); not joint patient/training/noise uncertainty"
2827,resnet,em,10,all,8128,mean_fixed_seeds,3,clean_drop,clean,covariance,auroc_NORM,0.008907832479568315,0.006454806787106097,0.011557360854693666,2000,2000,0,patient_cluster_percentile_95,"95% percentile patient-cluster CI; fixed trained models, fixed test-noise realization (base 8128); not joint patient/training/noise uncertainty"
2828,resnet,em,10,all,8128,mean_fixed_seeds,3,clean_drop,clean,covariance,auroc_MI,0.007809437660183938,0.004804591201261006,0.011070289869145138,2000,2000,0,patient_cluster_percentile_95,"95% percentile patient-cluster CI; fixed trained models, fixed test-noise realization (base 8128); not joint patient/training/noise uncertainty"
2829,resnet,em,10,all,8128,mean_fixed_seeds,3,clean_drop,clean,covariance,auroc_STTC,0.008497122093807189,0.005566029812321207,0.011484133193919796,2000,2000,0,patient_cluster_percentile_95,"95% percentile patient-cluster CI; fixed trained models, fixed test-noise realization (base 8128); not joint patient/training/noise uncertainty"
2830,resnet,em,10,all,8128,mean_fixed_seeds,3,clean_drop,clean,covariance,auroc_CD,0.009181352949549063,0.005729316436090213,0.013075434242810565,2000,2000,0,patient_cluster_percentile_95,"95% percentile patient-cluster CI; fixed trained models, fixed test-noise realization (base 8128); not joint patient/training/noise uncertainty"
2831,resnet,em,10,all,8128,mean_fixed_seeds,3,clean_drop,clean,covariance,auroc_HYP,0.005907709816299993,0.0023974037257489802,0.009744006968283687,2000,2000,0,patient_cluster_percentile_95,"95% percentile patient-cluster CI; fixed trained models, fixed test-noise realization (base 8128); not joint patient/training/noise uncertainty"
2832,resnet,em,10,all,8128,17,1,paired_contrast,electrode,independent_rms,macro_auroc,-0.004027865359956806,-0.006436471050580661,-0.0016320298720252679,2000,2000,0,patient_cluster_percentile_95,"95% percentile patient-cluster CI; fixed trained models, fixed test-noise realization (base 8128); not joint patient/training/noise uncertainty"
2833,resnet,em,10,all,8128,17,1,paired_contrast,electrode,independent_rms,auroc_NORM,-0.003730931494588474,-0.007148683141751863,-0.0004696832210515112,2000,2000,0,patient_cluster_percentile_95,"95% percentile patient-cluster CI; fixed trained models, fixed test-noise realization (base 8128); not joint patient/training/noise uncertainty"
2834,resnet,em,10,all,8128,17,1,paired_contrast,electrode,independent_rms,auroc_MI,-0.0038421528720036235,-0.00874026900046688,0.001422179793122706,2000,2000,0,patient_cluster_percentile_95,"95% percentile patient-cluster CI; fixed trained models, fixed test-noise realization (base 8128); not joint patient/training/noise uncertainty"
2835,resnet,em,10,all,8128,17,1,paired_contrast,electrode,independent_rms,auroc_STTC,-0.003294730658699896,-0.006948707462434209,0.0005482737157507305,2000,2000,0,patient_cluster_percentile_95,"95% percentile patient-cluster CI; fixed trained models, fixed test-noise realization (base 8128); not joint patient/training/noise uncertainty"
2836,resnet,em,10,all,8128,17,1,paired_contrast,electrode,independent_rms,auroc_CD,-0.005718430961531018,-0.011641754289241312,-0.00019913480635441066,2000,2000,0,patient_cluster_percentile_95,"95% percentile patient-cluster CI; fixed trained models, fixed test-noise realization (base 8128); not joint patient/training/noise uncertainty"
2837,resnet,em,10,all,8128,17,1,paired_contrast,electrode,independent_rms,auroc_HYP,-0.003553080812960907,-0.007869693711188324,0.0008127764868612327,2000,2000,0,patient_cluster_percentile_95,"95% percentile patient-cluster CI; fixed trained models, fixed test-noise realization (base 8128); not joint patient/training/noise uncertainty"
2838,resnet,em,10,all,8128,29,1,paired_contrast,electrode,independent_rms,macro_auroc,-0.002797717854437942,-0.0051881239343568196,-0.00041729149573999726,2000,2000,0,patient_cluster_percentile_95,"95% percentile patient-cluster CI; fixed trained models, fixed test-noise realization (base 8128); not joint patient/training/noise uncertainty"
2839,resnet,em,10,all,8128,29,1,paired_contrast,electrode,independent_rms,auroc_NORM,-0.005795174598209107,-0.009405786536906515,-0.0020219729021458783,2000,2000,0,patient_cluster_percentile_95,"95% percentile patient-cluster CI; fixed trained models, fixed test-noise realization (base 8128); not joint patient/training/noise uncertainty"
2840,resnet,em,10,all,8128,29,1,paired_contrast,electrode,independent_rms,auroc_MI,-0.0016836273179556827,-0.007146783728918696,0.004039572195338103,2000,2000,0,patient_cluster_percentile_95,"95% percentile patient-cluster CI; fixed trained models, fixed test-noise realization (base 8128); not joint patient/training/noise uncertainty"
2841,resnet,em,10,all,8128,29,1,paired_contrast,electrode,independent_rms,auroc_STTC,-0.0023356240114341675,-0.0062128556759959794,0.0017088928149536595,2000,2000,0,patient_cluster_percentile_95,"95% percentile patient-cluster CI; fixed trained models, fixed test-noise realization (base 8128); not joint patient/training/noise uncertainty"
2842,resnet,em,10,all,8128,29,1,paired_contrast,electrode,independent_rms,auroc_CD,-0.0018329548542370677,-0.008054874478538277,0.003967538190203691,2000,2000,0,patient_cluster_percentile_95,"95% percentile patient-cluster CI; fixed trained models, fixed test-noise realization (base 8128); not joint patient/training/noise uncertainty"
2843,resnet,em,10,all,8128,29,1,paired_contrast,electrode,independent_rms,auroc_HYP,-0.0023412084903533525,-0.006353306779662565,0.0016826873936412624,2000,2000,0,patient_cluster_percentile_95,"95% percentile patient-cluster CI; fixed trained models, fixed test-noise realization (base 8128); not joint patient/training/noise uncertainty"
2844,resnet,em,10,all,8128,43,1,paired_contrast,electrode,independent_rms,macro_auroc,-0.0038807505170787016,-0.00655530267120478,-0.0012782516653773543,2000,2000,0,patient_cluster_percentile_95,"95% percentile patient-cluster CI; fixed trained models, fixed test-noise realization (base 8128); not joint patient/training/noise uncertainty"
2845,resnet,em,10,all,8128,43,1,paired_contrast,electrode,independent_rms,auroc_NORM,-0.007141212302906319,-0.011389199405661032,-0.0035004217221673403,2000,2000,0,patient_cluster_percentile_95,"95% percentile patient-cluster CI; fixed trained models, fixed test-noise realization (base 8128); not joint patient/training/noise uncertainty"
2846,resnet,em,10,all,8128,43,1,paired_contrast,electrode,independent_rms,auroc_MI,-0.003677069199457206,-0.008989721211974064,0.0015653799630803687,2000,2000,0,patient_cluster_percentile_95,"95% percentile patient-cluster CI; fixed trained models, fixed test-noise realization (base 8128); not joint patient/training/noise uncertainty"
2847,resnet,em,10,all,8128,43,1,paired_contrast,electrode,independent_rms,auroc_STTC,-0.0015054925856834434,-0.0062416263381175115,0.0032703438567753974,2000,2000,0,patient_cluster_percentile_95,"95% percentile patient-cluster CI; fixed trained models, fixed test-noise realization (base 8128); not joint patient/training/noise uncertainty"
2848,resnet,em,10,all,8128,43,1,paired_contrast,electrode,independent_rms,auroc_CD,-0.0035470284538643426,-0.009156258346769206,0.0018034316826721682,2000,2000,0,patient_cluster_percentile_95,"95% percentile patient-cluster CI; fixed trained models, fixed test-noise realization (base 8128); not joint patient/training/noise uncertainty"
2849,resnet,em,10,all,8128,43,1,paired_contrast,electrode,independent_rms,auroc_HYP,-0.003532950043482419,-0.008327529465803483,0.0012196601144108413,2000,2000,0,patient_cluster_percentile_95,"95% percentile patient-cluster CI; fixed trained models, fixed test-noise realization (base 8128); not joint patient/training/noise uncertainty"
2850,resnet,em,10,all,8128,mean_fixed_seeds,3,paired_contrast,electrode,independent_rms,macro_auroc,-0.00356877791049115,-0.005392531019309181,-0.0018170896140436502,2000,2000,0,patient_cluster_percentile_95,"95% percentile patient-cluster CI; fixed trained models, fixed test-noise realization (base 8128); not joint patient/training/noise uncertainty"
2851,resnet,em,10,all,8128,mean_fixed_seeds,3,paired_contrast,electrode,independent_rms,auroc_NORM,-0.005555772798567967,-0.008418719917161257,-0.0027748946925618924,2000,2000,0,patient_cluster_percentile_95,"95% percentile patient-cluster CI; fixed trained models, fixed test-noise realization (base 8128); not joint patient/training/noise uncertainty"
2852,resnet,em,10,all,8128,mean_fixed_seeds,3,paired_contrast,electrode,independent_rms,auroc_MI,-0.003067616463138837,-0.00661176170731389,0.0006749689938080288,2000,2000,0,patient_cluster_percentile_95,"95% percentile patient-cluster CI; fixed trained models, fixed test-noise realization (base 8128); not joint patient/training/noise uncertainty"
2853,resnet,em,10,all,8128,mean_fixed_seeds,3,paired_contrast,electrode,independent_rms,auroc_STTC,-0.002378615751939169,-0.005401006769910232,0.0007329037064611072,2000,2000,0,patient_cluster_percentile_95,"95% percentile patient-cluster CI; fixed trained models, fixed test-noise realization (base 8128); not joint patient/training/noise uncertainty"
2854,resnet,em,10,all,8128,mean_fixed_seeds,3,paired_contrast,electrode,independent_rms,auroc_CD,-0.0036994714232108095,-0.00826491880640293,0.000267230990736454,2000,2000,0,patient_cluster_percentile_95,"95% percentile patient-cluster CI; fixed trained models, fixed test-noise realization (base 8128); not joint patient/training/noise uncertainty"
2855,resnet,em,10,all,8128,mean_fixed_seeds,3,paired_contrast,electrode,independent_rms,auroc_HYP,-0.003142413115598893,-0.006009042360445456,-0.00017659821952914097,2000,2000,0,patient_cluster_percentile_95,"95% percentile patient-cluster CI; fixed trained models, fixed test-noise realization (base 8128); not joint patient/training/noise uncertainty"
2856,resnet,em,10,all,8128,17,1,paired_contrast,covariance,electrode,macro_auroc,-0.00035046483449674426,-0.0029154737362373203,0.002122477503071659,2000,2000,0,patient_cluster_percentile_95,"95% percentile patient-cluster CI; fixed trained models, fixed test-noise realization (base 8128); not joint patient/training/noise uncertainty"
2857,resnet,em,10,all,8128,17,1,paired_contrast,covariance,electrode,auroc_NORM,-0.0002402707716906427,-0.0037075752305814917,0.003312512114356825,2000,2000,0,patient_cluster_percentile_95,"95% percentile patient-cluster CI; fixed trained models, fixed test-noise realization (base 8128); not joint patient/training/noise uncertainty"
2858,resnet,em,10,all,8128,17,1,paired_contrast,covariance,electrode,auroc_MI,0.0015535956580732257,-0.0041409480080359965,0.007206241688778999,2000,2000,0,patient_cluster_percentile_95,"95% percentile patient-cluster CI; fixed trained models, fixed test-noise realization (base 8128); not joint patient/training/noise uncertainty"
2859,resnet,em,10,all,8128,17,1,paired_contrast,covariance,electrode,auroc_STTC,-0.004007611883073414,-0.008118256053444992,-0.00017552424849018666,2000,2000,0,patient_cluster_percentile_95,"95% percentile patient-cluster CI; fixed trained models, fixed test-noise realization (base 8128); not joint patient/training/noise uncertainty"
2860,resnet,em,10,all,8128,17,1,paired_contrast,covariance,electrode,auroc_CD,0.00043064127945346975,-0.005543036753649167,0.006544888252256006,2000,2000,0,patient_cluster_percentile_95,"95% percentile patient-cluster CI; fixed trained models, fixed test-noise realization (base 8128); not joint patient/training/noise uncertainty"
2861,resnet,em,10,all,8128,17,1,paired_contrast,covariance,electrode,auroc_HYP,0.0005113215447546393,-0.004595296160836926,0.0053381396015508556,2000,2000,0,patient_cluster_percentile_95,"95% percentile patient-cluster CI; fixed trained models, fixed test-noise realization (base 8128); not joint patient/training/noise uncertainty"
