distribution_index,model,kind,snr,active,noise_seed,training_seed,n_fixed_training_seeds,outcome,lhs,rhs,metric,point,ci95_low,ci95_high,n_bootstrap,n_valid,n_invalid,ci_method,conditioning
2723,resnet,em,10,all,8128,29,1,clean_drop,clean,independent_rms,auroc_HYP,0.005103150062807926,0.0018371019564485086,0.00857110399663757,2000,2000,0,patient_cluster_percentile_95,"95% percentile patient-cluster CI; fixed trained models, fixed test-noise realization (base 8128); not joint patient/training/noise uncertainty"
2724,resnet,em,10,all,8128,43,1,clean_drop,clean,independent_rms,macro_auroc,0.0039749719334534195,0.002259139771617888,0.005720676619960525,2000,2000,0,patient_cluster_percentile_95,"95% percentile patient-cluster CI; fixed trained models, fixed test-noise realization (base 8128); not joint patient/training/noise uncertainty"
2725,resnet,em,10,all,8128,43,1,clean_drop,clean,independent_rms,auroc_NORM,0.003390728937203713,0.0007984715028928502,0.005989375393710061,2000,2000,0,patient_cluster_percentile_95,"95% percentile patient-cluster CI; fixed trained models, fixed test-noise realization (base 8128); not joint patient/training/noise uncertainty"
2726,resnet,em,10,all,8128,43,1,clean_drop,clean,independent_rms,auroc_MI,0.005688602442333823,0.0022197814262651773,0.009394099474437308,2000,2000,0,patient_cluster_percentile_95,"95% percentile patient-cluster CI; fixed trained models, fixed test-noise realization (base 8128); not joint patient/training/noise uncertainty"
2727,resnet,em,10,all,8128,43,1,clean_drop,clean,independent_rms,auroc_STTC,0.00345770843861426,0.00031071949728214704,0.006840389059565524,2000,2000,0,patient_cluster_percentile_95,"95% percentile patient-cluster CI; fixed trained models, fixed test-noise realization (base 8128); not joint patient/training/noise uncertainty"
2728,resnet,em,10,all,8128,43,1,clean_drop,clean,independent_rms,auroc_CD,0.0033056267225651803,-0.00014905510419010724,0.006858432314065259,2000,2000,0,patient_cluster_percentile_95,"95% percentile patient-cluster CI; fixed trained models, fixed test-noise realization (base 8128); not joint patient/training/noise uncertainty"
2729,resnet,em,10,all,8128,43,1,clean_drop,clean,independent_rms,auroc_HYP,0.004032193126550121,0.0003398293164784655,0.007450821783997623,2000,2000,0,patient_cluster_percentile_95,"95% percentile patient-cluster CI; fixed trained models, fixed test-noise realization (base 8128); not joint patient/training/noise uncertainty"
2730,resnet,em,10,all,8128,mean_fixed_seeds,3,clean_drop,clean,independent_rms,macro_auroc,0.004982180035560131,0.0036933211698839657,0.0063232745504513575,2000,2000,0,patient_cluster_percentile_95,"95% percentile patient-cluster CI; fixed trained models, fixed test-noise realization (base 8128); not joint patient/training/noise uncertainty"
2731,resnet,em,10,all,8128,mean_fixed_seeds,3,clean_drop,clean,independent_rms,auroc_NORM,0.004434074711320253,0.0025482135673362562,0.00637613148068189,2000,2000,0,patient_cluster_percentile_95,"95% percentile patient-cluster CI; fixed trained models, fixed test-noise realization (base 8128); not joint patient/training/noise uncertainty"
2732,resnet,em,10,all,8128,mean_fixed_seeds,3,clean_drop,clean,independent_rms,auroc_MI,0.0061706618423036375,0.0037928078681800613,0.00852735637900909,2000,2000,0,patient_cluster_percentile_95,"95% percentile patient-cluster CI; fixed trained models, fixed test-noise realization (base 8128); not joint patient/training/noise uncertainty"
2733,resnet,em,10,all,8128,mean_fixed_seeds,3,clean_drop,clean,independent_rms,auroc_STTC,0.003320916537007501,0.0009164604260911277,0.005735692959742975,2000,2000,0,patient_cluster_percentile_95,"95% percentile patient-cluster CI; fixed trained models, fixed test-noise realization (base 8128); not joint patient/training/noise uncertainty"
2734,resnet,em,10,all,8128,mean_fixed_seeds,3,clean_drop,clean,independent_rms,auroc_CD,0.005329842915000715,0.002810787400705513,0.008152527475177787,2000,2000,0,patient_cluster_percentile_95,"95% percentile patient-cluster CI; fixed trained models, fixed test-noise realization (base 8128); not joint patient/training/noise uncertainty"
2735,resnet,em,10,all,8128,mean_fixed_seeds,3,clean_drop,clean,independent_rms,auroc_HYP,0.005655404172169069,0.003072900669089478,0.008412997784262893,2000,2000,0,patient_cluster_percentile_95,"95% percentile patient-cluster CI; fixed trained models, fixed test-noise realization (base 8128); not joint patient/training/noise uncertainty"
2736,resnet,em,10,all,8128,17,1,absolute,electrode,,macro_auroc,0.897073806462193,0.8880199719774364,0.9054251265306671,2000,2000,0,patient_cluster_percentile_95,"95% percentile patient-cluster CI; fixed trained models, fixed test-noise realization (base 8128); not joint patient/training/noise uncertainty"
2737,resnet,em,10,all,8128,17,1,absolute,electrode,,auroc_NORM,0.9251011266222622,0.9131435407272706,0.9360467254115192,2000,2000,0,patient_cluster_percentile_95,"95% percentile patient-cluster CI; fixed trained models, fixed test-noise realization (base 8128); not joint patient/training/noise uncertainty"
2738,resnet,em,10,all,8128,17,1,absolute,electrode,,auroc_MI,0.8770420624151968,0.8594903083732311,0.8931229119679504,2000,2000,0,patient_cluster_percentile_95,"95% percentile patient-cluster CI; fixed trained models, fixed test-noise realization (base 8128); not joint patient/training/noise uncertainty"
2739,resnet,em,10,all,8128,17,1,absolute,electrode,,auroc_STTC,0.9118208135522473,0.8982785938850747,0.9256622607364609,2000,2000,0,patient_cluster_percentile_95,"95% percentile patient-cluster CI; fixed trained models, fixed test-noise realization (base 8128); not joint patient/training/noise uncertainty"
2740,resnet,em,10,all,8128,17,1,absolute,electrode,,auroc_CD,0.8912515527347541,0.8715272060609486,0.9096302657496843,2000,2000,0,patient_cluster_percentile_95,"95% percentile patient-cluster CI; fixed trained models, fixed test-noise realization (base 8128); not joint patient/training/noise uncertainty"
2741,resnet,em,10,all,8128,17,1,absolute,electrode,,auroc_HYP,0.8801534769865044,0.856956564104525,0.9012200352611679,2000,2000,0,patient_cluster_percentile_95,"95% percentile patient-cluster CI; fixed trained models, fixed test-noise realization (base 8128); not joint patient/training/noise uncertainty"
2742,resnet,em,10,all,8128,29,1,absolute,electrode,,macro_auroc,0.89993260289298,0.8909961712897784,0.9085630471597249,2000,2000,0,patient_cluster_percentile_95,"95% percentile patient-cluster CI; fixed trained models, fixed test-noise realization (base 8128); not joint patient/training/noise uncertainty"
2743,resnet,em,10,all,8128,29,1,absolute,electrode,,auroc_NORM,0.9211616418357903,0.9084944638575898,0.9327790888117734,2000,2000,0,patient_cluster_percentile_95,"95% percentile patient-cluster CI; fixed trained models, fixed test-noise realization (base 8128); not joint patient/training/noise uncertainty"
2744,resnet,em,10,all,8128,29,1,absolute,electrode,,auroc_MI,0.8784305744007237,0.8596827832406144,0.8957822766555633,2000,2000,0,patient_cluster_percentile_95,"95% percentile patient-cluster CI; fixed trained models, fixed test-noise realization (base 8128); not joint patient/training/noise uncertainty"
2745,resnet,em,10,all,8128,29,1,absolute,electrode,,auroc_STTC,0.922549206978263,0.9096003973955621,0.9349255203420399,2000,2000,0,patient_cluster_percentile_95,"95% percentile patient-cluster CI; fixed trained models, fixed test-noise realization (base 8128); not joint patient/training/noise uncertainty"
2746,resnet,em,10,all,8128,29,1,absolute,electrode,,auroc_CD,0.8880817903031715,0.8684631361761919,0.9072960518759285,2000,2000,0,patient_cluster_percentile_95,"95% percentile patient-cluster CI; fixed trained models, fixed test-noise realization (base 8128); not joint patient/training/noise uncertainty"
2747,resnet,em,10,all,8128,29,1,absolute,electrode,,auroc_HYP,0.8894398009469514,0.8654672311804618,0.9109707817666439,2000,2000,0,patient_cluster_percentile_95,"95% percentile patient-cluster CI; fixed trained models, fixed test-noise realization (base 8128); not joint patient/training/noise uncertainty"
2748,resnet,em,10,all,8128,43,1,absolute,electrode,,macro_auroc,0.9008447820727806,0.8923698717961184,0.9091909579571169,2000,2000,0,patient_cluster_percentile_95,"95% percentile patient-cluster CI; fixed trained models, fixed test-noise realization (base 8128); not joint patient/training/noise uncertainty"
2749,resnet,em,10,all,8128,43,1,absolute,electrode,,auroc_NORM,0.92448806684133,0.9126946559570626,0.9354081224020384,2000,2000,0,patient_cluster_percentile_95,"95% percentile patient-cluster CI; fixed trained models, fixed test-noise realization (base 8128); not joint patient/training/noise uncertainty"
2750,resnet,em,10,all,8128,43,1,absolute,electrode,,auroc_MI,0.8880563093622795,0.8713100279295689,0.9045233722568938,2000,2000,0,patient_cluster_percentile_95,"95% percentile patient-cluster CI; fixed trained models, fixed test-noise realization (base 8128); not joint patient/training/noise uncertainty"
2751,resnet,em,10,all,8128,43,1,absolute,electrode,,auroc_STTC,0.9207927989616322,0.9078893474434445,0.9332144917282312,2000,2000,0,patient_cluster_percentile_95,"95% percentile patient-cluster CI; fixed trained models, fixed test-noise realization (base 8128); not joint patient/training/noise uncertainty"
2752,resnet,em,10,all,8128,43,1,absolute,electrode,,auroc_CD,0.888325618182524,0.8679769460101187,0.9066912237422907,2000,2000,0,patient_cluster_percentile_95,"95% percentile patient-cluster CI; fixed trained models, fixed test-noise realization (base 8128); not joint patient/training/noise uncertainty"
2753,resnet,em,10,all,8128,43,1,absolute,electrode,,auroc_HYP,0.8825611170161368,0.8598436918173133,0.9038776895180581,2000,2000,0,patient_cluster_percentile_95,"95% percentile patient-cluster CI; fixed trained models, fixed test-noise realization (base 8128); not joint patient/training/noise uncertainty"
2754,resnet,em,10,all,8128,mean_fixed_seeds,3,absolute,electrode,,macro_auroc,0.8992837304759845,0.8909257530050625,0.9072120832786683,2000,2000,0,patient_cluster_percentile_95,"95% percentile patient-cluster CI; fixed trained models, fixed test-noise realization (base 8128); not joint patient/training/noise uncertainty"
2755,resnet,em,10,all,8128,mean_fixed_seeds,3,absolute,electrode,,auroc_NORM,0.9235836117664609,0.9119987352922101,0.9343456396460673,2000,2000,0,patient_cluster_percentile_95,"95% percentile patient-cluster CI; fixed trained models, fixed test-noise realization (base 8128); not joint patient/training/noise uncertainty"
2756,resnet,em,10,all,8128,mean_fixed_seeds,3,absolute,electrode,,auroc_MI,0.8811763153927333,0.865350302681781,0.8963118281654583,2000,2000,0,patient_cluster_percentile_95,"95% percentile patient-cluster CI; fixed trained models, fixed test-noise realization (base 8128); not joint patient/training/noise uncertainty"
2757,resnet,em,10,all,8128,mean_fixed_seeds,3,absolute,electrode,,auroc_STTC,0.9183876064973809,0.9061904857872864,0.9306407698111012,2000,2000,0,patient_cluster_percentile_95,"95% percentile patient-cluster CI; fixed trained models, fixed test-noise realization (base 8128); not joint patient/training/noise uncertainty"
2758,resnet,em,10,all,8128,mean_fixed_seeds,3,absolute,electrode,,auroc_CD,0.8892196537401498,0.8704864112620171,0.9064946087552842,2000,2000,0,patient_cluster_percentile_95,"95% percentile patient-cluster CI; fixed trained models, fixed test-noise realization (base 8128); not joint patient/training/noise uncertainty"
2759,resnet,em,10,all,8128,mean_fixed_seeds,3,absolute,electrode,,auroc_HYP,0.8840514649831975,0.8612286242798792,0.9047272197845592,2000,2000,0,patient_cluster_percentile_95,"95% percentile patient-cluster CI; fixed trained models, fixed test-noise realization (base 8128); not joint patient/training/noise uncertainty"
2760,resnet,em,10,all,8128,17,1,clean_drop,clean,electrode,macro_auroc,0.009818492856152772,0.007325148982543278,0.012337888723696946,2000,2000,0,patient_cluster_percentile_95,"95% percentile patient-cluster CI; fixed trained models, fixed test-noise realization (base 8128); not joint patient/training/noise uncertainty"
2761,resnet,em,10,all,8128,17,1,clean_drop,clean,electrode,auroc_NORM,0.008996902114643546,0.005736336314839177,0.012628380632282428,2000,2000,0,patient_cluster_percentile_95,"95% percentile patient-cluster CI; fixed trained models, fixed test-noise realization (base 8128); not joint patient/training/noise uncertainty"
2762,resnet,em,10,all,8128,17,1,clean_drop,clean,electrode,auroc_MI,0.009192672998643125,0.004411385192947403,0.013902650150596545,2000,2000,0,patient_cluster_percentile_95,"95% percentile patient-cluster CI; fixed trained models, fixed test-noise realization (base 8128); not joint patient/training/noise uncertainty"
2763,resnet,em,10,all,8128,17,1,clean_drop,clean,electrode,auroc_STTC,0.007555602976748066,0.003635357308453141,0.011519052865401036,2000,2000,0,patient_cluster_percentile_95,"95% percentile patient-cluster CI; fixed trained models, fixed test-noise realization (base 8128); not joint patient/training/noise uncertainty"
2764,resnet,em,10,all,8128,17,1,clean_drop,clean,electrode,auroc_CD,0.011963336050619167,0.006084264639499901,0.017964035984764527,2000,2000,0,patient_cluster_percentile_95,"95% percentile patient-cluster CI; fixed trained models, fixed test-noise realization (base 8128); not joint patient/training/noise uncertainty"
2765,resnet,em,10,all,8128,17,1,clean_drop,clean,electrode,auroc_HYP,0.011383950140110066,0.006231145156547513,0.016859117256520097,2000,2000,0,patient_cluster_percentile_95,"95% percentile patient-cluster CI; fixed trained models, fixed test-noise realization (base 8128); not joint patient/training/noise uncertainty"
2766,resnet,em,10,all,8128,29,1,clean_drop,clean,electrode,macro_auroc,0.007978658531468952,0.00552582638534303,0.010400008272713404,2000,2000,0,patient_cluster_percentile_95,"95% percentile patient-cluster CI; fixed trained models, fixed test-noise realization (base 8128); not joint patient/training/noise uncertainty"
2767,resnet,em,10,all,8128,29,1,clean_drop,clean,electrode,auroc_NORM,0.010440699174911083,0.0068428450747516105,0.01395033685929473,2000,2000,0,patient_cluster_percentile_95,"95% percentile patient-cluster CI; fixed trained models, fixed test-noise realization (base 8128); not joint patient/training/noise uncertainty"
2768,resnet,em,10,all,8128,29,1,clean_drop,clean,electrode,auroc_MI,0.00915649027589327,0.00370412244759909,0.014518075011902228,2000,2000,0,patient_cluster_percentile_95,"95% percentile patient-cluster CI; fixed trained models, fixed test-noise realization (base 8128); not joint patient/training/noise uncertainty"
2769,resnet,em,10,all,8128,29,1,clean_drop,clean,electrode,auroc_STTC,0.004579792865794241,0.00047779808949750536,0.008705141812384336,2000,2000,0,patient_cluster_percentile_95,"95% percentile patient-cluster CI; fixed trained models, fixed test-noise realization (base 8128); not joint patient/training/noise uncertainty"
2770,resnet,em,10,all,8128,29,1,clean_drop,clean,electrode,auroc_CD,0.008271951787585885,0.0023773731156661675,0.014680287225780847,2000,2000,0,patient_cluster_percentile_95,"95% percentile patient-cluster CI; fixed trained models, fixed test-noise realization (base 8128); not joint patient/training/noise uncertainty"
2771,resnet,em,10,all,8128,29,1,clean_drop,clean,electrode,auroc_HYP,0.007444358553161279,0.003496836740880574,0.011762023640653856,2000,2000,0,patient_cluster_percentile_95,"95% percentile patient-cluster CI; fixed trained models, fixed test-noise realization (base 8128); not joint patient/training/noise uncertainty"
2772,resnet,em,10,all,8128,43,1,clean_drop,clean,electrode,macro_auroc,0.007855722450532121,0.00558826141267667,0.010167550578865087,2000,2000,0,patient_cluster_percentile_95,"95% percentile patient-cluster CI; fixed trained models, fixed test-noise realization (base 8128); not joint patient/training/noise uncertainty"
2773,resnet,em,10,all,8128,43,1,clean_drop,clean,electrode,auroc_NORM,0.010531941240110032,0.007079646980557255,0.014369664839325093,2000,2000,0,patient_cluster_percentile_95,"95% percentile patient-cluster CI; fixed trained models, fixed test-noise realization (base 8128); not joint patient/training/noise uncertainty"
2774,resnet,em,10,all,8128,43,1,clean_drop,clean,electrode,auroc_MI,0.009365671641791029,0.004822171721799953,0.014279312320478894,2000,2000,0,patient_cluster_percentile_95,"95% percentile patient-cluster CI; fixed trained models, fixed test-noise realization (base 8128); not joint patient/training/noise uncertainty"
2775,resnet,em,10,all,8128,43,1,clean_drop,clean,electrode,auroc_STTC,0.004963201024297703,0.0004037889273508122,0.00946734061778067,2000,2000,0,patient_cluster_percentile_95,"95% percentile patient-cluster CI; fixed trained models, fixed test-noise realization (base 8128); not joint patient/training/noise uncertainty"
2776,resnet,em,10,all,8128,43,1,clean_drop,clean,electrode,auroc_CD,0.006852655176429523,0.0017016562478738117,0.012026705300946124,2000,2000,0,patient_cluster_percentile_95,"95% percentile patient-cluster CI; fixed trained models, fixed test-noise realization (base 8128); not joint patient/training/noise uncertainty"
2777,resnet,em,10,all,8128,43,1,clean_drop,clean,electrode,auroc_HYP,0.00756514317003254,0.003323663403724436,0.012025734408765079,2000,2000,0,patient_cluster_percentile_95,"95% percentile patient-cluster CI; fixed trained models, fixed test-noise realization (base 8128); not joint patient/training/noise uncertainty"
2778,resnet,em,10,all,8128,mean_fixed_seeds,3,clean_drop,clean,electrode,macro_auroc,0.008550957946051282,0.006657817855696638,0.010472821831629023,2000,2000,0,patient_cluster_percentile_95,"95% percentile patient-cluster CI; fixed trained models, fixed test-noise realization (base 8128); not joint patient/training/noise uncertainty"
2779,resnet,em,10,all,8128,mean_fixed_seeds,3,clean_drop,clean,electrode,auroc_NORM,0.00998984750988822,0.0071600553985137014,0.01286873754129369,2000,2000,0,patient_cluster_percentile_95,"95% percentile patient-cluster CI; fixed trained models, fixed test-noise realization (base 8128); not joint patient/training/noise uncertainty"
2780,resnet,em,10,all,8128,mean_fixed_seeds,3,clean_drop,clean,electrode,auroc_MI,0.009238278305442474,0.005501472319945204,0.013050257009532894,2000,2000,0,patient_cluster_percentile_95,"95% percentile patient-cluster CI; fixed trained models, fixed test-noise realization (base 8128); not joint patient/training/noise uncertainty"
2781,resnet,em,10,all,8128,mean_fixed_seeds,3,clean_drop,clean,electrode,auroc_STTC,0.00569953228894667,0.0024282478997143075,0.009066113114322854,2000,2000,0,patient_cluster_percentile_95,"95% percentile patient-cluster CI; fixed trained models, fixed test-noise realization (base 8128); not joint patient/training/noise uncertainty"
2782,resnet,em,10,all,8128,mean_fixed_seeds,3,clean_drop,clean,electrode,auroc_CD,0.009029314338211525,0.004941831201103222,0.01337501656986046,2000,2000,0,patient_cluster_percentile_95,"95% percentile patient-cluster CI; fixed trained models, fixed test-noise realization (base 8128); not joint patient/training/noise uncertainty"
2783,resnet,em,10,all,8128,mean_fixed_seeds,3,clean_drop,clean,electrode,auroc_HYP,0.008797817287767962,0.005152840513319121,0.012417828440161828,2000,2000,0,patient_cluster_percentile_95,"95% percentile patient-cluster CI; fixed trained models, fixed test-noise realization (base 8128); not joint patient/training/noise uncertainty"
2784,resnet,em,10,all,8128,17,1,absolute,covariance,,macro_auroc,0.8967233416276963,0.8875478064128963,0.9050392659275706,2000,2000,0,patient_cluster_percentile_95,"95% percentile patient-cluster CI; fixed trained models, fixed test-noise realization (base 8128); not joint patient/training/noise uncertainty"
2785,resnet,em,10,all,8128,17,1,absolute,covariance,,auroc_NORM,0.9248608558505715,0.9124708287021444,0.9358266385909807,2000,2000,0,patient_cluster_percentile_95,"95% percentile patient-cluster CI; fixed trained models, fixed test-noise realization (base 8128); not joint patient/training/noise uncertainty"
2786,resnet,em,10,all,8128,17,1,absolute,covariance,,auroc_MI,0.87859565807327,0.8616103547572727,0.8944777959495666,2000,2000,0,patient_cluster_percentile_95,"95% percentile patient-cluster CI; fixed trained models, fixed test-noise realization (base 8128); not joint patient/training/noise uncertainty"
2787,resnet,em,10,all,8128,17,1,absolute,covariance,,auroc_STTC,0.9078132016691739,0.893848409244726,0.9221425534932343,2000,2000,0,patient_cluster_percentile_95,"95% percentile patient-cluster CI; fixed trained models, fixed test-noise realization (base 8128); not joint patient/training/noise uncertainty"
2788,resnet,em,10,all,8128,17,1,absolute,covariance,,auroc_CD,0.8916821940142076,0.8714558197691773,0.9101146723760409,2000,2000,0,patient_cluster_percentile_95,"95% percentile patient-cluster CI; fixed trained models, fixed test-noise realization (base 8128); not joint patient/training/noise uncertainty"
2789,resnet,em,10,all,8128,17,1,absolute,covariance,,auroc_HYP,0.880664798531259,0.856562002829542,0.902551629919901,2000,2000,0,patient_cluster_percentile_95,"95% percentile patient-cluster CI; fixed trained models, fixed test-noise realization (base 8128); not joint patient/training/noise uncertainty"
2790,resnet,em,10,all,8128,29,1,absolute,covariance,,macro_auroc,0.9001349769403223,0.8915549403698327,0.9086217022324592,2000,2000,0,patient_cluster_percentile_95,"95% percentile patient-cluster CI; fixed trained models, fixed test-noise realization (base 8128); not joint patient/training/noise uncertainty"
2791,resnet,em,10,all,8128,29,1,absolute,covariance,,auroc_NORM,0.9220775383759782,0.9092875986060939,0.9332896103553503,2000,2000,0,patient_cluster_percentile_95,"95% percentile patient-cluster CI; fixed trained models, fixed test-noise realization (base 8128); not joint patient/training/noise uncertainty"
2792,resnet,em,10,all,8128,29,1,absolute,covariance,,auroc_MI,0.8784056987788331,0.8592374051725326,0.8955381151313262,2000,2000,0,patient_cluster_percentile_95,"95% percentile patient-cluster CI; fixed trained models, fixed test-noise realization (base 8128); not joint patient/training/noise uncertainty"
2793,resnet,em,10,all,8128,29,1,absolute,covariance,,auroc_STTC,0.9206638237401172,0.9079244854964157,0.9330989234069256,2000,2000,0,patient_cluster_percentile_95,"95% percentile patient-cluster CI; fixed trained models, fixed test-noise realization (base 8128); not joint patient/training/noise uncertainty"
2794,resnet,em,10,all,8128,29,1,absolute,covariance,,auroc_CD,0.887988383603121,0.8686283135894054,0.9070426599915199,2000,2000,0,patient_cluster_percentile_95,"95% percentile patient-cluster CI; fixed trained models, fixed test-noise realization (base 8128); not joint patient/training/noise uncertainty"
2795,resnet,em,10,all,8128,29,1,absolute,covariance,,auroc_HYP,0.8915394402035624,0.8678386040350643,0.9127420626379716,2000,2000,0,patient_cluster_percentile_95,"95% percentile patient-cluster CI; fixed trained models, fixed test-noise realization (base 8128); not joint patient/training/noise uncertainty"
2796,resnet,em,10,all,8128,43,1,absolute,covariance,,macro_auroc,0.9024636736984437,0.8943969371163625,0.9105070055820638,2000,2000,0,patient_cluster_percentile_95,"95% percentile patient-cluster CI; fixed trained models, fixed test-noise realization (base 8128); not joint patient/training/noise uncertainty"
2797,resnet,em,10,all,8128,43,1,absolute,covariance,,auroc_NORM,0.9270584861637925,0.9155752855467267,0.937593682343684,2000,2000,0,patient_cluster_percentile_95,"95% percentile patient-cluster CI; fixed trained models, fixed test-noise realization (base 8128); not joint patient/training/noise uncertainty"
2798,resnet,em,10,all,8128,43,1,absolute,covariance,,auroc_MI,0.8908141112618725,0.8747404532564002,0.9063671122725749,2000,2000,0,patient_cluster_percentile_95,"95% percentile patient-cluster CI; fixed trained models, fixed test-noise realization (base 8128); not joint patient/training/noise uncertainty"
2799,resnet,em,10,all,8128,43,1,absolute,covariance,,auroc_STTC,0.9182930246682699,0.9047585925208341,0.9307506462869779,2000,2000,0,patient_cluster_percentile_95,"95% percentile patient-cluster CI; fixed trained models, fixed test-noise realization (base 8128); not joint patient/training/noise uncertainty"
2800,resnet,em,10,all,8128,43,1,absolute,covariance,,auroc_CD,0.8875322677691083,0.8674574554979806,0.9068303090403794,2000,2000,0,patient_cluster_percentile_95,"95% percentile patient-cluster CI; fixed trained models, fixed test-noise realization (base 8128); not joint patient/training/noise uncertainty"
2801,resnet,em,10,all,8128,43,1,absolute,covariance,,auroc_HYP,0.8886204786291751,0.8670431428838297,0.9082088524218689,2000,2000,0,patient_cluster_percentile_95,"95% percentile patient-cluster CI; fixed trained models, fixed test-noise realization (base 8128); not joint patient/training/noise uncertainty"
2802,resnet,em,10,all,8128,mean_fixed_seeds,3,absolute,covariance,,macro_auroc,0.899773997422154,0.8917854126059348,0.9075019278774389,2000,2000,0,patient_cluster_percentile_95,"95% percentile patient-cluster CI; fixed trained models, fixed test-noise realization (base 8128); not joint patient/training/noise uncertainty"
2803,resnet,em,10,all,8128,mean_fixed_seeds,3,absolute,covariance,,auroc_NORM,0.9246656267967808,0.913245321847085,0.935155870420283,2000,2000,0,patient_cluster_percentile_95,"95% percentile patient-cluster CI; fixed trained models, fixed test-noise realization (base 8128); not joint patient/training/noise uncertainty"
2804,resnet,em,10,all,8128,mean_fixed_seeds,3,absolute,covariance,,auroc_MI,0.8826051560379918,0.8672667312383006,0.8968867696467211,2000,2000,0,patient_cluster_percentile_95,"95% percentile patient-cluster CI; fixed trained models, fixed test-noise realization (base 8128); not joint patient/training/noise uncertainty"
2805,resnet,em,10,all,8128,mean_fixed_seeds,3,absolute,covariance,,auroc_STTC,0.9155900166925203,0.9030718538186648,0.9280549442929046,2000,2000,0,patient_cluster_percentile_95,"95% percentile patient-cluster CI; fixed trained models, fixed test-noise realization (base 8128); not joint patient/training/noise uncertainty"
2806,resnet,em,10,all,8128,mean_fixed_seeds,3,absolute,covariance,,auroc_CD,0.8890676151288123,0.871037277541397,0.9061423512439774,2000,2000,0,patient_cluster_percentile_95,"95% percentile patient-cluster CI; fixed trained models, fixed test-noise realization (base 8128); not joint patient/training/noise uncertainty"
2807,resnet,em,10,all,8128,mean_fixed_seeds,3,absolute,covariance,,auroc_HYP,0.8869415724546655,0.8643313890662297,0.90708683753514,2000,2000,0,patient_cluster_percentile_95,"95% percentile patient-cluster CI; fixed trained models, fixed test-noise realization (base 8128); not joint patient/training/noise uncertainty"
2808,resnet,em,10,all,8128,17,1,clean_drop,clean,covariance,macro_auroc,0.010168957690649516,0.007995769214663714,0.012428373405214735,2000,2000,0,patient_cluster_percentile_95,"95% percentile patient-cluster CI; fixed trained models, fixed test-noise realization (base 8128); not joint patient/training/noise uncertainty"
2809,resnet,em,10,all,8128,17,1,clean_drop,clean,covariance,auroc_NORM,0.009237172886334188,0.006109417652140239,0.012544833070694043,2000,2000,0,patient_cluster_percentile_95,"95% percentile patient-cluster CI; fixed trained models, fixed test-noise realization (base 8128); not joint patient/training/noise uncertainty"
2810,resnet,em,10,all,8128,17,1,clean_drop,clean,covariance,auroc_MI,0.0076390773405699,0.003563101256291301,0.012095267880952701,2000,2000,0,patient_cluster_percentile_95,"95% percentile patient-cluster CI; fixed trained models, fixed test-noise realization (base 8128); not joint patient/training/noise uncertainty"
2811,resnet,em,10,all,8128,17,1,clean_drop,clean,covariance,auroc_STTC,0.01156321485982148,0.007717932251265302,0.01538861405761346,2000,2000,0,patient_cluster_percentile_95,"95% percentile patient-cluster CI; fixed trained models, fixed test-noise realization (base 8128); not joint patient/training/noise uncertainty"
2812,resnet,em,10,all,8128,17,1,clean_drop,clean,covariance,auroc_CD,0.011532694771165697,0.0070398915313814505,0.01656276569736501,2000,2000,0,patient_cluster_percentile_95,"95% percentile patient-cluster CI; fixed trained models, fixed test-noise realization (base 8128); not joint patient/training/noise uncertainty"
2813,resnet,em,10,all,8128,17,1,clean_drop,clean,covariance,auroc_HYP,0.010872628595355427,0.005860705325136595,0.01618183866769826,2000,2000,0,patient_cluster_percentile_95,"95% percentile patient-cluster CI; fixed trained models, fixed test-noise realization (base 8128); not joint patient/training/noise uncertainty"
2814,resnet,em,10,all,8128,29,1,clean_drop,clean,covariance,macro_auroc,0.007776284484126705,0.005696925377623683,0.01001579786443756,2000,2000,0,patient_cluster_percentile_95,"95% percentile patient-cluster CI; fixed trained models, fixed test-noise realization (base 8128); not joint patient/training/noise uncertainty"
2815,resnet,em,10,all,8128,29,1,clean_drop,clean,covariance,auroc_NORM,0.009524802634723217,0.006447930608781521,0.012805895526577288,2000,2000,0,patient_cluster_percentile_95,"95% percentile patient-cluster CI; fixed trained models, fixed test-noise realization (base 8128); not joint patient/training/noise uncertainty"
2816,resnet,em,10,all,8128,29,1,clean_drop,clean,covariance,auroc_MI,0.009181365897783844,0.0045485751071539845,0.013694029442221506,2000,2000,0,patient_cluster_percentile_95,"95% percentile patient-cluster CI; fixed trained models, fixed test-noise realization (base 8128); not joint patient/training/noise uncertainty"
2817,resnet,em,10,all,8128,29,1,clean_drop,clean,covariance,auroc_STTC,0.00646517610394004,0.0027767311479275497,0.010255926976056626,2000,2000,0,patient_cluster_percentile_95,"95% percentile patient-cluster CI; fixed trained models, fixed test-noise realization (base 8128); not joint patient/training/noise uncertainty"
2818,resnet,em,10,all,8128,29,1,clean_drop,clean,covariance,auroc_CD,0.00836535848763631,0.0032202207194345967,0.013797156635699559,2000,2000,0,patient_cluster_percentile_95,"95% percentile patient-cluster CI; fixed trained models, fixed test-noise realization (base 8128); not joint patient/training/noise uncertainty"
2819,resnet,em,10,all,8128,29,1,clean_drop,clean,covariance,auroc_HYP,0.005344719296550338,0.001062662386952709,0.009708266534757523,2000,2000,0,patient_cluster_percentile_95,"95% percentile patient-cluster CI; fixed trained models, fixed test-noise realization (base 8128); not joint patient/training/noise uncertainty"
