model,kind,snr,condition,active,metric,n_seeds,mean,std,ci95_low,ci95_high
resnet,bandpass,10,independent_rms,all,macro_ap,1,0.4273341756268502,,,
resnet,bandpass,10,independent_rms,all,macro_f1,1,0.4166210700882821,,,
resnet,bandpass,10,independent_rms,all,micro_auroc,1,0.4436743951612903,,,
resnet,bandpass,10,independent_rms,all,micro_ap,1,0.2703749130270577,,,
resnet,bandpass,10,independent_rms,all,micro_f1,1,0.4910179640718562,,,
resnet,bandpass,10,independent_rms,all,brier,1,0.2631613612174988,,,
resnet,bandpass,10,independent_rms,all,ece,1,0.2982787495851516,,,
resnet,bandpass,10,independent_rms,all,mean_loss,1,0.7671146164559265,,,
resnet,bandpass,10,independent_rms,all,mean_confidence,1,0.6410691738128662,,,
resnet,bandpass,10,independent_rms,all,mean_entropy,1,0.6099642468601612,,,
resnet,bandpass,10,independent_rms,all,clean_agreement,1,0.928,,,
resnet,bandpass,10,independent_rms,all,probability_shift,1,0.020009895786643,,,
resnet,bandpass,10,independent_rms,all,auroc_NORM,1,0.693077230892357,,,
resnet,bandpass,10,independent_rms,all,auroc_MI,1,0.5977907732293697,,,
resnet,bandpass,10,independent_rms,all,auroc_STTC,1,0.4995039682539682,,,
resnet,bandpass,10,independent_rms,all,auroc_CD,1,0.6264568764568765,,,
resnet,bandpass,10,independent_rms,all,auroc_HYP,1,0.8944444444444444,,,
resnet,bandpass,10,independent_rms,all,ap_NORM,1,0.6397254049187203,,,
resnet,bandpass,10,independent_rms,all,ap_MI,1,0.2435648258360322,,,
resnet,bandpass,10,independent_rms,all,ap_STTC,1,0.3194027257690912,,,
resnet,bandpass,10,independent_rms,all,ap_CD,1,0.3418243988047107,,,
resnet,bandpass,10,independent_rms,all,ap_HYP,1,0.5921535228056967,,,
resnet,bandpass,10,independent_rms,all,f1_NORM,1,0.7086614173228346,,,
resnet,bandpass,10,independent_rms,all,f1_MI,1,0.1666666666666666,,,
resnet,bandpass,10,independent_rms,all,f1_STTC,1,0.4150943396226415,,,
resnet,bandpass,10,independent_rms,all,f1_CD,1,0.2926829268292683,,,
resnet,bandpass,10,independent_rms,all,f1_HYP,1,0.5,,,
resnet,bandpass,20,covariance,all,macro_auroc,1,0.6661155749012893,,,
resnet,bandpass,20,covariance,all,macro_ap,1,0.450278627270975,,,
resnet,bandpass,20,covariance,all,macro_f1,1,0.4278746520606985,,,
resnet,bandpass,20,covariance,all,micro_auroc,1,0.4858660954301075,,,
resnet,bandpass,20,covariance,all,micro_ap,1,0.2892575592565387,,,
resnet,bandpass,20,covariance,all,micro_f1,1,0.4920127795527156,,,
resnet,bandpass,20,covariance,all,brier,1,0.2524341642856598,,,
resnet,bandpass,20,covariance,all,ece,1,0.2836731288731098,,,
resnet,bandpass,20,covariance,all,mean_loss,1,0.7320524553109624,,,
