model,seed,kind,snr,condition,active,metric,clean,noisy,clean_drop,normalized_robustness
resnet,17,bandpass,10,covariance,RA,f1_STTC,0.4081632653061224,0.32,0.0881632653061224,0.7839999999980793
resnet,17,bandpass,10,covariance,RA,f1_CD,0.2702702702702703,0.3076923076923077,-0.037422037422037424,1.1384615384573262
resnet,17,bandpass,10,covariance,RA,f1_HYP,0.5263157894736842,0.5,0.02631578947368418,0.9499999999981951
resnet,17,bandpass,10,covariance,all,macro_auroc,0.6814478665046628,0.64406307685631,0.03738478964835279,0.9451391786710626
resnet,17,bandpass,10,covariance,all,macro_ap,0.4606974166244021,0.4131323698064201,0.047565046817982015,0.8967542575615143
resnet,17,bandpass,10,covariance,all,macro_f1,0.4237279919741888,0.4413869047619048,-0.017658912787715975,1.041675114982137
resnet,17,bandpass,10,covariance,all,auroc_NORM,0.7106842737094838,0.6802721088435374,0.030412164865946445,0.9572072072058603
resnet,17,bandpass,10,covariance,all,auroc_MI,0.5971410006497726,0.5380116959064327,0.05912930474333988,0.9009793253521364
resnet,17,bandpass,10,covariance,all,auroc_STTC,0.5629960317460317,0.4831349206349206,0.07986111111111116,0.8581497797341585
resnet,17,bandpass,10,covariance,all,auroc_CD,0.6375291375291374,0.6311188811188811,0.0064102564102562765,0.9899451553915005
resnet,17,bandpass,10,covariance,all,auroc_HYP,0.8988888888888888,0.8877777777777778,0.011111111111111072,0.9876390605675045
resnet,17,bandpass,10,covariance,all,ap_NORM,0.6637085784687504,0.6265964593615001,0.03711211910725032,0.9440837133764096
resnet,17,bandpass,10,covariance,all,ap_MI,0.2919282460446278,0.2138200348587235,0.0781082111859043,0.7324403779184282
resnet,17,bandpass,10,covariance,all,ap_STTC,0.3905077347304957,0.317510553219556,0.0729971815109397,0.8130710994440843
resnet,17,bandpass,10,covariance,all,ap_CD,0.3514333127189256,0.34400825036577,0.007425062353155598,0.9788720588361725
resnet,17,bandpass,10,covariance,all,ap_HYP,0.6059092111592111,0.5637265512265511,0.042182659932660016,0.9303812202278828
resnet,17,bandpass,10,covariance,all,f1_NORM,0.6976744186046512,0.703125,-0.005450581395348819,1.0078124999985554
resnet,17,bandpass,10,covariance,all,f1_MI,0.2162162162162162,0.2857142857142857,-0.0694980694980695,1.3214285714224598
resnet,17,bandpass,10,covariance,all,f1_STTC,0.4081632653061224,0.4380952380952381,-0.02993197278911569,1.0733333333307038
resnet,17,bandpass,10,covariance,all,f1_CD,0.2702702702702703,0.3,-0.029729729729729704,1.109999999995893
resnet,17,bandpass,10,covariance,all,f1_HYP,0.5263157894736842,0.48,0.0463157894736842,0.9119999999982673
resnet,17,bandpass,10,electrode,RA,macro_auroc,0.6814478665046628,0.6324181214218807,0.04902974508278213,0.928050629411759
resnet,17,bandpass,10,electrode,RA,macro_ap,0.4606974166244021,0.4169252770672412,0.043772139557160916,0.9049872259349948
resnet,17,bandpass,10,electrode,RA,macro_f1,0.4237279919741888,0.4222292639615473,0.0014987280126415037,0.9964629950297708
resnet,17,bandpass,10,electrode,RA,auroc_NORM,0.7106842737094838,0.6802721088435374,0.030412164865946445,0.9572072072058603
resnet,17,bandpass,10,electrode,RA,auroc_MI,0.5971410006497726,0.5282651072124755,0.06887589343729705,0.8846572361247426
resnet,17,bandpass,10,electrode,RA,auroc_STTC,0.5629960317460317,0.4434523809523809,0.11954365079365087,0.7876651982364863
resnet,17,bandpass,10,electrode,RA,auroc_CD,0.6375291375291374,0.6212121212121212,0.01631701631701621,0.9744058500898795
resnet,17,bandpass,10,electrode,RA,auroc_HYP,0.8988888888888888,0.8888888888888888,0.010000000000000009,0.9888751545106428
resnet,17,bandpass,10,electrode,RA,ap_NORM,0.6637085784687504,0.6123233492347957,0.05138522923395472,0.9225786272742945
resnet,17,bandpass,10,electrode,RA,ap_MI,0.2919282460446278,0.2366480653421942,0.055280180702433596,0.8106377801660433
resnet,17,bandpass,10,electrode,RA,ap_STTC,0.3905077347304957,0.3395206044795343,0.05098713025096141,0.8694337506860934
resnet,17,bandpass,10,electrode,RA,ap_CD,0.3514333127189256,0.3321253291774244,0.019307983541501206,0.9450593246466402
resnet,17,bandpass,10,electrode,RA,ap_HYP,0.6059092111592111,0.5640090371022574,0.04190017405695379,0.930847438384833
resnet,17,bandpass,10,electrode,RA,f1_NORM,0.6976744186046512,0.7086614173228346,-0.010986998718183427,1.015748031494607
resnet,17,bandpass,10,electrode,RA,f1_MI,0.2162162162162162,0.2857142857142857,-0.0694980694980695,1.3214285714224598
resnet,17,bandpass,10,electrode,RA,f1_STTC,0.4081632653061224,0.3603603603603603,0.047802904945762115,0.8828828828807198
resnet,17,bandpass,10,electrode,RA,f1_CD,0.2702702702702703,0.2564102564102564,0.013860013860013898,0.9487179487144384
resnet,17,bandpass,10,electrode,RA,f1_HYP,0.5263157894736842,0.5,0.02631578947368418,0.9499999999981951
resnet,17,bandpass,10,electrode,all,macro_auroc,0.6814478665046628,0.6648271376340447,0.016620728870618162,0.9756096838972493
resnet,17,bandpass,10,electrode,all,macro_ap,0.4606974166244021,0.4339624466965078,0.026734969927894314,0.941968483077836
resnet,17,bandpass,10,electrode,all,macro_f1,0.4237279919741888,0.4305878674171357,-0.006859875442946861,1.0161893374331252
resnet,17,bandpass,10,electrode,all,auroc_NORM,0.7106842737094838,0.6886754701880753,0.02200880352140855,0.9690315315301681
resnet,17,bandpass,10,electrode,all,auroc_MI,0.5971410006497726,0.5854450942170241,0.011695906432748537,0.9804134929254529
resnet,17,bandpass,10,electrode,all,auroc_STTC,0.5629960317460317,0.5372023809523809,0.025793650793650813,0.9541850220247369
resnet,17,bandpass,10,electrode,all,auroc_CD,0.6375291375291374,0.6317016317016317,0.005827505827505686,0.9908592321739488
resnet,17,bandpass,10,electrode,all,auroc_HYP,0.8988888888888888,0.8811111111111111,0.01777777777777778,0.9802224969086747
resnet,17,bandpass,10,electrode,all,ap_NORM,0.6637085784687504,0.6321459198523205,0.03156265861642993,0.9524450042664796
resnet,17,bandpass,10,electrode,all,ap_MI,0.2919282460446278,0.2479808633387874,0.04394738270584039,0.8494582716741583
resnet,17,bandpass,10,electrode,all,ap_STTC,0.3905077347304957,0.3897804865231438,0.0007272482073519271,0.9981376855215123
resnet,17,bandpass,10,electrode,all,ap_CD,0.3514333127189256,0.3475258069773661,0.003907505741559458,0.9888812312289998
resnet,17,bandpass,10,electrode,all,ap_HYP,0.6059092111592111,0.5523791567909214,0.053530054368289726,0.9116533411552056
resnet,17,bandpass,10,electrode,all,f1_NORM,0.6976744186046512,0.72,-0.022325581395348792,1.0319999999985208
resnet,17,bandpass,10,electrode,all,f1_MI,0.2162162162162162,0.2564102564102564,-0.04019404019404019,1.1858974358919512
resnet,17,bandpass,10,electrode,all,f1_STTC,0.4081632653061224,0.4038461538461538,0.004317111459968603,0.9894230769206529
resnet,17,bandpass,10,electrode,all,f1_CD,0.2702702702702703,0.2926829268292683,-0.02241265655899799,1.0829268292642857
resnet,17,bandpass,10,electrode,all,f1_HYP,0.5263157894736842,0.48,0.0463157894736842,0.9119999999982673
resnet,17,bandpass,10,independent,all,macro_auroc,0.6814478665046628,0.6584831437025525,0.02296472280211037,0.9663001031599538
resnet,17,bandpass,10,independent,all,macro_ap,0.4606974166244021,0.4255509424208568,0.03514647420354533,0.9237102858922187
resnet,17,bandpass,10,independent,all,macro_f1,0.4237279919741888,0.4071159618040396,0.016612030170149228,0.9607955327810349
resnet,17,bandpass,10,independent,all,auroc_NORM,0.7106842737094838,0.6922769107643056,0.018407362945178196,0.9740990990977283
resnet,17,bandpass,10,independent,all,auroc_MI,0.5971410006497726,0.593892137751787,0.0032488628979856493,0.9945593035891942
resnet,17,bandpass,10,independent,all,auroc_STTC,0.5629960317460317,0.4816468253968254,0.08134920634920634,0.8555066079279959
resnet,17,bandpass,10,independent,all,auroc_CD,0.6375291375291374,0.6223776223776223,0.015151515151515138,0.9762340036547759
resnet,17,bandpass,10,independent,all,auroc_HYP,0.8988888888888888,0.9022222222222224,-0.0033333333333335213,1.0037082818283027
resnet,17,bandpass,10,independent,all,ap_NORM,0.6637085784687504,0.6402334957411273,0.02347508272762311,0.964630436474473
resnet,17,bandpass,10,independent,all,ap_MI,0.2919282460446278,0.2403359149458473,0.0515923310987805,0.8232705063705391
resnet,17,bandpass,10,independent,all,ap_STTC,0.3905077347304957,0.3092052222016338,0.08130251252886189,0.791803067394392
resnet,17,bandpass,10,independent,all,ap_CD,0.3514333127189256,0.3399206882352028,0.011512624483722811,0.967240941401882
resnet,17,bandpass,10,independent,all,ap_HYP,0.6059092111592111,0.5980593909804724,0.007849820178738698,0.9870445604140798
resnet,17,bandpass,10,independent,all,f1_NORM,0.6976744186046512,0.7086614173228346,-0.010986998718183427,1.015748031494607
